"","lon","lat"
"1722",-107.251860907804,47.7506721952614
"1723",-106.751860907804,47.7506721952614
"1724",-106.251860907804,47.7506721952614
"1725",-105.751860907804,47.7506721952614
"1726",-105.251860907804,47.7506721952614
"1727",-104.751860907804,47.7506721952614
"1728",-104.251860907804,47.7506721952614
"1729",-103.751860907804,47.7506721952614
"1731",-102.751860907804,47.7506721952614
"1732",-102.251860907804,47.7506721952614
"1733",-101.751860907804,47.7506721952614
"1735",-100.751860907804,47.7506721952614
"1736",-100.251860907804,47.7506721952614
"1737",-99.751860907804,47.7506721952614
"1738",-99.251860907804,47.7506721952614
"1739",-98.751860907804,47.7506721952614
"1740",-98.251860907804,47.7506721952614
"1741",-97.751860907804,47.7506721952614
"1743",-96.751860907804,47.7506721952614
"1745",-95.751860907804,47.7506721952614
"1746",-95.251860907804,47.7506721952614
"1747",-94.751860907804,47.7506721952614
"1748",-94.251860907804,47.7506721952614
"1749",-93.751860907804,47.7506721952614
"1750",-93.2518609078039,47.7506721952614
"1751",-92.7518609078039,47.7506721952614
"1752",-92.2518609078039,47.7506721952614
"1753",-91.7518609078039,47.7506721952614
"1755",-90.7518609078039,47.7506721952614
"1756",-90.2518609078039,47.7506721952614
"1787",-74.7518609078039,47.7506721952614
"1788",-74.2518609078039,47.7506721952614
"1789",-73.7518609078039,47.7506721952614
"1790",-73.2518609078039,47.7506721952614
"1791",-72.7518609078039,47.7506721952614
"1792",-72.2518609078039,47.7506721952614
"1793",-71.7518609078039,47.7506721952614
"1794",-71.2518609078039,47.7506721952614
"1795",-70.7518609078039,47.7506721952614
"1796",-70.2518609078039,47.7506721952614
"1797",-69.7518609078039,47.7506721952614
"1798",-69.2518609078039,47.7506721952614
"1799",-68.7518609078039,47.7506721952614
"1800",-68.2518609078039,47.7506721952614
"1801",-67.7518609078039,47.7506721952614
"1802",-67.2518609078039,47.7506721952614
"1803",-66.7518609078039,47.7506721952614
"1804",-66.2518609078039,47.7506721952614
"1805",-65.7518609078039,47.7506721952614
"1806",-65.2518609078039,47.7506721952614
"1828",-124.251860907804,47.2506721952614
"1829",-123.751860907804,47.2506721952614
"1830",-123.251860907804,47.2506721952614
"1833",-121.751860907804,47.2506721952614
"1834",-121.251860907804,47.2506721952614
"1837",-119.751860907804,47.2506721952614
"1839",-118.751860907804,47.2506721952614
"1840",-118.251860907804,47.2506721952614
"1841",-117.751860907804,47.2506721952614
"1842",-117.251860907804,47.2506721952614
"1843",-116.751860907804,47.2506721952614
"1845",-115.751860907804,47.2506721952614
"1846",-115.251860907804,47.2506721952614
"1847",-114.751860907804,47.2506721952614
"1848",-114.251860907804,47.2506721952614
"1849",-113.751860907804,47.2506721952614
"1850",-113.251860907804,47.2506721952614
"1851",-112.751860907804,47.2506721952614
"1852",-112.251860907804,47.2506721952614
"1853",-111.751860907804,47.2506721952614
"1855",-110.751860907804,47.2506721952614
"1856",-110.251860907804,47.2506721952614
"1857",-109.751860907804,47.2506721952614
"1859",-108.751860907804,47.2506721952614
"1860",-108.251860907804,47.2506721952614
"1861",-107.751860907804,47.2506721952614
"1862",-107.251860907804,47.2506721952614
"1863",-106.751860907804,47.2506721952614
"1864",-106.251860907804,47.2506721952614
"1865",-105.751860907804,47.2506721952614
"1866",-105.251860907804,47.2506721952614
"1867",-104.751860907804,47.2506721952614
"1868",-104.251860907804,47.2506721952614
"1869",-103.751860907804,47.2506721952614
"1870",-103.251860907804,47.2506721952614
"1871",-102.751860907804,47.2506721952614
"1872",-102.251860907804,47.2506721952614
"1874",-101.251860907804,47.2506721952614
"1875",-100.751860907804,47.2506721952614
"1876",-100.251860907804,47.2506721952614
"1877",-99.751860907804,47.2506721952614
"1878",-99.251860907804,47.2506721952614
"1879",-98.751860907804,47.2506721952614
"1880",-98.251860907804,47.2506721952614
"1881",-97.751860907804,47.2506721952614
"1883",-96.751860907804,47.2506721952614
"1884",-96.251860907804,47.2506721952614
"1885",-95.751860907804,47.2506721952614
"1887",-94.751860907804,47.2506721952614
"1888",-94.251860907804,47.2506721952614
"1890",-93.2518609078039,47.2506721952614
"1893",-91.7518609078039,47.2506721952614
"1894",-91.2518609078039,47.2506721952614
"1899",-88.7518609078039,47.2506721952614
"1907",-84.7518609078039,47.2506721952614
"1908",-84.2518609078039,47.2506721952614
"1909",-83.7518609078039,47.2506721952614
"1922",-77.2518609078039,47.2506721952614
"1923",-76.7518609078039,47.2506721952614
"1924",-76.2518609078039,47.2506721952614
"1925",-75.7518609078039,47.2506721952614
"1926",-75.2518609078039,47.2506721952614
"1927",-74.7518609078039,47.2506721952614
"1928",-74.2518609078039,47.2506721952614
"1929",-73.7518609078039,47.2506721952614
"1930",-73.2518609078039,47.2506721952614
"1931",-72.7518609078039,47.2506721952614
"1932",-72.2518609078039,47.2506721952614
"1933",-71.7518609078039,47.2506721952614
"1934",-71.2518609078039,47.2506721952614
"1935",-70.7518609078039,47.2506721952614
"1937",-69.7518609078039,47.2506721952614
"1938",-69.2518609078039,47.2506721952614
"1939",-68.7518609078039,47.2506721952614
"1940",-68.2518609078039,47.2506721952614
"1941",-67.7518609078039,47.2506721952614
"1942",-67.2518609078039,47.2506721952614
"1943",-66.7518609078039,47.2506721952614
"1944",-66.2518609078039,47.2506721952614
"1945",-65.7518609078039,47.2506721952614
"1946",-65.2518609078039,47.2506721952614
"1947",-64.7518609078039,47.2506721952614
"1970",-123.251860907804,46.7506721952614
"1971",-122.751860907804,46.7506721952614
"1972",-122.251860907804,46.7506721952614
"1973",-121.751860907804,46.7506721952614
"1974",-121.251860907804,46.7506721952614
"1975",-120.751860907804,46.7506721952614
"1977",-119.751860907804,46.7506721952614
"1978",-119.251860907804,46.7506721952614
"1979",-118.751860907804,46.7506721952614
"1980",-118.251860907804,46.7506721952614
"1981",-117.751860907804,46.7506721952614
"1983",-116.751860907804,46.7506721952614
"1984",-116.251860907804,46.7506721952614
"1985",-115.751860907804,46.7506721952614
"1986",-115.251860907804,46.7506721952614
"1987",-114.751860907804,46.7506721952614
"1989",-113.751860907804,46.7506721952614
"1990",-113.251860907804,46.7506721952614
"1991",-112.751860907804,46.7506721952614
"1992",-112.251860907804,46.7506721952614
"1994",-111.251860907804,46.7506721952614
"1995",-110.751860907804,46.7506721952614
"1996",-110.251860907804,46.7506721952614
"1997",-109.751860907804,46.7506721952614
"1998",-109.251860907804,46.7506721952614
"1999",-108.751860907804,46.7506721952614
"2000",-108.251860907804,46.7506721952614
"2001",-107.751860907804,46.7506721952614
"2002",-107.251860907804,46.7506721952614
"2003",-106.751860907804,46.7506721952614
"2004",-106.251860907804,46.7506721952614
"2005",-105.751860907804,46.7506721952614
"2006",-105.251860907804,46.7506721952614
"2007",-104.751860907804,46.7506721952614
"2008",-104.251860907804,46.7506721952614
"2010",-103.251860907804,46.7506721952614
"2011",-102.751860907804,46.7506721952614
"2012",-102.251860907804,46.7506721952614
"2013",-101.751860907804,46.7506721952614
"2014",-101.251860907804,46.7506721952614
"2017",-99.751860907804,46.7506721952614
"2018",-99.251860907804,46.7506721952614
"2020",-98.251860907804,46.7506721952614
"2022",-97.251860907804,46.7506721952614
"2024",-96.251860907804,46.7506721952614
"2025",-95.751860907804,46.7506721952614
"2026",-95.251860907804,46.7506721952614
"2027",-94.751860907804,46.7506721952614
"2028",-94.251860907804,46.7506721952614
"2029",-93.751860907804,46.7506721952614
"2030",-93.2518609078039,46.7506721952614
"2031",-92.7518609078039,46.7506721952614
"2033",-91.7518609078039,46.7506721952614
"2034",-91.2518609078039,46.7506721952614
"2036",-90.2518609078039,46.7506721952614
"2037",-89.7518609078039,46.7506721952614
"2038",-89.2518609078039,46.7506721952614
"2039",-88.7518609078039,46.7506721952614
"2040",-88.2518609078039,46.7506721952614
"2041",-87.7518609078039,46.7506721952614
"2044",-86.2518609078039,46.7506721952614
"2045",-85.7518609078039,46.7506721952614
"2047",-84.7518609078039,46.7506721952614
"2049",-83.7518609078039,46.7506721952614
"2050",-83.2518609078039,46.7506721952614
"2051",-82.7518609078039,46.7506721952614
"2052",-82.2518609078039,46.7506721952614
"2053",-81.7518609078039,46.7506721952614
"2054",-81.2518609078039,46.7506721952614
"2055",-80.7518609078039,46.7506721952614
"2056",-80.2518609078039,46.7506721952614
"2057",-79.7518609078039,46.7506721952614
"2058",-79.2518609078039,46.7506721952614
"2059",-78.7518609078039,46.7506721952614
"2060",-78.2518609078039,46.7506721952614
"2061",-77.7518609078039,46.7506721952614
"2062",-77.2518609078039,46.7506721952614
"2063",-76.7518609078039,46.7506721952614
"2064",-76.2518609078039,46.7506721952614
"2065",-75.7518609078039,46.7506721952614
"2066",-75.2518609078039,46.7506721952614
"2067",-74.7518609078039,46.7506721952614
"2068",-74.2518609078039,46.7506721952614
"2069",-73.7518609078039,46.7506721952614
"2070",-73.2518609078039,46.7506721952614
"2071",-72.7518609078039,46.7506721952614
"2072",-72.2518609078039,46.7506721952614
"2073",-71.7518609078039,46.7506721952614
"2075",-70.7518609078039,46.7506721952614
"2076",-70.2518609078039,46.7506721952614
"2077",-69.7518609078039,46.7506721952614
"2078",-69.2518609078039,46.7506721952614
"2079",-68.7518609078039,46.7506721952614
"2081",-67.7518609078039,46.7506721952614
"2082",-67.2518609078039,46.7506721952614
"2083",-66.7518609078039,46.7506721952614
"2084",-66.2518609078039,46.7506721952614
"2085",-65.7518609078039,46.7506721952614
"2086",-65.2518609078039,46.7506721952614
"2088",-64.2518609078039,46.7506721952614
"2089",-63.7518609078039,46.7506721952614
"2095",-60.7518609078039,46.7506721952614
"2110",-123.251860907804,46.2506721952614
"2112",-122.251860907804,46.2506721952614
"2113",-121.751860907804,46.2506721952614
"2114",-121.251860907804,46.2506721952614
"2115",-120.751860907804,46.2506721952614
"2117",-119.751860907804,46.2506721952614
"2121",-117.751860907804,46.2506721952614
"2122",-117.251860907804,46.2506721952614
"2123",-116.751860907804,46.2506721952614
"2124",-116.251860907804,46.2506721952614
"2125",-115.751860907804,46.2506721952614
"2126",-115.251860907804,46.2506721952614
"2127",-114.751860907804,46.2506721952614
"2129",-113.751860907804,46.2506721952614
"2130",-113.251860907804,46.2506721952614
"2132",-112.251860907804,46.2506721952614
"2133",-111.751860907804,46.2506721952614
"2134",-111.251860907804,46.2506721952614
"2135",-110.751860907804,46.2506721952614
"2136",-110.251860907804,46.2506721952614
"2137",-109.751860907804,46.2506721952614
"2138",-109.251860907804,46.2506721952614
"2139",-108.751860907804,46.2506721952614
"2140",-108.251860907804,46.2506721952614
"2141",-107.751860907804,46.2506721952614
"2142",-107.251860907804,46.2506721952614
"2143",-106.751860907804,46.2506721952614
"2144",-106.251860907804,46.2506721952614
"2146",-105.251860907804,46.2506721952614
"2147",-104.751860907804,46.2506721952614
"2148",-104.251860907804,46.2506721952614
"2149",-103.751860907804,46.2506721952614
"2150",-103.251860907804,46.2506721952614
"2151",-102.751860907804,46.2506721952614
"2152",-102.251860907804,46.2506721952614
"2153",-101.751860907804,46.2506721952614
"2154",-101.251860907804,46.2506721952614
"2155",-100.751860907804,46.2506721952614
"2156",-100.251860907804,46.2506721952614
"2157",-99.751860907804,46.2506721952614
"2158",-99.251860907804,46.2506721952614
"2159",-98.751860907804,46.2506721952614
"2160",-98.251860907804,46.2506721952614
"2161",-97.751860907804,46.2506721952614
"2162",-97.251860907804,46.2506721952614
"2163",-96.751860907804,46.2506721952614
"2165",-95.751860907804,46.2506721952614
"2166",-95.251860907804,46.2506721952614
"2167",-94.751860907804,46.2506721952614
"2168",-94.251860907804,46.2506721952614
"2170",-93.2518609078039,46.2506721952614
"2171",-92.7518609078039,46.2506721952614
"2172",-92.2518609078039,46.2506721952614
"2173",-91.7518609078039,46.2506721952614
"2174",-91.2518609078039,46.2506721952614
"2175",-90.7518609078039,46.2506721952614
"2176",-90.2518609078039,46.2506721952614
"2177",-89.7518609078039,46.2506721952614
"2180",-88.2518609078039,46.2506721952614
"2181",-87.7518609078039,46.2506721952614
"2182",-87.2518609078039,46.2506721952614
"2183",-86.7518609078039,46.2506721952614
"2184",-86.2518609078039,46.2506721952614
"2186",-85.2518609078039,46.2506721952614
"2187",-84.7518609078039,46.2506721952614
"2188",-84.2518609078039,46.2506721952614
"2189",-83.7518609078039,46.2506721952614
"2190",-83.2518609078039,46.2506721952614
"2191",-82.7518609078039,46.2506721952614
"2192",-82.2518609078039,46.2506721952614
"2193",-81.7518609078039,46.2506721952614
"2195",-80.7518609078039,46.2506721952614
"2196",-80.2518609078039,46.2506721952614
"2197",-79.7518609078039,46.2506721952614
"2199",-78.7518609078039,46.2506721952614
"2200",-78.2518609078039,46.2506721952614
"2201",-77.7518609078039,46.2506721952614
"2203",-76.7518609078039,46.2506721952614
"2204",-76.2518609078039,46.2506721952614
"2205",-75.7518609078039,46.2506721952614
"2206",-75.2518609078039,46.2506721952614
"2207",-74.7518609078039,46.2506721952614
"2208",-74.2518609078039,46.2506721952614
"2209",-73.7518609078039,46.2506721952614
"2210",-73.2518609078039,46.2506721952614
"2211",-72.7518609078039,46.2506721952614
"2212",-72.2518609078039,46.2506721952614
"2213",-71.7518609078039,46.2506721952614
"2214",-71.2518609078039,46.2506721952614
"2215",-70.7518609078039,46.2506721952614
"2216",-70.2518609078039,46.2506721952614
"2217",-69.7518609078039,46.2506721952614
"2218",-69.2518609078039,46.2506721952614
"2219",-68.7518609078039,46.2506721952614
"2220",-68.2518609078039,46.2506721952614
"2221",-67.7518609078039,46.2506721952614
"2222",-67.2518609078039,46.2506721952614
"2223",-66.7518609078039,46.2506721952614
"2224",-66.2518609078039,46.2506721952614
"2225",-65.7518609078039,46.2506721952614
"2226",-65.2518609078039,46.2506721952614
"2228",-64.2518609078039,46.2506721952614
"2231",-62.7518609078039,46.2506721952614
"2232",-62.2518609078039,46.2506721952614
"2235",-60.7518609078039,46.2506721952614
"2236",-60.2518609078039,46.2506721952614
"2250",-123.251860907804,45.7506721952614
"2252",-122.251860907804,45.7506721952614
"2254",-121.251860907804,45.7506721952614
"2255",-120.751860907804,45.7506721952614
"2256",-120.251860907804,45.7506721952614
"2257",-119.751860907804,45.7506721952614
"2258",-119.251860907804,45.7506721952614
"2260",-118.251860907804,45.7506721952614
"2261",-117.751860907804,45.7506721952614
"2262",-117.251860907804,45.7506721952614
"2263",-116.751860907804,45.7506721952614
"2264",-116.251860907804,45.7506721952614
"2265",-115.751860907804,45.7506721952614
"2266",-115.251860907804,45.7506721952614
"2267",-114.751860907804,45.7506721952614
"2268",-114.251860907804,45.7506721952614
"2269",-113.751860907804,45.7506721952614
"2270",-113.251860907804,45.7506721952614
"2271",-112.751860907804,45.7506721952614
"2272",-112.251860907804,45.7506721952614
"2275",-110.751860907804,45.7506721952614
"2277",-109.751860907804,45.7506721952614
"2278",-109.251860907804,45.7506721952614
"2279",-108.751860907804,45.7506721952614
"2281",-107.751860907804,45.7506721952614
"2282",-107.251860907804,45.7506721952614
"2283",-106.751860907804,45.7506721952614
"2284",-106.251860907804,45.7506721952614
"2285",-105.751860907804,45.7506721952614
"2286",-105.251860907804,45.7506721952614
"2287",-104.751860907804,45.7506721952614
"2288",-104.251860907804,45.7506721952614
"2289",-103.751860907804,45.7506721952614
"2290",-103.251860907804,45.7506721952614
"2291",-102.751860907804,45.7506721952614
"2293",-101.751860907804,45.7506721952614
"2294",-101.251860907804,45.7506721952614
"2295",-100.751860907804,45.7506721952614
"2296",-100.251860907804,45.7506721952614
"2297",-99.751860907804,45.7506721952614
"2298",-99.251860907804,45.7506721952614
"2299",-98.751860907804,45.7506721952614
"2301",-97.751860907804,45.7506721952614
"2303",-96.751860907804,45.7506721952614
"2304",-96.251860907804,45.7506721952614
"2305",-95.751860907804,45.7506721952614
"2306",-95.251860907804,45.7506721952614
"2307",-94.751860907804,45.7506721952614
"2309",-93.751860907804,45.7506721952614
"2310",-93.2518609078039,45.7506721952614
"2312",-92.2518609078039,45.7506721952614
"2313",-91.7518609078039,45.7506721952614
"2314",-91.2518609078039,45.7506721952614
"2315",-90.7518609078039,45.7506721952614
"2319",-88.7518609078039,45.7506721952614
"2320",-88.2518609078039,45.7506721952614
"2321",-87.7518609078039,45.7506721952614
"2322",-87.2518609078039,45.7506721952614
"2323",-86.7518609078039,45.7506721952614
"2324",-86.2518609078039,45.7506721952614
"2327",-84.7518609078039,45.7506721952614
"2328",-84.2518609078039,45.7506721952614
"2335",-80.7518609078039,45.7506721952614
"2336",-80.2518609078039,45.7506721952614
"2338",-79.2518609078039,45.7506721952614
"2339",-78.7518609078039,45.7506721952614
"2341",-77.7518609078039,45.7506721952614
"2343",-76.7518609078039,45.7506721952614
"2344",-76.2518609078039,45.7506721952614
"2345",-75.7518609078039,45.7506721952614
"2346",-75.2518609078039,45.7506721952614
"2348",-74.2518609078039,45.7506721952614
"2349",-73.7518609078039,45.7506721952614
"2351",-72.7518609078039,45.7506721952614
"2352",-72.2518609078039,45.7506721952614
"2353",-71.7518609078039,45.7506721952614
"2354",-71.2518609078039,45.7506721952614
"2355",-70.7518609078039,45.7506721952614
"2356",-70.2518609078039,45.7506721952614
"2357",-69.7518609078039,45.7506721952614
"2358",-69.2518609078039,45.7506721952614
"2359",-68.7518609078039,45.7506721952614
"2360",-68.2518609078039,45.7506721952614
"2361",-67.7518609078039,45.7506721952614
"2362",-67.2518609078039,45.7506721952614
"2363",-66.7518609078039,45.7506721952614
"2364",-66.2518609078039,45.7506721952614
"2365",-65.7518609078039,45.7506721952614
"2366",-65.2518609078039,45.7506721952614
"2367",-64.7518609078039,45.7506721952614
"2369",-63.7518609078039,45.7506721952614
"2370",-63.2518609078039,45.7506721952614
"2371",-62.7518609078039,45.7506721952614
"2372",-62.2518609078039,45.7506721952614
"2373",-61.7518609078039,45.7506721952614
"2374",-61.2518609078039,45.7506721952614
"2375",-60.7518609078039,45.7506721952614
"2376",-60.2518609078039,45.7506721952614
"2391",-122.751860907804,45.2506721952614
"2392",-122.251860907804,45.2506721952614
"2393",-121.751860907804,45.2506721952614
"2394",-121.251860907804,45.2506721952614
"2395",-120.751860907804,45.2506721952614
"2396",-120.251860907804,45.2506721952614
"2397",-119.751860907804,45.2506721952614
"2398",-119.251860907804,45.2506721952614
"2399",-118.751860907804,45.2506721952614
"2400",-118.251860907804,45.2506721952614
"2403",-116.751860907804,45.2506721952614
"2404",-116.251860907804,45.2506721952614
"2405",-115.751860907804,45.2506721952614
"2406",-115.251860907804,45.2506721952614
"2407",-114.751860907804,45.2506721952614
"2408",-114.251860907804,45.2506721952614
"2410",-113.251860907804,45.2506721952614
"2411",-112.751860907804,45.2506721952614
"2412",-112.251860907804,45.2506721952614
"2414",-111.251860907804,45.2506721952614
"2416",-110.251860907804,45.2506721952614
"2417",-109.751860907804,45.2506721952614
"2418",-109.251860907804,45.2506721952614
"2419",-108.751860907804,45.2506721952614
"2420",-108.251860907804,45.2506721952614
"2421",-107.751860907804,45.2506721952614
"2422",-107.251860907804,45.2506721952614
"2423",-106.751860907804,45.2506721952614
"2424",-106.251860907804,45.2506721952614
"2425",-105.751860907804,45.2506721952614
"2426",-105.251860907804,45.2506721952614
"2427",-104.751860907804,45.2506721952614
"2428",-104.251860907804,45.2506721952614
"2429",-103.751860907804,45.2506721952614
"2430",-103.251860907804,45.2506721952614
"2431",-102.751860907804,45.2506721952614
"2432",-102.251860907804,45.2506721952614
"2433",-101.751860907804,45.2506721952614
"2434",-101.251860907804,45.2506721952614
"2435",-100.751860907804,45.2506721952614
"2436",-100.251860907804,45.2506721952614
"2437",-99.751860907804,45.2506721952614
"2438",-99.251860907804,45.2506721952614
"2439",-98.751860907804,45.2506721952614
"2441",-97.751860907804,45.2506721952614
"2443",-96.751860907804,45.2506721952614
"2444",-96.251860907804,45.2506721952614
"2446",-95.251860907804,45.2506721952614
"2447",-94.751860907804,45.2506721952614
"2448",-94.251860907804,45.2506721952614
"2449",-93.751860907804,45.2506721952614
"2452",-92.2518609078039,45.2506721952614
"2453",-91.7518609078039,45.2506721952614
"2458",-89.2518609078039,45.2506721952614
"2460",-88.2518609078039,45.2506721952614
"2466",-85.2518609078039,45.2506721952614
"2468",-84.2518609078039,45.2506721952614
"2476",-80.2518609078039,45.2506721952614
"2477",-79.7518609078039,45.2506721952614
"2478",-79.2518609078039,45.2506721952614
"2479",-78.7518609078039,45.2506721952614
"2480",-78.2518609078039,45.2506721952614
"2481",-77.7518609078039,45.2506721952614
"2482",-77.2518609078039,45.2506721952614
"2486",-75.2518609078039,45.2506721952614
"2487",-74.7518609078039,45.2506721952614
"2490",-73.2518609078039,45.2506721952614
"2495",-70.7518609078039,45.2506721952614
"2496",-70.2518609078039,45.2506721952614
"2499",-68.7518609078039,45.2506721952614
"2500",-68.2518609078039,45.2506721952614
"2501",-67.7518609078039,45.2506721952614
"2502",-67.2518609078039,45.2506721952614
"2504",-66.2518609078039,45.2506721952614
"2505",-65.7518609078039,45.2506721952614
"2506",-65.2518609078039,45.2506721952614
"2507",-64.7518609078039,45.2506721952614
"2509",-63.7518609078039,45.2506721952614
"2510",-63.2518609078039,45.2506721952614
"2511",-62.7518609078039,45.2506721952614
"2512",-62.2518609078039,45.2506721952614
"2513",-61.7518609078039,45.2506721952614
"2514",-61.2518609078039,45.2506721952614
"2515",-60.7518609078039,45.2506721952614
"2529",-123.751860907804,44.7506721952614
"2532",-122.251860907804,44.7506721952614
"2533",-121.751860907804,44.7506721952614
"2534",-121.251860907804,44.7506721952614
"2535",-120.751860907804,44.7506721952614
"2536",-120.251860907804,44.7506721952614
"2537",-119.751860907804,44.7506721952614
"2538",-119.251860907804,44.7506721952614
"2539",-118.751860907804,44.7506721952614
"2540",-118.251860907804,44.7506721952614
"2542",-117.251860907804,44.7506721952614
"2543",-116.751860907804,44.7506721952614
"2544",-116.251860907804,44.7506721952614
"2545",-115.751860907804,44.7506721952614
"2546",-115.251860907804,44.7506721952614
"2547",-114.751860907804,44.7506721952614
"2548",-114.251860907804,44.7506721952614
"2550",-113.251860907804,44.7506721952614
"2552",-112.251860907804,44.7506721952614
"2553",-111.751860907804,44.7506721952614
"2554",-111.251860907804,44.7506721952614
"2555",-110.751860907804,44.7506721952614
"2556",-110.251860907804,44.7506721952614
"2557",-109.751860907804,44.7506721952614
"2558",-109.251860907804,44.7506721952614
"2559",-108.751860907804,44.7506721952614
"2560",-108.251860907804,44.7506721952614
"2561",-107.751860907804,44.7506721952614
"2562",-107.251860907804,44.7506721952614
"2564",-106.251860907804,44.7506721952614
"2565",-105.751860907804,44.7506721952614
"2566",-105.251860907804,44.7506721952614
"2567",-104.751860907804,44.7506721952614
"2568",-104.251860907804,44.7506721952614
"2570",-103.251860907804,44.7506721952614
"2571",-102.751860907804,44.7506721952614
"2572",-102.251860907804,44.7506721952614
"2573",-101.751860907804,44.7506721952614
"2574",-101.251860907804,44.7506721952614
"2575",-100.751860907804,44.7506721952614
"2576",-100.251860907804,44.7506721952614
"2577",-99.751860907804,44.7506721952614
"2578",-99.251860907804,44.7506721952614
"2579",-98.751860907804,44.7506721952614
"2580",-98.251860907804,44.7506721952614
"2581",-97.751860907804,44.7506721952614
"2582",-97.251860907804,44.7506721952614
"2583",-96.751860907804,44.7506721952614
"2584",-96.251860907804,44.7506721952614
"2586",-95.251860907804,44.7506721952614
"2587",-94.751860907804,44.7506721952614
"2588",-94.251860907804,44.7506721952614
"2592",-92.2518609078039,44.7506721952614
"2598",-89.2518609078039,44.7506721952614
"2600",-88.2518609078039,44.7506721952614
"2606",-85.2518609078039,44.7506721952614
"2607",-84.7518609078039,44.7506721952614
"2608",-84.2518609078039,44.7506721952614
"2609",-83.7518609078039,44.7506721952614
"2610",-83.2518609078039,44.7506721952614
"2621",-77.7518609078039,44.7506721952614
"2622",-77.2518609078039,44.7506721952614
"2623",-76.7518609078039,44.7506721952614
"2625",-75.7518609078039,44.7506721952614
"2626",-75.2518609078039,44.7506721952614
"2628",-74.2518609078039,44.7506721952614
"2629",-73.7518609078039,44.7506721952614
"2631",-72.7518609078039,44.7506721952614
"2635",-70.7518609078039,44.7506721952614
"2638",-69.2518609078039,44.7506721952614
"2640",-68.2518609078039,44.7506721952614
"2645",-65.7518609078039,44.7506721952614
"2646",-65.2518609078039,44.7506721952614
"2648",-64.2518609078039,44.7506721952614
"2649",-63.7518609078039,44.7506721952614
"2650",-63.2518609078039,44.7506721952614
"2651",-62.7518609078039,44.7506721952614
"2669",-123.751860907804,44.2506721952614
"2671",-122.751860907804,44.2506721952614
"2672",-122.251860907804,44.2506721952614
"2673",-121.751860907804,44.2506721952614
"2675",-120.751860907804,44.2506721952614
"2676",-120.251860907804,44.2506721952614
"2677",-119.751860907804,44.2506721952614
"2678",-119.251860907804,44.2506721952614
"2680",-118.251860907804,44.2506721952614
"2681",-117.751860907804,44.2506721952614
"2682",-117.251860907804,44.2506721952614
"2683",-116.751860907804,44.2506721952614
"2684",-116.251860907804,44.2506721952614
"2685",-115.751860907804,44.2506721952614
"2686",-115.251860907804,44.2506721952614
"2687",-114.751860907804,44.2506721952614
"2688",-114.251860907804,44.2506721952614
"2689",-113.751860907804,44.2506721952614
"2690",-113.251860907804,44.2506721952614
"2691",-112.751860907804,44.2506721952614
"2692",-112.251860907804,44.2506721952614
"2693",-111.751860907804,44.2506721952614
"2694",-111.251860907804,44.2506721952614
"2695",-110.751860907804,44.2506721952614
"2696",-110.251860907804,44.2506721952614
"2697",-109.751860907804,44.2506721952614
"2699",-108.751860907804,44.2506721952614
"2700",-108.251860907804,44.2506721952614
"2701",-107.751860907804,44.2506721952614
"2702",-107.251860907804,44.2506721952614
"2704",-106.251860907804,44.2506721952614
"2705",-105.751860907804,44.2506721952614
"2707",-104.751860907804,44.2506721952614
"2708",-104.251860907804,44.2506721952614
"2711",-102.751860907804,44.2506721952614
"2712",-102.251860907804,44.2506721952614
"2713",-101.751860907804,44.2506721952614
"2714",-101.251860907804,44.2506721952614
"2715",-100.751860907804,44.2506721952614
"2717",-99.751860907804,44.2506721952614
"2718",-99.251860907804,44.2506721952614
"2719",-98.751860907804,44.2506721952614
"2720",-98.251860907804,44.2506721952614
"2721",-97.751860907804,44.2506721952614
"2722",-97.251860907804,44.2506721952614
"2724",-96.251860907804,44.2506721952614
"2726",-95.251860907804,44.2506721952614
"2727",-94.751860907804,44.2506721952614
"2728",-94.251860907804,44.2506721952614
"2729",-93.751860907804,44.2506721952614
"2731",-92.7518609078039,44.2506721952614
"2744",-86.2518609078039,44.2506721952614
"2745",-85.7518609078039,44.2506721952614
"2746",-85.2518609078039,44.2506721952614
"2748",-84.2518609078039,44.2506721952614
"2749",-83.7518609078039,44.2506721952614
"2750",-83.2518609078039,44.2506721952614
"2755",-80.7518609078039,44.2506721952614
"2756",-80.2518609078039,44.2506721952614
"2759",-78.7518609078039,44.2506721952614
"2762",-77.2518609078039,44.2506721952614
"2764",-76.2518609078039,44.2506721952614
"2766",-75.2518609078039,44.2506721952614
"2767",-74.7518609078039,44.2506721952614
"2771",-72.7518609078039,44.2506721952614
"2774",-71.2518609078039,44.2506721952614
"2779",-68.7518609078039,44.2506721952614
"2785",-65.7518609078039,44.2506721952614
"2786",-65.2518609078039,44.2506721952614
"2787",-64.7518609078039,44.2506721952614
"2808",-124.251860907804,43.7506721952614
"2809",-123.751860907804,43.7506721952614
"2810",-123.251860907804,43.7506721952614
"2811",-122.751860907804,43.7506721952614
"2812",-122.251860907804,43.7506721952614
"2813",-121.751860907804,43.7506721952614
"2814",-121.251860907804,43.7506721952614
"2815",-120.751860907804,43.7506721952614
"2816",-120.251860907804,43.7506721952614
"2817",-119.751860907804,43.7506721952614
"2818",-119.251860907804,43.7506721952614
"2819",-118.751860907804,43.7506721952614
"2820",-118.251860907804,43.7506721952614
"2821",-117.751860907804,43.7506721952614
"2822",-117.251860907804,43.7506721952614
