"","y1980","y1981","y1982","y1983","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"705",10,9,22,6,6,10,3,5,10,5,25,3,5,10,10,30,70,5,40,12,6,10,20,3,1,40,3,9,9,6,9,15,20,15,5,5
"707",10,5,10,10,4,10,10,4,6,4,NA,20,20,5,5,NA,NA,1,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",12,5,12,10,30,5,10,3,10,15,10,20,8,10,15,5,20,10,32,18,3,18,6,18,6,24,13,31,12,15,9,20,50,28,20,25
"709",5,5,5,5,10,10,10,NA,NA,0,5,20,2,15,15,5,10,5,0,5,25,15,15,10,10,5,18,35,15,10,5,15,5,10,10,10
"710",30,25,35,45,15,10,15,40,25,12,5,20,21,15,30,20,10,54,5,15,40,25,18,15,15,6,5,8,25,25,20,35,15,5,20,30
"711",10,10,0,10,5,5,10,15,12,0,0,15,0,0,0,15,5,0,0,7,0,5,20,20,0,0,0,0,0,15,25,7,8,25,0,0
"712",25,NA,15,15,15,25,15,15,15,9,10,10,5,7,5,5,5,10,1,5,35,15,15,5,3,8,5,12,5,20,20,15,6,0,5,4
"713",NA,20,25,15,8,25,25,35,15,15,20,20,5,10,25,18,15,35,25,15,12,20,8,20,30,10,15,9,10,10,35,35,40,20,10,10
"714",0,5,0,6,8,9,6,9,8,15,10,0,0,10,15,0,5,0,0,15,10,5,5,10,10,20,8,20,20,5,10,10,10,20,8,18
"715",18,17,6,5,20,6,10,18,15,10,10,10,5,0,10,0,0,NA,15,0,8,23,5,0,10,20,13,13,0,5,15,0,10,0,0,12
"716",15,10,0,5,10,10,15,20,10,5,5,10,5,10,0,5,0,10,0,10,40,10,10,10,10,5,5,15,0,10,20,10,0,5,10,0
"717",NA,20,0,25,0,0,30,0,50,40,0,30,NA,NA,NA,NA,NA,NA,90,25,10,25,50,15,10,70,15,15,10,45,25,20,30,15,10,25
"718",9,20,5,3,4,6,7,9,10,9,10,18,7,8,5,6,0,9,6,5,0,13,16,18,0,6,6,16,15,16,10,18,0,0,10,26
"719",12,6,6,4,6,5,10,15,6,5,15,10,5,9,7,0,9,5,8,8,25,5,4,0,0,10,5,6,0,11,15,3,0,0,0,0
"720",5,10,5,5,10,25,10,12,8,10,10,5,10,5,10,10,20,5,15,10,15,10,0,5,10,0,5,10,0,20,0,10,10,10,10,5
"721",NA,NA,22,25,15,10,15,20,30,10,10,15,10,20,10,15,12,25,15,20,20,10,10,10,20,18,8,12,5,28,5,5,25,40,16,23
"722",25,15,10,20,10,10,30,25,15,10,15,15,20,10,10,20,10,20,10,20,40,20,15,20,15,30,10,NA,10,20,20,20,10,15,10,8
"723",NA,35,35,NA,15,5,0,35,15,5,30,22,10,25,15,10,5,18,10,15,20,15,15,15,5,3,5,15,50,20,15,12,40,12,36,13
"724",NA,NA,NA,10,10,15,5,15,10,NA,10,15,3,9,5,NA,5,5,25,10,10,30,10,25,15,15,16,12,7,9,14,15,18,14,15,15
"725",NA,NA,NA,NA,NA,NA,15,5,10,10,5,20,5,12,5,9,0,25,0,0,20,20,10,0,0,15,0,0,5,25,3,7.2,23,7,15,8
"726",NA,NA,NA,NA,NA,NA,NA,NA,12,30,7,30,25,10,15,NA,5,8,10,10,30,10,15,8,5,0,15,5,5,10,5,10,8,10,20,15
"727",15,12,10,8,5,15,12,12,10,20,3,10,0,0,0,12,0,5,5,5,0,0,15,10,5,5,5,15,5,20,5,5,5,0,5,15
"728",25,8,NA,10,NA,NA,15,15,10,10,25,10,10,8,8,6,12,15,20,10,12,10,10,10,8,8,13,10,10,5,10,20,5,5,5,10
"729",NA,NA,NA,5,5,10,10,10,15,25,15,25,10,10,5,20,5,10,10,0,15,23,24,17,4,8,7,14,10,10,5,10,20,15,5,25
"731",5,12,7,1,5,0,20,20,10,0,0,0,5,6,9,15,20,10,5,15,35,0,10,7,5,10,12,10,15,15,5,0,5,21,10,13
"732",0,15,5,NA,NA,25,0,10,15,10,20,15,0,15,0,5,5,5,0,0,0,0,10,0,0,0,10,0,5,NA,15,NA,NA,NA,NA,NA
"733",NA,NA,NA,NA,NA,NA,NA,NA,20,20,6,15,6,0,6,15,0,0,6,0,0,5,15,15,0,0,0,20,8,NA,NA,NA,NA,NA,NA,NA
"734",30,20,15,20,20,15,15,10,10,15,10,10,10,10,15,10,15,10,25,10,25,15,15,15,10,23,15,10,13,35,25,28,15,15,15,14
"735",20,4,5,15,10,10,5,9,5,5,10,20,10,9,8,0,0,8,10,0,10,5,0,0,5,10,10,10,0,30,9,0,6,10,9,10
"736",6,17,11,20,0,15,8,7,9,10,25,10,16,15,15,10,20,25,12,12,12,10,25,5,17,8,18,15,15,12,23,15,0,12,10,8
"737",5,20,0,NA,NA,10,5,15,15,15,25,NA,NA,15,15,15,20,20,20,20,20,25,20,25,15,7,10,10,5,9,20,14,0,5,5,25
"738",10,12,15,13,35,15,0,11,5,10,7,12,5,17,15,10,25,10,5,25,40,35,0,15,30,20,15,15,35,5,5,10,0,5,20,15
"739",20,25,5,5,15,20,10,30,20,12,15,12,20,15,18,12,15,15,15,15,15,15,15,15,20,25,20,14,10,15,12,20,9,18,15,14
"740",5,20,NA,10,45,15,10,10,10,20,10,15,15,10,25,20,8,25,15,25,20,20,20,15,32,12,25,5,25,10,12,17,13,8,12,13
"741",NA,NA,NA,NA,NA,NA,NA,5,5,10,15,25,10,15,30,5,15,15,15,25,45,35,25,15,0,10,0,1,29,12,20,36,26,17,16,15
"742",2,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,15,10,30,15,15,10,5,15,15,20,15,12,5,4,15,9,10,10,3,21
"743",10,5,15,20,15,5,5,15,15,20,0,20,15,10,3,10,20,15,15,30,20,8,20,35,20,10,15,10,15,0,15,15,5,10,10,30
"744",NA,NA,NA,NA,NA,NA,5,7,5,5,15,0,10,20,10,NA,NA,NA,NA,NA,5,5,35,25,6,30,25,10,10,5,12,8,5,15,10,20
"745",10,15,16,15,15,8,5,25,12,15,15,25,NA,15,10,8,10,25,15,10,35,25,15,25,10,15,40,5,10,16,10,25,3,0,24,13
"746",NA,16,9,15,10,15,25,35,18,20,18,10,12,35,18,8,10,10,15,12,16,12,20,21,21,10,22,17,13,7,19,27,13,16,10,13
"747",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,20,20,10,20,20,20,25,20,30,10,20,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",NA,0,6,30,15,3,15,15,15,4,20,5,3,12,2,3,NA,12,25,5,0,NA,20,10,4,7,15,10,5,9,2,8,11,5,10,10
"749",7,15,5,2,3,15,20,15,5,15,15,10,10,15,15,5,20,15,10,15,10,15,10,25,35,10,10,5,20,16,20,20,0,NA,5,NA
"750",10,25,5,15,20,15,20,15,5,15,30,15,12,15,10,10,12,17,30,12,15,9,20,14,36,20,15,23,12,13,26,10,7,15,0,15
"751",10,10,5,20,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10,30,25,30,8,20,0,10,2,12,10,15,30,10,25
"752",NA,NA,NA,NA,NA,NA,NA,NA,5,30,15,10,25,15,7,5,20,15,20,25,10,15,8,30,25,15,25,5,65,15,10,15,15,30,5,10
"753",25,40,10,15,10,30,0,20,10,10,10,20,15,15,16,12,9,26,23,16,17,30,17,27,24,13,20,18,16,24,10,0,26,25,13,10
"754",8,15,21,20,15,10,8,NA,5,12,10,20,15,10,15,15,20,10,30,12,15,20,15,15,30,25,20,NA,15,10,10,0,10,22,0,15
"755",NA,NA,NA,NA,NA,NA,NA,NA,10,10,20,5,10,15,25,8,20,15,20,10,15,15,10,8,15,5,10,10,5,15,1,5,15,5,5,14
"756",15,28,35,8,10,16,10,13,11,18,12,8,15,10,8,9,18,12,48,55,15,23,14,14,21,8,32,13,16,12,13,14,20,26,12,10
"757",10,15,5,10,1,5,10,5,2,5,5,10,15,5,10,5,10,5,5,10,0,10,5,10,8,5,20,10,0,0,10,0,0,0,0,0
"758",5,5,5,5,5,5,10,15,5,15,5,35,15,10,5,10,10,10,10,5,25,20,10,10,5,5,10,8,20,30,15,20,5,10,10,15
"759",10,0,30,20,25,0,10,10,15,40,10,5,10,5,10,10,10,5,10,10,9,20,30,8,0,20,16,10,21,5,8,5,10,0,10,15
"760",0,0,0,2,5,10,10,15,35,5,5,5,35,20,20,3,0,5,5,10,0,0,0,5,0,5,15,5,0,NA,12,9,10,5,5,15
"761",2,8,30,8,5,5,9,5,3,12,15,4,20,5,7,4,0,5,25,4,8,10,6,10,15,3,5,0,20,4,4,10,10,8,15,8
"762",NA,NA,NA,12,10,8,10,8,10,15,2,4,4,5,5,5,3,3,3,3,10,15,10,0,0,5,9,5,10,20,5,5,9,3,4,12
"763",NA,NA,NA,NA,NA,15,0,10,5,10,20,20,35,35,0,15,0,0,0,20,20,10,15,15,20,15,15,5,10,10,20,20,10,0,0,15
"764",NA,NA,20,5,25,15,6,15,10,10,4,8,18,5,0,0,0,0,15,0,15,10,5,10,15,15,10,5,10,20,5,20,5,0,5,10
"765",NA,NA,NA,NA,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,25,0,0,0,2,5,10,0,28
"766",3,3,7,8,15,15,10,10,10,10,5,5,10,10,5,5,3,5,5,5,10,15,5,20,12,5,0,0,0,5,4,14,7,12,12,14
"767",12,8,10,10,5,5,1,8,5,10,10,10,5,5,10,5,10,10,20,15,6,10,6,9,8,8,20,20,20,0,10,10,10,5,5,20
"768",0,20,20,5,20,15,15,10,5,5,5,5,10,10,15,3,0,5,10,15,0,0,0,15,7,15,15,2,14,2,5,8,20,2,0,15
"769",5,20,15,5,5,10,10,5,5,25,30,30,10,25,12,12,25,10,0,0,0,0,0,0,0,3,10,0,10,NA,8,10,5,20,15,12
"770",18,10,5,8,8,15,6,2,0,5,9,10,0,10,10,0,15,10,30,15,20,25,20,10,10,15,10,15,15,50,10,15,40,30,10,18
"771",1,1,5,10,6,4,3,2,5,5,0,5,5,25,5,5,5,12,0,0,12,0,5,10,0,15,0,15,0,15,35,10,15,0,5,10
"772",NA,NA,NA,NA,NA,NA,NA,NA,22,21,35,20,18,26,21,14,6,4,7,16,35,16,25,16,25,5,25,15,36,14,32,16,16,17,10,NA
"773",25,8,8,0,15,18,20,5,15,25,10,10,25,10,10,10,15,10,45,10,20,15,15,5,15,15,15,20,23,44,15,15,40,15,10,20
"774",25,20,20,5,10,15,10,15,10,25,20,10,8,40,0,10,10,12,5,18,40,15,20,40,5,6,10,31,15,8,15,12,5,20,20,20
"775",15,15,10,5,10,15,15,30,5,10,15,10,5,10,15,20,15,15,30,15,15,15,15,10,5,5,25,25,50,8,10,0,25,8,14,9
"776",10,15,10,5,0,10,5,10,10,30,0,20,0,6,10,0,5,0,7,5,5,20,5,10,5,8,10,10,15,15,10,15,5,12,5,20
"777",9,15,12,12,8,15,10,10,15,38,15,25,15,20,20,10,2,2,15,10,20,15,20,15,7,10,15,7,15,6,11,15,5,16,10,34
"778",9,22,8,5,16,14,24,18,14,16,6,8,10,10,10,10,10,10,10,10,10,10,15,10,15,5,10,10,13,38,10,13,16,17,0,18
"779",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,4,8,5,15,5,5,5,5,5,35,7,15,8,8,0,15,40,10,15,0,0,0,9,10,26
"780",8,14,15,10,5,13,12,15,15,15,15,20,8,15,12,15,9,15,40,15,20,10,25,50,0,10,15,5,5,10,10,10,45,20,5,NA
"781",14,19,10,10,15,20,8,5,10,10,5,5,5,30,5,NA,5,5,11,8,8,25,8,6,10,10,15,5,8,28,12,10,9,18,8,25
"782",20,20,10,8,8,10,15,0,10,15,15,25,15,15,10,15,0,15,5,5,50,5,30,15,0,5,8,10,0,20,0,0,3,13,6,5
"784",3,0,0,0,0,0,0,0,0,0,15,20,20,10,NA,0,5,10,3,10,25,5,15,15,0,5,10,5,5,15,5,10,5,15,10,0
"785",3,20,10,5,5,10,15,8,10,20,25,30,10,25,5,15,0,15,0,10,45,3,15,29,10,0,0,30,20,17,14,15,15,15,17,14
"786",5,2,20,10,15,20,5,10,5,5,5,5,15,15,10,5,0,5,10,5,18,10,10,15,5,5,8,10,5,15,5,10,10,10,15,15
"787",5,5,5,5,10,20,5,3,5,5,0,5,5,5,20,5,0,3,0,0,25,25,15,5,10,1,5,10,40,20,5,35,45,8,5,15
"788",NA,5,10,5,5,10,15,10,15,10,20,40,10,15,5,15,5,10,5,15,45,10,25,20,5,5,10,30,15,35,15,25,10,23,14,15
"790",4,8,5,5,7,5,20,5,15,15,20,25,15,15,25,15,0,0,15,3,15,10,15,2,10,10,15,10,30,33,26,16,0,0,0,20
"791",5,5,10,10,10,10,10,10,10,10,10,40,10,5,5,20,10,10,5,5,70,10,35,15,10,5,5,10,5,20,10,10,5,15,15,10
"792",7,20,10,10,8,20,10,15,15,30,5,5,5,15,10,5,0,10,5,10,15,10,10,15,10,5,10,15,10,40,10,5,15,0,7,16
"793",15,25,20,10,0,10,0,0,20,40,20,50,20,0,7,15,5,5,10,10,10,25,15,10,5,5,10,10,10,10,5,5,30,5,5,30
"801",5,10,5,0,15,9,15,12,12,10,23,10,6,16,10,24,10,8,32,18,12,16,7,9,8,12,13,9,21,0,18,15,7,0,0,10
"802",5,5,8,2,5,8,20,5,5,5,20,20,20,10,15,5,0,15,10,12,10,15,12,5,15,5,5,20,25,18,6,15,12,20,5,2
"803",NA,NA,10,15,6,7,5,5,5,15,5,10,5,1,5,NA,NA,NA,25,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,40,30
"804",NA,NA,NA,NA,15,5,20,10,5,15,10,5,20,2,5,25,30,10,15,45,10,10,10,15,10,15,15,10,10,8,8,3,5,5,19,25
"805",16,20,8,5,0,0,0,25,0,15,0,0,0,15,0,0,30,10,0,15,10,15,15,15,21,10,10,10,12,5,5,10,15,18,25,5
"806",NA,NA,30,20,15,10,10,20,30,25,15,10,15,20,NA,NA,35,10,25,23,20,15,7,35,25,25,NA,22,20,10,28,35,40,40,10,15
"807",5,30,8,7,10,5,5,10,10,10,10,10,5,0,0,0,5,5,20,10,5,10,0,5,0,5,5,5,15,10,6,7,0,15,5,NA
"808",10,10,20,10,0,1,0,10,0,20,0,10,0,0,10,0,0,0,10,0,30,15,0,15,0,10,0,0,0,0,0,0,0,0,0,0
"809",10,20,NA,5,NA,NA,5,10,10,10,NA,0,10,18,10,10,10,0,0,10,0,0,0,4,0,2,0,2,15,5,1,NA,0,0,3.3,3.9
"810",10,5,5,10,10,10,5,0,10,15,5,10,15,15,10,NA,25,15,15,20,18,8,15,30,5,35,22,10,45,15,45,10,45,8,5,10
"811",9,10,10,10,15,5,10,17,5,10,5,10,15,5,5,5,0,0,10,0,4,10,5,5,10,0,0,10,21,8,23,10,55,32,13,10
"812",NA,NA,NA,NA,NA,NA,10,10,10,5,5,5,NA,NA,NA,NA,10,0,5,0,0,0,0,10,15,0,10,0,0,NA,15,3,4,5,NA,7
"813",10,20,5,30,8,15,10,7,5,15,10,0,0,0,15,0,10,15,18,10,10,20,30,5,0,10,20,40,15,15,15,10,15,20,15,7
"814",7,5,10,15,10,10,NA,15,10,25,0,0,30,20,0,20,30,0,15,25,0,15,15,25,0,25,20,40,30,5,20,5,10,3,10,25
"815",10,2,10,7,10,20,5,10,15,10,10,5,15,5,5,5,10,5,5,15,25,10,5,5,10,10,5,20,10,14,2,0,25.3,12,5,0
"816",10,20,25,5,10,NA,5,10,10,15,15,10,10,10,5,10,10,0,0,3,3,10,5,3,0,10,10,3,39,0,24,22,20,12,7,6
"817",NA,NA,NA,NA,NA,5,0,10,2,0,10,NA,NA,0,5,NA,10,0,10,5,10,15,30,5,5,5,10,5,10,0,10,5,15,20,10,0
"818",2,10,10,15,20,20,12,15,20,30,10,15,20,10,10,15,15,20,15,0,10,0,10,10,0,15,5,8,20,6,10,10,13,20,15,30
"819",0,40,15,0,12,25,10,4,12,8,31,7,65,35,25,32,5,10,10,12,8,5,3,5,5,10,5,5,30,10,27,20,24,14,30,30
"820",NA,NA,NA,10,5,5,0,5,0,15,15,5,10,15,5,5,20,15,25,25,10,15,15,10,5,15,20,10,25,10,15,10,35,NA,NA,NA
"821",12,15,10,0,5,20,2,5,15,0,10,10,31,25,9,5,0,10,10,0,62,21,12,12,9,9,3,0,7,0,12,15,5,20,5,15
"822",30,20,8,5,0,45,50,45,35,6,30,3,40,8,0,5,5,20,5,5,3,3,24,3,3,3,5,5,18,3,15,45,20,4,14,25
"823",25,20,15,35,10,40,0,50,25,20,20,25,12,40,0,20,20,20,40,30,6,24,18,62,18,31,6,24,43,6,9,45,50,75,10,10
"824",17,0,15,5,0,0,0,26,8,10,6,8,18,30,7,5,0,0,30,6,24,24,5,6,3,19,3,3,31,11,31,50,15,5,34,5
"825",15,5,20,5,15,3,7,9,5,4,7,10,12,12,20,3,3,3,3,10,4,4,12,NA,12,2,5,5,NA,NA,NA,5,40,20,NA,30
"826",NA,NA,NA,NA,NA,NA,NA,10,10,12,12,12,5,0,0,5,5,5,28,9,18,10,6,5,0,18,21,22,8,31,3,10,30,22,16,47
"827",0,20,12,30,25,30,20,3,15,35,35,35,20,22,NA,NA,NA,NA,30,9,32,37,17,9,15,12,9,22,17,19,11,26,17,29,13,38
"829",NA,NA,NA,7,20,10,10,5,15,5,10,45,35,15,5,5,60,10,10,5,20,10,5,12,10,12,0,0,0,8,0,3,31,10,45,5
"830",10,30,5,0,15,0,15,15,15,25,20,5,25,0,5,10,15,15,15,NA,15,5,20,30,10,0,10,3,10,10,10,20,15,20,10,20
"831",NA,NA,NA,NA,NA,NA,NA,NA,6,0,13,5,5,0,8,5,15,15,12,7,0,3,9,35,20,9,35,10,15,8,5,5,17,0,13,23
"832",NA,NA,NA,NA,NA,5,5,0,0,0,0,0,0,0,15,0,10,0,0,0,20,20,20,0,0,0,0,8,30,5,0,0,NA,NA,8,0
"833",5,5,0,0,10,0,0,0,0,0,10,5,7,0,0,25,40,20,40,10,0,35,10,0,5,3,0,10,15,10,0,0,45,0,15,10
"834",10,8,6,25,6,4,5,NA,10,10,5,5,5,5,5,5,NA,8,0,5,0,5,10,0,25,7,0,25,5,1,5,2,10,NA,NA,NA
"835",5,28,16,5,40,7,0,0,0,0,10,10,0,0,0,0,30,15,10,0,0,0,70,5,0,5,25,5,5,0,40,0,5,0,10,15
"836",NA,NA,NA,NA,NA,NA,NA,20,5,0,10,20,16,3,10,12,10,0,10,4,20,10,25,7,35,10,10,5,15,15,5,5,10,5,10,23
"837",7,12,20,10,15,15,5,5,10,15,12,4,5,30,5,5,5,10,15,17,15,15,15,3,0,5,0,5,10,15,5,15,3,0,5,15
"838",5,15,10,15,45,25,8,10,22,5,22,10,5,5,10,5,10,5,14,12,35,10,23,35,15,23,22,9,5,15,23,22,18,0,0,15
"839",15,10,10,15,10,10,10,10,10,40,0,5,10,5,10,5,10,10,NA,10,15,0,20,10,10,20,15,25,17,30,15,20,5,25,8,30
"840",20,10,15,10,15,25,10,35,12,15,15,25,20,8,8,10,10,8,15,10,35,10,15,30,25,12,15,NA,35,10,10,10,15,25,15,NA
"841",NA,NA,20,20,15,15,15,10,20,17,10,10,8,20,10,10,10,10,10,23,18,13,10,10,15,15,15,15,10,15,25,10,10,26,18,17
"842",20,28,15,10,10,19,20,20,15,15,30,25,15,10,15,12,20,15,5,20,55,10,30,15,5,8,15,8,25,48,17,18,0,0,0,25
"843",20,20,30,20,10,25,15,15,15,5,15,25,35,40,0,15,15,10,20,30,15,10,30,10,30,15,10,30,60,35,25,15,15,20,25,10
"844",15,15,10,10,12,12,8,12,10,45,28,15,15,10,30,15,15,14,10,3,20,10,7,10,0,0,15,5,0,5,5,10,0,10,0,26
"845",5,15,5,10,5,15,10,5,15,25,20,5,15,5,20,7,5,5,5,10,5,10,10,10,10,10,0,5,20,5,5,10,10,10,5,20
"846",10,10,10,11,10,10,5,10,2,8,0,15,6,7,12,18,15,10,8,11,9,11,28,20,12,12,23,6,5,25,10,20,20,15,15,15
"847",0,20,23,5,15,12,12,15,15,0,20,10,5,2,0,15,15,5,40,15,0,25,20,0,25,5,15,5,14,0,10,0,5,5,10,35
"848",5,20,5,7,5,5,5,5,4,10,5,5,5,6,2,0,5,0,0,0,25,10,15,0,0,5,10,5,10,10,8,0,0,15,10,NA
"849",6,20,8,5,4,15,7,15,10,30,15,0,20,20,10,7,5,5,16,10,8,15,10,10,10,13,12,28,10,17,7,19,11,15,14,15
"850",14,14,0,8,8,10,0,0,0,25,5,0,0,0,5,0,15,0,0,5,5,25,5,10,5,12,15,5,5,20,5,12,5,10,12,20
"851",5,5,50,40,10,15,10,5,10,0,20,15,35,50,30,15,5,0,5,20,5,10,25,10,5,5,5,20,10,15,3,5,45,5,1,0
"852",1,3,20,0,10,10,5,3,3,5,14,5,20,5,0,8,10,8,5,5,10,15,5,15,NA,10,10,15,10,40,0,0,0,0,5,0
"853",NA,20,10,15,33,30,5,10,20,25,5,0,15,7,10,10,0,29,0,0,10,15,20,15,20,14,20,20,15,15,30,40,20,10,35,35
"854",10,5,15,15,10,15,10,15,5,5,15,0,30,5,0,10,5,6,20,10,15,10,10,15,20,5,15,0,20,20,20,25,15,0,15,0
"855",10,5,20,5,30,10,5,10,20,15,20,40,15,14,20,25,10,5,35,28,19,10,10,8,22,13,12,25,70,19,25,35,15,30,22,10
"856",NA,NA,NA,10,10,10,10,10,5,15,4,8,8,4,0,5,5,4,4,2,5,8,3,3,0,3,8,5,5,10,5,3,0,4,2,10
"857",NA,NA,NA,NA,NA,NA,NA,3,0,20,20,5,15,15,15,0,5,10,35,2,0,15,0,11,20,0,10,15,20,10,5,10,15,10,25,12
"858",10,30,10,10,20,11,15,12,15,26,0,0,20,15,5,0,10,10,25,15,20,12,12,16,17,5,23,22,21,18,16,33,21,8,23,17
"859",6,10,8,15,8,14,4,18,14,5,10,22,18,12,6,4,4,2,4,4,25,4,NA,0,15,15,0,30,15,5,15,0,15,10,10,15
"860",NA,NA,15,20,15,15,10,15,15,10,10,15,25,10,5,20,10,10,10,15,10,10,15,15,10,10,10,10,5,8,25,10,10,10,5,10
"861",16,20,15,5,15,20,8,15,5,20,12,25,20,5,5,5,15,12,20,5,25,15,20,10,20,20,15,15,15,15,15,NA,10,15,NA,NA
"862",NA,NA,NA,NA,10,10,NA,14,8,6,20,28,5,5,15,18,15,16,15,NA,16,12,9,9,12,14,19,32,11,13,18,34,63,45,16,32
"863",25,30,15,10,15,15,10,20,25,30,15,15,10,10,10,15,15,10,20,10,15,35,30,15,10,20,20,24,25,30,10,12,20,25,11,41
"864",5,10,5,10,5,10,5,15,5,5,5,5,5,5,3,5,5,3,5,5,2,20,10,5,0,0,15,10,5,5,1,5,0,5,3,35
"865",15,5,8,3,15,15,5,5,5,5,3,5,10,5,5,0,5,10,5,10,15,5,15,10,10,5,20,5,0,15,10,30,10,13,9,10
"866",10,30,25,5,40,20,15,NA,10,15,15,5,30,20,5,5,10,25,25,12,10,15,8,15,15,10,7,10,15,9,10,20,20,20,5,20
"867",15,0,10,20,5,25,3,5,24,10,6,15,10,24,10,5,0,2,3,3,18,8,20,20,5,10,15,15,25,35,5,18,12,14,12,25
"868",3,10,7,15,20,40,15,10,5,10,5,20,NA,NA,NA,NA,NA,NA,NA,0,0,10,15,3,5,5,5,28,20,14,5,NA,25,8,25,12
"869",2,0,25,15,20,25,5,25,25,25,20,5,NA,NA,NA,NA,0,0,0,0,0,5,10,NA,NA,NA,NA,NA,NA,5,5,5,5,5,0,5
"870",10,10,45,5,5,35,5,5,10,10,10,5,5,10,5,8,5,3,5,8,10,5,5,5,5,5,10,10,20,10,30,35,14,18,13,20
"871",10,22,15,10,25,10,30,10,10,15,5,15,20,5,5,15,10,15,20,20,45,20,15,6,25,10,15,30,40,40,5,10,15,30,8,0
"872",35,25,20,10,25,20,15,25,10,40,12,30,35,15,10,15,15,5,10,18,30,15,12,20,25,10,12,20,20,12,8,15,24,18,6,8
"873",NA,NA,NA,NA,NA,NA,NA,8,5,20,20,25,15,5,15,5,15,3,20,10,5,15,15,15,10,5,10,10,10,5,5,10,10,5,5,20
"874",10,9,3,0,0,15,15,5,10,28,20,18,50,5,0,0,0,0,15,0,0,15,0,0,15,10,10,5,10,0,0,0,20,13,0,23
"875",20,28,12,15,16,15,15,20,15,15,5,3,20,10,0,0,0,0,5,0,9,4,6,6,11,5,5,15,30,20,5,8,10,10,10,12
"876",25,30,15,15,10,12,10,15,10,3,10,7,NA,NA,5,3,NA,10,15,10,4,25,10,10,10,10,0,5,15,20,10,10,5,15,10,15
"877",10,10,0,5,NA,NA,NA,25,5,5,4,15,20,0,5,5,NA,5,15,1,20,3,20,5,10,10,10,20,20,15,5,5,12,8,12,18
"878",10,25,15,10,10,10,8,20,12,25,5,5,10,12,10,8,10,10,25,7,20,30,25,15,8,15,15,12,15,40,10,15,15,15,10,10
"879",16,30,20,15,15,25,10,10,15,30,5,25,3,10,10,10,13,20,20,17,20,35,20,17,3,15,25,25,25,30,10,20,10,25,15,30
"880",10,10,10,10,0,0,0,0,0,0,0,30,0,0,0,20,7,7,0,0,0,0,0,0,0,10,4,7,28,4,16,12,8,22,10,12
"881",24,15,15,15,11,14,11,21,14,20,24,25,43,15,10,15,15,10,17,15,46,15,10,25,30,10,20,30,20,15,10,15,22,15,15,15
"882",5,15,NA,0,0,2,0,0,10,0,10,10,10,5,3,3,3,0,0,8,8,5,0,5,3,2,10,3,2,10,2,10,1,5,3,10
"883",10,20,10,6,10,20,5,25,10,25,3,15,5,0,20,5,2,5,6,2,25,10,4,15,15,5,5,8,9,10,10,10,4,11,11,10
"884",5,15,5,10,7,12,5,5,5,35,10,10,20,5,8,10,10,10,20,0,0,15,13,0,5,5,15,3,8,9,4,5,5,12,0,20
"885",30,25,20,10,10,16,11,12,15,30,10,25,10,10,10,15,15,5,10,5,10,30,15,15,8,20,10,15,15,25,6,10,7,12,7,15
"886",15,15,20,10,15,15,5,10,15,3,25,5,10,17,15,5,5,7,5,20,15,20,8,15,17,5,15,15,20,20,10,30,30,0,25,25
"887",10,12,12,15,18,10,5,10,5,8,10,5,10,15,12,8,8,5,12,10,5,18,10,10,20,0,8,5,13,9,8,8,10,1.5,2,4
"888",10,20,15,5,15,15,10,5,10,10,10,10,10,10,10,20,15,15,10,20,15,15,15,10,40,25,25,30,0,25,30,45,44,20,5,0
"889",37,8,5,8,8,13,8,5,5,9,4,15,7,10,20,10,0,8,35,10,22,25,15,10,12,5,28,15,22,45,15,25,0,23,0,24
"890",15,5,15,12,12,10,10,7,7,23,6,20,20,6,20,18,15,10,15,7,20,6,15,10,14,10,6,12,10,5,6,0,10,15,5,16
"891",10,10,35,13,0,15,10,5,25,10,15,20,15,25,15,10,20,5,10,20,15,10,10,10,20,10,5,10,15,15,10,15,10,10,5,10
"892",NA,NA,NA,NA,NA,NA,NA,NA,5,12,3,1,45,0,2,0,0,5,0,0,0,10,10,5,0,5,10,10,10,NA,0,5,10,5,0,0
"893",NA,NA,5,13,7,7,5,4,3,40,10,20,15,5,15,0,10,10,15,15,6,8,20,10,12,10,25,14,7,7,7,15,40,10,5,20
"894",20,15,30,14,15,10,6,15,3,6,15,32,21,5,8,8,10,14,14,8,16,10,5,5,8,7,14,10,5,12,8,10,8,7,0,17
"895",10,5,10,0,5,0,0,10,15,0,15,0,15,12,8,5,0,0,6,8,10,12,5,14,15,10,10,6,25,25,16,3,15,15,5,15
