"","y1980","y1981","y1982","y1983","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"896",15,10,8,10,15,10,5,10,10,0,7,10,20,20,NA,15,15,15,20,15,20,10,25,15,12,15,12,25,20,10,15,15,15,NA,NA,37
"897",10,15,25,5,10,15,5,5,10,8,5,0,15,15,20,5,5,5,7,10,10,10,5,5,5,5,15,5,15,20,5,5,5,5,5,5
"898",20,15,28,20,30,10,0,10,5,10,20,5,20,5,25,10,18,15,12,5,20,5,40,30,15,22,10,35,5,35,20,25,20,25,27,30
"899",4,35,8,6,30,10,5,8,10,5,15,10,10,10,5,5,10,8,5,5,5,5,6,10,15,5,3,0,15,0,0,7,0,5,0,10
"900",5,15,7,8,5,25,5,5,10,0,5,15,25,3,10,5,20,5,30,5,35,7,21,12,18,16,20,20,13,12,14,9.2,9.2,29.9,7,16.1
"901",NA,NA,5,2,10,34,0,0,10,5,NA,NA,NA,NA,5,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17
"902",7,5,5,17,5,15,NA,10,7,14,25,5,8,10,10,7,5,8,15,18,7,NA,NA,NA,7,15,5,0,13,5,5,0,12,0,5,16
"903",10,10,15,15,10,10,10,8,16,8,12,9,10,9,8,6,16,10,9,10,15,5,25,7,15,9,13,10,5,6,7,10,9,7,0,10
"904",15,12,11,18,30,17,13,24,16,18,13,12,15,22,11,0,12,20,17,10,13,12,12,12,0,5,0,40,10,10,20,23,0,25,16,20
"905",5,5,40,12,18,38,10,5,12,18,8,3,12,18,20,5,12,18,18,24,3,7,5,5,0,12,5,0,32,27,10,0,15,0,5,5
"906",5,5,3,5,26,32,10,13,17,10,6,46,13,5,15,0,2,14,9,10,37,15,15,10,20,10,13,38,33,6,14,12,15,21,15,17
"907",6,15,5,12,5,25,5,10,18,12,18,17,6,20,NA,4,NA,4,18,24,14,5,6,4,10,12,2,4,16,9,20,10,10,15,8,17
"908",10,15,15,10,0,10,5,5,5,15,5,10,15,15,10,5,10,5,5,5,10,0,0,10,5,0,0,10,11,10,8,10,20,0,8,20
"909",9,8,14,14,32,20,5,35,15,10,15,15,20,15,10,5,8,5,0,7,15,3,5,5,20,5,5,5,5,3,2,3,2,3,2,3
"910",6,7,10,10,30,25,5,35,15,15,15,25,15,15,10,7,5,5,35,25,12,10,5,10,12,20,21,10,40,15,15,10,15,15,3,10
"911",NA,NA,NA,NA,NA,NA,NA,NA,10,10,15,35,15,10,10,0,12,5,2,7,40,7,15,15,25,5,10,30,15,5,10,10,10,20,8,13.9
"912",NA,NA,NA,5,20,10,5,0,15,10,10,5,5,0,5,0,15,0,NA,10,25,20,5,10,10,5,5,10,5,5,5,15,5,5,30,5
"913",10,20,25,15,0,15,5,10,15,18,10,30,15,10,10,10,10,0,0,10,20,0,28,25,15,10,18,20,15,15,15,15,NA,0,5,25
"914",5,20,15,20,10,15,0,5,10,5,5,10,15,5,10,10,15,5,15,10,20,25,10,10,10,15,10,10,15,10,15,10,0,NA,5,18
"915",10,5,12,20,40,40,4,25,50,5,6,40,25,5,3,3,NA,5,7,3,40,20,15,15,18,10,15,37,25,12,12,9,16,15,10,19
"916",5,15,15,15,15,25,5,15,5,15,15,15,15,15,0,5,20,25,30,20,10,20,0,20,15,15,0,20,10,15,15,15,10,25,10,15
"917",3,10,15,2,5,12,0,5,6,NA,15,8,10,5,10,10,0,15,NA,0,10,15,34,20,25,10,10,10,20,5,16,12,20,24,4,16
"918",10,15,7,15,10,15,10,6,8,12,20,40,12,8,8,4,8,15,12,12,11,9,6,10,5,6,8,15,9,8,5,8,6,0,5,16
"919",5,8,15,8,28,12,6,5,7,4,16,7,9,8,15,3,9,5,5,8,14,6,7,15,13,8,15,14,10,10,6,10,15,9,6,18
"920",5,15,10,15,20,10,5,5,0,0,0,10,20,20,20,5,25,10,20,20,20,7,30,NA,29,12,17,15,14,9,17,14,15,33,0,21
"921",5,15,5,15,10,20,0,0,12,8,20,7,8,5,7,10,10,10,30,25,15,15,5,15,5,5,20,40,10,35,10,35,10,10,25,10
"922",0,10,4,0,15,10,8,0,15,5,5,5,15,5,10,10,10,10,15,15,10,15,10,10,10,12,18,8,26,14,26,25,15,14,12,30
"924",10,15,0,10,15,29,5,15,10,4,15,5,12,7,5,10,5,5,16,15,20,10,12,0,0,10,10,20,45,3,25,10,15,0,10,10
"925",5,10,10,5,20,30,0,4,0,0,10,5,5,2,5,5,15,20,20,35,20,20,12,0,15,20,3,5,20,15,15,25,15,15,7,5
"926",15,16,20,11,10,15,5,25,28,15,18,49,20,15,12,10,25,10,20,10,36,10,26,10,16,20,20,20,32,10,10,10,12,9,3,25
"927",NA,NA,NA,NA,NA,35,5,10,20,10,10,10,15,10,5,0,0,0,30,5,20,NA,0,5,0,10,15,12,9,10,10,NA,NA,NA,NA,NA
"928",5,10,5,5,20,10,0,10,5,5,15,5,10,25,15,5,15,15,5,5,10,15,15,15,5,5,10,10,10,15,10,15,8,15,10,10
"929",5,10,5,7,5,20,10,2,10,15,25,15,10,5,5,6,15,10,5,10,77,15,15,15,5,5,5,25,0,20,25,50,15,5,40,NA
"930",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,5,5,10,5,5,5,NA,10,7,28,20,15,15,21,7,20,15,NA,14,23,NA,NA,NA,NA
"931",25,15,15,NA,20,15,5,15,10,0,7,35,15,15,15,10,15,10,25,20,35,25,25,25,25,0,0,0,0,12,21,26,11,15,10,8
"932",20,7,10,5,10,25,8,8,8,15,10,10,20,10,8,8,35,12,30,20,16,15,12,20,12,12,20,15,15,15,18,45,22,12,18,12
"933",NA,NA,NA,NA,NA,NA,NA,NA,15,10,10,30,10,5,5,10,20,10,0,9,8,8,5,7,2,0,5,21,12,1,9,8,13,0,0,10
"934",8,6,10,10,15,27,10,10,10,0,15,NA,3,3,11,7,12,5,2,3,40,8,7,7,20,3,15,8,22,6,5,14,8,14,6,7
"935",10,10,15,10,5,30,10,5,10,15,10,10,15,5,15,5,15,10,5,25,15,10,0,15,20,10,5,10,35,20,15,15,10,20,15,15
"936",5,15,10,5,5,20,0,3,15,3,15,5,5,5,9,5,15,5,0,5,10,5,10,5,5,0,0,5,2,30,8,5,15,15,5,0
"937",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,10,10,10,10,12,10,24,15,20,10,17,15,12,12,19,17,11,25,23,24,20,21,18,18,12
"938",8,7,7,5,18,31,7,38,25,0,NA,NA,NA,15,25,10,10,25,25,30,15,15,15,10,15,10,5,20,10,20,20,25,15,0,0,5
"939",5,16,15,10,29,29,6,45,28,17,15,41,28,11,5,11,25,9,3,12,26,13,15,5,30,13,14,14,20,9,12,13,15,25,10,10
"940",8,6,20,6,6,15,3,7,6,18,12,45,18,10,7,12,24,12,20,18,8,10,30,10,10,13,17,17,8,19,15,13,18,12,4,30
"941",8,10,5,17,25,25,5,28,10,7,7,15,15,15,15,15,15,25,15,10,40,10,25,10,30,10,15,20,25,5,9,10,18,10,10,10
"942",NA,NA,NA,NA,NA,70,10,15,25,15,5,10,20,10,20,15,15,10,20,10,10,0,0,10,10,10,1,5,10,21,10,20,NA,0,15,20
"943",10,6,20,10,12,21,6,30,20,10,12,10,15,15,15,15,15,15,5,12,10,15,23,15,22,10,15,30,25,10,10,13,8,20,20,12
"944",15,20,15,15,8,13,8,10,10,6,7,35,10,7,5,5,NA,15,20,10,20,10,25,15,20,10,30,10,10,10,5,10,30,15,5,22
"945",10,15,5,15,20,10,0,10,10,5,5,15,20,20,5,20,5,25,10,10,10,15,25,5,10,5,5,5,10,10,10,5,20,25,10,10
"946",5,15,12,15,0,14,0,15,9,4,5,40,18,7,3,10,12,12,10,5,0,7,20,5,12,12,12,12,12,10,10,10,5,10,5,15
"947",NA,NA,NA,NA,NA,10,5,10,15,5,5,2,10,10,10,20,20,5,0,20,0,10,17,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",15,40,5,15,25,12,25,9,8,20,20,12,12,12,10,30,12,25,12,15,25,12,20,15,20,35,15,20,15,10,10,7,10,15,30,15
"949",NA,NA,NA,NA,NA,NA,NA,NA,10,10,15,15,10,10,10,5,3,10,10,5,5,5,5,5,5,10,5,5,3,10,0,0,0,15,0,0
"950",10,15,10,10,10,5,0,10,5,15,15,5,10,25,5,15,35,10,20,10,15,20,30,20,10,15,15,20,25,10,5,NA,13,31,0,10
"951",20,15,12,5,25,5,0,10,12,5,10,5,20,5,20,10,25,30,25,10,30,20,5,10,10,10,25,20,20,15,0,4,15,10,0,15
"952",10,5,5,10,5,5,10,20,8,0,5,5,20,15,10,20,10,20,5,15,10,10,15,10,19,20,NA,0,5,5,10,10,10,22,12,10
"953",10,29,17,25,15,16,9,10,21,12,10,20,17,20,10,10,10,35,18,8,0,15,33,29,15,32,29,17,20,20,20,18,20,34,12,12
"954",15,25,5,15,30,10,0,15,15,15,15,12,15,10,10,0,30,20,15,8,45,28,17,15,15,7,40,30,40,20,6,10,0,30,6,10
"955",12,14,32,14,8,16,10,22,30,8,22,7,10,9,9,6,24,10,13,10,12,28,8,20,12,15,6,10,22,25,17,10,NA,NA,NA,NA
"956",5,25,5,15,NA,10,0,5,10,5,5,6,10,10,5,5,5,5,5,5,5,25,5,5,5,7,20,20,40,12,8,0,5,15,8,5
"957",NA,NA,NA,15,2,10,5,8,5,15,20,5,5,8,10,10,5,15,15,5,10,15,30,15,10,10,30,25,38,10,5,10,10,0,0,10
"958",15,12,5,15,7,20,5,5,5,0,10,10,5,5,5,5,35,20,0,20,10,25,10,10,10,5,15,5,30,10,15,10,20,5,20,25
"959",12,20,10,15,5,0,9,15,25,5,18,12,10,10,15,10,20,25,10,5,30,10,10,15,10,10,30,15,20,10,10,5,20,20,8,15
"960",1,5,5,15,3,4,5,NA,5,5,NA,5,23,150,10,30,30,30,15,15,18,25,20,10,20,12,4,14,10,27,16,25,22.5,27,17,26
"961",15,15,20,15,15,10,13,10,5,NA,30,10,20,15,8,8,21,45,30,10,15,25,25,15,20,5,15,25,20,15,20,15,15,10,15,5
"962",NA,5,20,20,25,30,15,30,20,5,10,15,5,20,5,0,0,20,5,20,19,15,5,20,5,10,15,30,15,15,5,10,5,30,10,20
"963",15,5,10,10,20,10,10,5,10,5,5,15,10,10,5,5,5,10,6,20,5,10,15,5,0,6,9,0,12,3,5,5,5,5,0,10
"964",5,15,15,10,5,24,12,15,5,3,15,2,8,5,0,3,NA,5,6,0,15,9,24,3,6,5,12,9,3,3,6,19,70,10,5,50
"965",20,2,30,20,25,15,25,25,30,20,20,30,2,26,5,15,25,25,15,20,15,26,12,12,27,12,9,6,27,24,6,20,35,10,8,15
"966",5,20,10,5,15,20,5,4,2,10,5,5,0,5,20,5,0,10,0,0,0,0,0,0,3,10,5,12,NA,NA,0,1,NA,NA,NA,10
"967",10,15,0,25,35,32,8,35,25,12,15,20,20,10,10,5,10,8,15,20,60,25,12,26,30,10,5,50,20,5,8,15,45,0,8,50
"969",7,15,9,20,20,25,5,35,15,15,8,40,30,10,10,10,15,5,5,5,24,9,9,10,18,12,9,18,15,3,3,0,30,8,5,10
"970",NA,NA,NA,NA,NA,NA,10,15,15,20,10,50,15,15,NA,9,30,12,15,6,10,5,15,12,14,12,15,15,18,10,20,11,20,50,5,46
"971",NA,NA,NA,NA,NA,NA,NA,NA,15,5,10,0,0,0,10,NA,NA,NA,NA,NA,20,9,6,10,NA,12,3,31,6,15,6,5,65,10,5,25
"972",5,5,5,30,5,15,3,3,3,0,5,5,25,5,5,18,0,0,15,12,12,0,3,9,12,6,9,6,6,3,18,0,20,8,10,10
"973",NA,20,10,7,46,11,5,4,NA,8,12,11,11,18,6,22,10,12,18,NA,14,12,8,11,11,14,9,10,27,16,21,28,18,30,32,32
"974",5,10,10,0,10,10,5,20,3,3,3,20,25,0,10,0,10,10,10,3,0,30,3,18,15,0,0,0,0,3,0,0,0,0,0,0
"975",10,3,6,20,20,6,15,8,2,14,0,10,1,8,2,0,20,5,20,18,31,20,6,18,21,12,8,12,21,9,15,20,15,10,15,38
"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,30,15,20,40,15,20,30,30,50,20,10,30,30,15,15,35,40,10,25,37,30,20,15,10,40
"978",NA,8,17,22,10,15,7,25,3,0,8,13,30,10,10,5,0,0,6,0,0,0,6,11,6,18,0,9,0,5,5,30,0,0,0,0
"979",6,15,10,8,24,9,0,10,14,15,15,15,15,5,3,5,5,10,15,15,6,6,3,6,3,0,3,0,0,0,0,20,NA,NA,NA,NA
"980",10,20,15,NA,45,13,6,10,3,18,7,20,10,4,12,0,10,10,5,0,10,0,8,0,18,3,9,6,9,3,0,10,13,14,0,17
"981",20,10,18,40,13,30,11,12,11,16,22,25,25,42,5,11,16,16,19,50,16,13,21,24,24,15,12,3,6,6,18,25,45,10,15,20
"982",5,5,35,15,7,30,5,8,10,15,15,40,10,5,10,7,35,15,21,15,20,15,3,3,18,15,1,12,3,9,18,15,10,25,10,30
"983",10,10,5,NA,NA,NA,NA,NA,NA,5,5,5,10,0,0,NA,0,5,3,3,0,0,6,15,0,0,0,6,12,0,6,0,0,30,10,20
"984",NA,NA,50,5,30,45,8,10,15,5,5,10,10,5,10,15,5,5,0,24,6,6,6,3,6,3,0,6,9,10,12,10,NA,NA,NA,NA
"985",NA,NA,NA,NA,10,0,15,5,18,5,5,0,0,10,15,5,10,10,56,15,20,25,12,5,9,0,15,6,19,18,10,40,25,30,30,30
"986",0,10,10,10,5,23,10,10,5,4,5,15,10,0,5,5,15,10,10,12,15,12,12,5,31,12,9,9,18,9,12,37,7,13,35,35
"987",NA,10,6,15,6,25,5,25,25,10,5,15,40,0,2,1,0,5,10,24,18,12,0,15,279,12,6,24,6,3,6,4,15,10,0,10
"988",25,25,20,15,10,25,15,10,15,20,15,50,10,5,20,10,15,15,15,3,20,3,9,3,6,8,3,NA,15,12,18,20,20,30,20,35
"989",5,10,5,25,5,23,10,20,20,30,15,40,20,9,10,9,30,0,15,0,9,6,9,15,15,14,12,22,13,13,16,24,30,35,8,39
"990",18,10,20,18,10,17,10,10,12,11,16,16,5,4,8,8,10,10,18,2,20,3,9,12,5,9,5,21,18,10,13,10,20,35,7,27
"991",20,15,15,18,5,20,10,20,0,15,0,60,25,15,25,10,30,15,40,0,20,5,38,15,20,30,8,35,25,28,37,0,37,50,17,50
"993",NA,5,5,20,40,35,10,10,5,5,5,5,0,5,0,0,0,0,0,25,10,0,0,0,0,0,0,0,55,NA,NA,30,0,0,0,16
"996",5,8,8,NA,0,10,2,10,5,7,5,8,25,6,12,5,10,8,15,6,9,6,12,8,5,6,3,5,9,4,5,10,10,10,5,35
"997",15,10,15,10,30,40,3,0,15,5,20,3,3,5,3,3,0,4,3,20,2,6,9,6,13,0,0,19,3,31,26,0,0,13,10,23
"998",NA,NA,6,6,11,15,0,3,2,1,5,10,25,2,5,0,2,5,10,5,8,5,20,14,20,5,13,20,12,6,16,22,41,21,0,40
"999",20,10,12,15,20,15,10,10,15,10,15,18,15,15,12,15,15,10,20,25,25,25,20,11,7,10,6,9,25,6,18,7,25,20,20,23
"1000",16,14,13,4,16,16,11,10,3,10,10,11,11,5,8,6,11,5,8,6,6,3,4,13,14,24,17,37,11,17,8,18,33,26,24,13
"1001",NA,10,25,10,15,10,5,0,5,3,15,10,10,0,10,10,20,15,15,1,31,6,9,1,1,0,3,0,2,3,0,5,45,0,0,50
"1002",2,2,0,25,15,15,0,5,10,0,3,4,20,0,12,10,15,5,2,5,6,0,15,9,6,9,6,6,5,6,6,10,8,10,10,20
"1003",15,30,30,11,40,10,5,25,5,10,10,30,30,15,10,9,16,15,10,25,12,3,37,11,21,12,9,27,15,13,6,9,10,15,10,20
"1004",10,5,40,35,40,0,5,10,10,30,5,10,30,30,10,18,9,5,5,21,6,4,15,18,7,14,12,4,3,0,14,10,5,13,15,0
"1005",NA,NA,NA,NA,NA,NA,10,20,10,6,8,5,20,10,25,15,35,20,40,10,10,45,5,5,5,5,5,5,8,25,25,20,10,10,10,20
"1007",NA,NA,NA,30,30,10,5,20,10,0,0,NA,NA,NA,NA,10,5,NA,5,10,6,0,0,9,1,6,12,5,6,6,6,10,30,0,0,0
"1008",18,5,5,5,5,17,5,10,6,15,12,17,7,5,2,5,10,10,20,5,18,9,24,9,20,21,3,37,3,12,12,20,30,25,5,30
"1009",12,10,10,40,20,30,10,5,0,22,18,10,25,20,3,NA,NA,NA,NA,NA,14,0,6,0,16,0,3,12,18,3,15,10,12,38,22,10
"1010",3,15,15,20,10,5,5,5,15,25,5,5,25,10,30,10,25,10,20,25,20,18,21,18,11,12,18,9,6,6,6,20,15,15,10,10
"1012",NA,10,10,25,24,12,13,8,6,10,12,18,8,21,7,18,12,15,10,25,12,9,12,15,12,15,12,18,24,9,19,15,15,15,10,41
"1013",NA,NA,NA,NA,NA,NA,NA,5,0,8,5,37,25,10,3,5,19,0,21,9,45,9,6,40,15,9,15,21,9,12,0,10,15,15,8,20
"1014",22,10,0,40,29,6,0,5,15,5,15,5,20,5,15,6,15,5,15,10,9,6,0,5,18,3,6,31,9,3,3,5,5,0,15,2
"1015",NA,NA,NA,NA,NA,NA,NA,NA,5,15,5,3,6,22,7,30,5,5,6,7,6,4,3,5,6,9,5,7,6,10,8,0,9,10,0,28
"1016",NA,NA,NA,NA,NA,NA,3,4,5,5,2,0,5,3,30,5,0,0,10,10,5,7,24,0,0,0,0,0,55,0,0,NA,NA,NA,NA,30
"1017",NA,15,11,20,0,6,0,3,5,6,6,40,6,3,16,12,20,12,30,4,18,12,0,12,9,6,1,20,6,9,18,30,20,30,0,45
"1018",NA,NA,12,15,15,20,2,55,5,13,10,19,15,5,0,5,5,4,0,13,16,6,18,5,0,15,21,15,21,9,9,22,22,22,20,28
"1019",20,20,5,25,5,9,0,20,9,16,0,24,14,5,5,8,0,5,3,50,0,0,30,5,3,13,9,9,5,19,2,9,15,26,20,20
"1020",NA,NA,NA,25,40,30,10,20,20,5,30,55,40,10,NA,0,30,18,50,30,25,30,3,0,18,15,0,37,0,12,24,20,10,25,30,65
"1021",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,10,8,30,30,5,30,30,41,22,5,18,12,9,8,27,22,24,21,15,30,60,15,25,60,60
"1022",NA,NA,NA,NA,NA,NA,NA,20,5,5,5,15,5,2,5,0,10,20,10,2,20,11,6,9,12,20,12,9,3,6,10,15,35,24,5,52
"1023",20,10,10,50,5,40,0,5,0,25,NA,NA,10,9,0,3,0,25,22,25,10,15,15,10,10,25,10,0,13,6,12,30,45,25,25,17
"1024",NA,NA,NA,NA,NA,NA,0,15,15,10,15,5,20,30,5,10,3,0,10,0,20,18,6,9,9,3,3,3,52,0,17,10,14,30,40,30
"1025",15,4,4,12,13,7,5,20,20,10,10,5,5,10,5,5,5,15,10,30,6,9,6,0,9,5,3,6,10,18,6,0,13,13,0,20
"1026",1,14,0,10,18,10,10,10,8,10,5,10,6,3,15,0,10,10,16,10,18,9,5,1,12,12,12,0,0,0,9,15,0,10,10,19
"1028",15,10,20,20,NA,35,10,5,18,0,12,14,4,15,20,15,6,15,20,15,9,28,9,21,36,12,9,18,12,12,9,15,17,15,0,0
"1029",20,10,20,15,8,3,10,20,5,NA,20,10,10,8,5,5,5,20,10,0,11,0,6,9,14,0,6,5,10,12,3,10,20,20,12,15
"1030",15,15,5,15,2,30,18,15,10,2,2,5,10,5,20,15,20,10,25,25,10,0,0,NA,NA,NA,31,12,15,0,3,15,3,2,0,0
"1031",8,11,14,12,40,0,10,20,10,25,6,10,18,8,0,0,5,9,12,11,15,6,6,11,27,25,21,30,28,12,NA,19,22,11,33,30
"1032",NA,NA,NA,NA,NA,NA,5,10,15,8,10,6,15,15,15,15,8,10,20,15,12,20,20,6,15,5,12,NA,20,10,25,15,15,25,15,30
"1033",NA,NA,NA,NA,NA,NA,NA,12,6,10,5,25,10,0,10,0,0,0,0,0,24,0,3,0,3,0,0,0,0,0,0,0,0,0,0,60
"1034",NA,NA,NA,NA,NA,NA,NA,50,18,18,20,20,19,5,10,5,15,5,10,5,40,10,15,25,18,12,15,24,9,6,3,25,10,20,10,5
"1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,70,13,6,15,15,20,10,20,3,15,6,15,13,21,18,8,21,15,16,12,15,7,54,5,40
"1037",NA,NA,NA,NA,NA,NA,0,5,25,3,15,5,25,30,15,20,30,10,10,NA,0,NA,50,12,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038",5,5,3,0,20,7,25,15,8,5,0,15,5,10,10,15,5,20,25,20,10,10,10,5,10,15,2,30,5,0,15,15,5,0,5,5
"1039",NA,NA,NA,NA,15,0,5,0,5,0,12,8,10,5,10,0,10,25,10,20,20,15,8,10,0,0,5,0,0,0,0,0,0,5,5,10
"1040",5,15,10,0,1,0,5,0,0,0,5,0,5,0,NA,0,10,0,15,2,0,10,NA,5,10,8,8,16,5,5,0,10,10,9,17,20
"1041",53,3,10,12,15,8,11,NA,NA,NA,10,8,9,3,35,0,0,0,20,5,5,52,70,30,25,35,5,45,40,35,NA,30,50,10,NA,30
"1042",5,30,20,20,20,15,33,20,15,15,15,15,15,5,25,25,10,10,10,10,18,50,15,7,20,35,5,23,20,14,17,10,30,3.5,14,10
"1043",0,5,10,20,30,15,0,14,20,0,10,10,5,5,15,0,0,0,15,5,10,15,20,0,0,6,0,15,0,0,5,0,5,8,5,3
"1044",5,5,10,5,5,0,0,5,0,0,10,0,2,0,5,0,0,0,2,4,4,0,NA,0,1,10,10,30,5,2,4,0,5,3,13,8
"1045",30,15,9,10,10,7,0,10,5,10,3,3,8,10,5,3,10,5,0,7,2,5,7,2,7,20,10,10,10,5,10,10,10,0,0,8
"1046",NA,NA,NA,NA,NA,NA,NA,0,5,NA,5,0,5,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,NA,10,0,0,10,0,5,6
"1048",NA,NA,NA,5,5,3,0,NA,0,NA,NA,5,5,0,5,10,5,6,3,2,5,15,15,0,0,0,0,0,0,3,0,0,0,0,0,2
"1049",5,30,30,4,40,25,20,6,5,30,10,3,20,40,20,20,15,25,5,5,30,15,70,12,0,10,NA,NA,45,6,NA,0,10,55,26,28
"1050",NA,NA,NA,NA,NA,NA,NA,15,8,15,5,5,10,0,20,8,0,25,12,40,5,10,12,5,15,6,4,6,5,4,8,5,5,3,15,5
"1051",NA,15,10,5,5,NA,5,0,3,0,10,10,10,10,25,5,15,15,5,20,30,15,62,25,5,5,10,10,5,10,10,10,10,20,20,10
"1052",5,10,3,5,0,5,5,10,NA,NA,5,5,2,2,15,10,2,20,5,5,5,8,15,10,2,15,15,4,8,2,15,5,5,2,5,3
"1053",5,25,15,5,20,0,5,5,10,5,5,8,10,5,10,NA,5,10,10,15,15,15,30,10,0,3,25,0,NA,NA,5,10,5,8,15,20
"1054",0,15,7,5,10,0,0,0,0,0,0,5,0,0,10,10,15,10,5,15,0,15,30,0,2,0,10,0,0,0,0,0,0,0,0,0
"1055",7,8,10,10,25,20,20,20,5,0,20,0,30,25,45,16,5,40,5,10,15,23,0,3,31,5,5,20,3,16,10,0,29,0,9,28
"1056",10,20,10,NA,NA,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,5,5,15,0,35,60,10,30,10,20,41,75,35,55,NA,0,NA,15
"1057",0,5,20,0,0,0,5,NA,NA,2,5,5,0,8,5,5,15,0,5,3,10,8,20,10,8,5,5,10,5,7,20,0,10,5,10,9
"1058",15,8,8,7,6,4,6,7,5,20,4,2,0,0,12,15,17,0,0,0,25,15,27,0,7,20,5,5,25,5,10,3,22,0,28,9
"1059",NA,NA,NA,NA,NA,NA,NA,10,5,5,10,2,5,10,10,NA,15,0,0,15,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060",3,0,15,0,10,20,5,5,0,0,0,0,0,10,15,10,0,0,20,0,10,20,20,5,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",NA,NA,NA,NA,NA,NA,25,5,20,5,0,10,25,15,10,15,5,0,0,20,0,0,10,15,15,10,0,20,0,0,0,0,5,5,0,0
"1062",NA,NA,NA,NA,NA,NA,NA,5,0,2,30,0,10,0,15,0,20,10,0,0,5,30,25,5,15,15,0,30,0,20,20,5,15,0,0,0
"1063",5,10,30,10,5,15,15,3,15,15,15,10,25,5,50,30,40,15,25,20,70,45,70,25,10,35,15,20,10,7,25,10,10,0,0,12
"1064",15,35,25,20,5,30,15,0,10,10,5,15,30,0,20,5,20,30,10,10,45,25,50,0,20,0,20,30,40,30,25,20,0,36,0,20
"1065",NA,NA,NA,NA,NA,NA,NA,14,20,8,15,8,24,25,15,15,0,0,0,10,10,15,15,10,15,18,6,10,7,8,9,32,9,8,9,0
"1066",20,15,10,0,10,5,10,10,NA,NA,5,0,5,0,30,0,5,5,0,5,5,5,0,10,0,5,10,20,5,20,5,5,0,0,3,20
"1067",20,0,5,0,0,0,0,3,5,0,0,0,30,3,20,3,3,2,4,0,40,40,25,NA,NA,NA,NA,0,9,10,1,5,35,1,30,2
"1069",NA,NA,NA,NA,18,10,23,21,8,8,5,3,0,5,NA,0,10,0,0,10,0,0,0,5,10,10,0,0,5,0,10,0,40,10,5,10
"1070",15,20,NA,20,15,25,5,3,15,10,10,10,3,5,5,5,5,0,5,5,15,15,15,10,5,5,15,10,15,15,15,5,10,15,8,5
"1071",0,20,15,15,5,20,10,5,5,5,10,5,10,12,5,0,0,25,10,0,8,21,14,NA,5,0,10,15,10,20,5,0,15,0,0,15
"1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,5,5,20,5,10,5,4,20,0,10,0,35,10,3,0,3,5,0,0,2,3,5,2,5,5
"1073",0,0,5,5,15,15,0,10,5,10,5,3,20,29,9,10,11,4,3,3,5,13,11,15,10,8,5,18,11,25,5,11,5,13,6,18
"1074",12,5,5,12,10,15,10,0,15,10,5,15,10,10,10,10,5,5,5,10,15,15,18,18,10,10,5,20,10,14,7,9,10,14,9,7
"1075",NA,NA,NA,NA,NA,20,10,10,15,25,10,10,5,5,30,0,10,0,5,10,35,5,5,0,8,0,0,10,20,25,10,8,20,10,5,0
"1076",5,15,15,15,35,15,10,15,15,2,2,10,25,0,15,0,0,25,10,5,20,8,19,14,8,5,5,12,21,10,15,10,0,5,6,30
"1077",NA,NA,NA,NA,NA,NA,NA,0,5,7,0,5,10,0,0,5,0,0,0,0,0,0,15,10,10,0,0,16,8,6,12,9,9,15,5,17
"1078",15,20,7,10,15,5,7,12,15,1,5,5,5,35,10,10,0,1,5,15,25,20,0,5,0,0,0,2,30,10,5,0,30,3,0,0
"1079",15,15,7,5,5,15,5,5,5,10,8,20,0,0,0,6,0,10,10,8,0,15,10,10,5,5,5,10,10,20,5,10,5,10,0,25
"1080",2,10,5,0,0,5,0,0,0,0,0,0,1,8,0,0,0,0,5,0,5,0,0,0,2,8,0,4,0,10,8,5,7,0,5,15
"1081",NA,NA,NA,NA,NA,NA,NA,5,10,10,10,5,11,2,7,0,5,0,25,10,20,20,0,0,15,0,1,0,0,0,10,10,15,10,0,15
"1082",7,5,5,5,15,10,15,10,20,30,5,5,15,15,17,4,5,0,0,0,12,20,30,20,0,5,0,10,5,10,0,0,0,0,0,20
"1083",7,20,5,12,15,10,10,9,6,14,6,13,15,8,8,5,6,14,17,15,7,15,25,7,10,13,14,14,24,10,11,3,8,12,4,12
