"","long","lat","counts","Year"
"1",-86.76,33.47,57,2000
"2",-88.13,30.34,28,2000
"3",-85.09,31.99,23,2000
"4",-87.9,30.23,58,2000
"5",-87.63,30.32,151,2000
"6",-86.28,34.39,99,2000
"7",-86.38,32.35,23,2000
"8",-87.95,30.75,43,2000
"9",-87.58,33.24,58,2000
"10",-88,34.83,56,2000
"11",-86.88,34.6,12,2000
"12",-93.05,34.13,18,2000
"13",-92.68,36.98,1,2000
"14",-92.42,35.09,3,2000
"15",-93.14,35.17,1,2000
"16",-92.97,34.72,71,2000
"17",-90.7,35.92,4,2000
"18",-91.9,34.75,3,2000
"19",-92.28,34.76,15,2000
"20",-91.32,33.4,3,2000
"21",-94.23,34.58,1,2000
"22",-92.47,36.39,3,2000
"23",-93.28,33.27,36,2000
"24",-92,34.23,15,2000
"25",-78.67,26.54,23,2000
"26",-77.4,25.05,3,2000
"27",-64.76,32.31,0,2000
"28",-118.09,33.85,1,2000
"29",-72.93,41.3,1,2000
"30",-72.43,41.29,1,2000
"31",-77.07,38.87,1,2000
"32",-75.11,38.6,9,2000
"33",-75.57,38.58,6,2000
"34",-82.58,28.47,12,2000
"35",-85.07,29.67,33,2000
"36",-82.33,27.79,65,2000
"37",-81.32,27.65,489,2000
"38",-82.56,27.5,21,2000
"39",-85.67,30.19,26,2000
"40",-82.32,28.55,215,2000
"41",-86.52,30.45,387,2000
"42",-83.01,29.19,35,2000
"43",-80.7,28.36,13,2000
"44",-82.58,28.87,130,2000
"45",-81.52,26.37,52,2000
"46",-81.12,29.25,27,2000
"47",-80.19,25.84,38,2000
"48",-81.15,28.71,46,2000
"49",-81.85,28.85,173,2000
"50",-82.24,28.31,130,2000
"51",-81.45,26.15,67,2000
"52",-80.22,26.14,19,2000
"53",-81.99,26.56,40,2000
"54",-80.38,27.42,34,2000
"55",-82.31,29.6,100,2000
"56",-82.81,27.5,2,2000
"57",-82.76,30.34,115,2000
"58",-81.49,30.42,42,2000
"59",-80.15,26.99,36,2000
"60",-81.39,28.21,21,2000
"61",-81.85,28.03,24,2000
"62",-81.35,24.67,4,2000
"63",-80.72,25.36,25,2000
"64",-81.34,27.26,120,2000
"65",-81.52,27.89,44,2000
"66",-81.99,29.75,110,2000
"67",-80.68,28.62,8,2000
"68",-82.24,27.23,73,2000
"69",-81.76,26.13,44,2000
"70",-82.74,28.07,60,2000
"71",-82.69,28.26,75,2000
"72",-87.37,30.33,212,2000
"73",-87.15,30.45,62,2000
"74",-81.01,29.06,20,2000
"75",-82.05,26.92,161,2000
"76",-85.3,29.77,14,2000
"77",-80.5,25.43,34,2000
"78",-81.32,29.93,9,2000
"79",-80.55,27.85,83,2000
"80",-82.16,26.46,2,2000
"81",-84.22,30.15,91,2000
"82",-82.68,27.8,140,2000
"83",-82.5,27.28,3,2000
"84",-80.25,27.18,73,2000
"85",-82.46,28.01,3,2000
"86",-84.24,30.53,137,2000
"87",-81.62,25.95,27,2000
"88",-82.38,27,76,2000
"89",-80.13,26.57,128,2000
"90",-81.37,28.79,168,2000
"91",-81.3,29.05,11,2000
"92",-81.61,28.73,15,2000
"93",-84.42,31.43,43,2000
"94",-83.38,33.93,19,2000
"95",-84.67,33.97,150,2000
"96",-82.02,33.44,19,2000
"97",-84.63,30.88,69,2000
"98",-84.84,32.82,413,2000
"99",-81.47,30.82,20,2000
"100",-85,32.59,18,2000
"101",-84.97,34.77,1,2000
"102",-81.43,31.11,72,2000
"103",-81.29,31.68,6,2000
"104",-83.88,31.96,24,2000
"105",-83.67,32.83,6,2000
"106",-82.13,30.8,21,2000
"107",-84.62,33.35,49,2000
"108",-83.75,33.09,138,2000
"109",-81.12,31.64,303,2000
"110",-81.47,31.47,76,2000
"111",-81.07,32.08,7,2000
"112",-89.02,37.32,1,2000
"113",-88.97,38.13,1,2000
"114",-89.4,37.47,1,2000
"115",-86.03,40.09,0,2000
"116",-88.2,36.6,1,2000
"117",-88.17,36.94,1,2000
"118",-93.5,32.29,17,2000
"119",-91.12,30.37,37,2000
"120",-92.06,31.51,27,2000
"121",-92.37,31.1,262,2000
"122",-93.11,29.82,11,2000
"123",-92.36,30.11,184,2000
"124",-92.24,32.66,130,2000
"125",-90.05,29.2,1,2000
"126",-93.71,29.8,52,2000
"127",-92.1,30.19,127,2000
"128",-92.81,30.06,327,2000
"129",-93.06,31.82,87,2000
"130",-89.92,30.02,19,2000
"131",-89.79,30.25,132,2000
"132",-92.38,30.76,304,2000
"133",-90.47,30.09,9,2000
"134",-93.39,29.85,62,2000
"135",-93.89,32.54,57,2000
"136",-90.09,30.42,342,2000
"137",-91.37,32.28,4,2000
"138",-90.75,29.82,12,2000
"139",-89.48,29.34,12,2000
"140",-70.62,41.65,8,2000
"141",-70.65,42.1,8,2000
"142",-70.52,41.36,3,2000
"143",-70.09,41.29,4,2000
"144",-70.9,42.74,1,2000
"145",-70.6,41.87,5,2000
"146",-72.51,42.13,1,2000
"147",-70.04,41.98,1,2000
"148",-76.51,39,1,2000
"149",-76.49,39.27,1,2000
"150",-76.79,38.99,4,2000
"151",-75.76,38.03,7,2000
"152",-75.84,38.91,3,2000
"153",-76.64,38.75,3,2000
"154",-75.21,38.31,18,2000
"155",-76.42,38.11,4,2000
"156",-76.5,38.34,5,2000
"157",-75.73,38.33,6,2000
"158",-76.04,38.36,9,2000
"159",-77.33,39.07,4,2000
"160",-76.25,38.75,2,2000
"161",-68.31,44.34,1,2000
"162",-83.44,41.87,1,2000
"163",-90.13,34.76,15,2000
"164",-91.18,31.75,18,2000
"165",-90.58,32.55,3,2000
"166",-89.7,33.81,36,2000
"167",-89.32,31.31,67,2000
"168",-90,32.45,196,2000
"169",-88.74,30.43,17,2000
"170",-88.72,32.47,140,2000
"171",-90.49,34.49,13,2000
"172",-88.78,33.27,30,2000
"173",-89.5,30.29,134,2000
"174",-90.29,33.34,2,2000
"175",-89.72,34.47,36,2000
"176",-90.91,32.31,1,2000
"177",-90.99,33.1,7,2000
"178",-78.85,35.07,12,2000
"179",-82.4,35.6,1,2000
"180",-75.55,35.78,8,2000
"181",-82.67,35.18,1,2000
"182",-76.93,35.47,17,2000
"183",-75.61,35.22,46,2000
"184",-79.06,35.91,107,2000
"185",-80.88,35.18,8,2000
"186",-78.89,36.09,33,2000
"187",-78.62,36,101,2000
"188",-81.13,35.26,15,2000
"189",-79.84,36.12,14,2000
"190",-77.24,35.59,6,2000
"191",-82.55,35.34,4,2000
"192",-83.2,35.05,1,2000
"193",-80.9,35.9,6,2000
"194",-79.04,35.7,243,2000
"195",-75.72,36.03,21,2000
"196",-76.13,35.45,30,2000
"197",-76.71,34.76,24,2000
"198",-77.08,35.05,38,2000
"199",-81.2,36.52,1,2000
"200",-76.65,35.14,6,2000
"201",-80.05,35.12,52,2000
"202",-76.45,35.77,16,2000
"203",-78.66,35.76,24,2000
"204",-77.57,36.4,2,2000
"205",-78.82,35.41,12,2000
"206",-78.03,33.94,26,2000
"207",-81.57,35.3,3,2000
"208",-80.87,35.44,15,2000
"209",-81.02,36.34,5,2000
"210",-79.32,35.22,68,2000
"211",-82.24,35.21,16,2000
"212",-77.98,35.32,90,2000
"213",-77.89,34.14,27,2000
"214",-80.31,36.08,7,2000
"215",-74.42,40.16,1,2000
"216",-74.88,39.01,1,2000
"217",-74.94,39.94,1,2000
"218",-75.41,39.61,0,2000
"219",-74.62,40.58,1,2000
"220",-64.45,44.23,1,2000
"221",-63.75,44.72,1,2000
"222",-65.62,43.48,1,2000
"223",-63.49,44.61,4,2000
"224",-64.39,45.09,1,2000
"225",-66.09,43.83,0,2000
"226",-73.94,40.62,1,2000
"227",-73.78,40.91,1,2000
"228",-72.78,40.83,5,2000
"229",-79.28,42.43,1,2000
"230",-78.74,42.72,1,2000
"231",-73.59,40.87,1,2000
"232",-72.45,40.86,1,2000
"233",-72.23,40.93,1,2000
"234",-94.7,34.06,11,2000
"235",-95.32,35.85,2,2000
"236",-80.39,42.62,1,2000
"237",-79.07,43.17,1,2000
"238",-79.25,42.88,1,2000
"239",-79.69,43.49,1,2000
"240",-75.37,39.9,1,2000
"241",-75.61,40.55,1,2000
"242",-76.17,39.82,1,2000
"243",-71.56,41.43,1,2000
"244",-80.48,32.61,85,2000
"245",-81.62,33.56,48,2000
"246",-79.7,32.93,38,2000
"247",-80.75,33.76,21,2000
"248",-82.84,34.63,50,2000
"249",-80.92,33.93,1,2000
"250",-80.22,34.5,13,2000
"251",-80.75,32.2,218,2000
"252",-82.33,34,41,2000
"253",-79.09,33.49,12,2000
"254",-80.84,34.35,26,2000
"255",-79.4,33.1,42,2000
"256",-79.74,34.22,5,2000
"257",-80.92,32.35,3,2000
"258",-80.41,33.51,93,2000
"259",-81.95,34.9,8,2000
"260",-81.62,33.2,57,2000
"261",-81.11,34.96,2,2000
"262",-87.46,35.3,1,2000
"263",-85.23,35.1,19,2000
"264",-85.47,36.14,4,2000
"265",-89.42,35.2,32,2000
"266",-84.92,35.37,6,2000
"267",-88.82,35.61,1,2000
"268",-84.08,35.91,2,2000
"269",-89.93,35.15,5,2000
"270",-85.51,35.07,5,2000
"271",-84.09,36.22,1,2000
"272",-89.38,36.42,2,2000
"273",-88.17,35.16,20,2000
"274",-81.85,36.5,1,2000
"275",-96.37,29.63,55,2000
"276",-97.7,30.18,1,2000
"277",-95.05,29.55,36,2000
"278",-97.25,30.09,98,2000
"279",-94.2,30.77,54,2000
"280",-95.57,29.77,166,2000
"281",-98.28,30.75,1,2000
"282",-94.47,29.55,16,2000
"283",-95.67,29.37,36,2000
"284",-97.58,27.83,1,2000
"285",-97.29,27.66,3,2000
"286",-98.31,28.49,1,2000
"287",-97.36,31.56,8,2000
"288",-96.32,30.59,11,2000
"289",-97.23,26.03,3,2000
"290",-95.89,29.96,45,2000
"291",-96.83,32.83,1,2000
"292",-100.96,29.47,1,2000
"293",-99.09,26.5,2,2000
"294",-95.36,29.02,183,2000
"295",-94.83,29.33,6,2000
"296",-96,30.58,31,2000
"297",-96.74,33.78,6,2000
"298",-97.68,26.18,2,2000
"299",-94.95,29.75,193,2000
"300",-95.55,30.72,134,2000
"301",-97.86,27.47,2,2000
"302",-99.42,27.5,10,2000
"303",-94.72,32.38,33,2000
"304",-95.18,29.94,71,2000
"305",-95.92,32.77,4,2000
"306",-94.59,32.8,128,2000
"307",-97.96,26.48,2,2000
"308",-101.79,33.58,2,2000
"309",-96.99,33.03,1,2000
"310",-102.03,31.95,1,2000
"311",-95.98,28.68,61,2000
"312",-94.66,31.53,213,2000
"313",-94.73,29.88,154,2000
"314",-97.1,27.85,5,2000
"315",-97.58,29.58,6,2000
"316",-95.77,31.76,7,2000
"317",-95.57,28.87,17,2000
"318",-95.44,30.13,46,2000
"319",-100.48,31.44,1,2000
"320",-93.96,29.73,27,2000
"321",-98.62,29.32,18,2000
"322",-94.32,30.52,60,2000
"323",-94.98,30.29,85,2000
"324",-96.1,32.15,5,2000
"325",-94.42,31.96,102,2000
"326",-95.3,32.28,22,2000
"327",-97.12,32.77,4,2000
"328",-97.08,28.87,11,2000
"329",-97.05,31.52,2,2000
"330",-76,36.65,9,2000
"331",-77.33,38.37,7,2000
"332",-80.47,37.22,7,2000
"333",-78.81,36.73,40,2000
"334",-75.94,37.19,16,2000
"335",-77.67,38.29,1,2000
"336",-75.37,37.97,34,2000
"337",-76.48,36.66,11,2000
"338",-77.19,38.71,7,2000
"339",-77.28,37.37,5,2000
"340",-77.81,38.09,1,2000
"341",-76.1,36.85,21,2000
"342",-76.31,37.44,30,2000
"343",-77.43,38.84,1,2000
"344",-76.4,37.08,1,2000
"345",-76.43,36.85,24,2000
"346",-78.46,38.59,3,2000
"347",-77.87,38.8,2,2000
"348",-77.03,37.68,2,2000
"349",-76.95,38.11,16,2000
"350",-76.7,37.28,15,2000
"351",-75.7,37.67,2,2000
"352",-80.92,37.58,1,2000
"353",-86.76,33.47,58,2001
"354",-86.88,34.17,8,2001
"355",-88.13,30.34,44,2001
"356",-85.09,31.99,67,2001
"357",-87.9,30.23,30,2001
"358",-87.63,30.32,121,2001
"359",-86.28,34.39,54,2001
"360",-86.38,32.35,39,2001
"361",-87.95,30.75,33,2001
"362",-87.58,33.24,7,2001
"363",-88,34.83,31,2001
"364",-86.88,34.6,16,2001
"365",-93.05,34.13,97,2001
"366",-92.68,36.98,3,2001
"367",-93.14,36.17,1,2001
"368",-92.42,35.09,25,2001
"369",-94.17,36.06,0,2001
"370",-93.14,35.17,24,2001
"371",-92.97,34.72,69,2001
"372",-91.9,34.75,5,2001
"373",-92.28,34.76,27,2001
"374",-92.47,36.39,4,2001
"375",-93.28,33.27,7,2001
"376",-93.02,35.62,3,2001
"377",-92,34.23,13,2001
"378",-90.23,35.35,2,2001
"379",-78.67,26.54,16,2001
"380",-77.4,25.05,2,2001
"381",-64.76,32.31,3,2001
"382",-118.09,33.85,1,2001
"383",-119.76,34.45,1,2001
"384",-75.57,38.58,5,2001
"385",-82.58,28.47,90,2001
"386",-85.07,29.67,17,2001
"387",-82.33,27.79,69,2001
"388",-81.32,27.65,245,2001
"389",-82.56,27.5,7,2001
"390",-85.67,30.19,18,2001
"391",-82.32,28.55,86,2001
"392",-86.52,30.45,330,2001
"393",-83.01,29.19,12,2001
"394",-80.7,28.36,37,2001
"395",-82.58,28.87,46,2001
"396",-81.52,26.37,71,2001
"397",-81.12,29.25,7,2001
"398",-80.19,25.84,39,2001
"399",-81.15,28.71,89,2001
"400",-81.85,28.85,112,2001
"401",-82.24,28.31,325,2001
"402",-81.45,26.15,76,2001
"403",-80.22,26.14,3,2001
"404",-81.99,26.56,8,2001
"405",-80.38,27.42,1,2001
"406",-82.31,29.6,145,2001
"407",-82.81,27.5,72,2001
"408",-82.76,30.34,8,2001
"409",-81.49,30.42,28,2001
"410",-80.15,26.99,55,2001
"411",-81.39,28.21,28,2001
"412",-81.85,28.03,8,2001
"413",-81.35,24.67,6,2001
"414",-80.72,25.36,32,2001
"415",-81.34,27.26,335,2001
"416",-81.52,27.89,133,2001
"417",-81.99,29.75,11,2001
"418",-80.68,28.62,10,2001
"419",-82.24,27.23,105,2001
"420",-81.76,26.13,47,2001
"421",-82.74,28.07,188,2001
"422",-82.69,28.26,150,2001
"423",-87.37,30.33,97,2001
"424",-87.15,30.45,97,2001
"425",-81.01,29.06,31,2001
"426",-82.05,26.92,277,2001
"427",-85.3,29.77,30,2001
"428",-80.5,25.43,7,2001
"429",-81.32,29.93,21,2001
"430",-80.55,27.85,61,2001
"431",-84.22,30.15,104,2001
"432",-82.68,27.8,19,2001
"433",-82.5,27.28,29,2001
"434",-80.25,27.18,10,2001
"435",-82.46,28.01,12,2001
"436",-84.24,30.53,174,2001
"437",-81.62,25.95,6,2001
"438",-82.38,27,70,2001
"439",-80.13,26.57,133,2001
"440",-81.37,28.79,228,2001
"441",-81.3,29.05,24,2001
"442",-81.61,28.73,42,2001
"443",-84.42,31.43,50,2001
"444",-83.38,33.93,48,2001
"445",-84.67,33.97,53,2001
"446",-82.02,33.44,10,2001
"447",-84.63,30.88,117,2001
"448",-84.84,32.82,101,2001
"449",-84.65,34.88,2,2001
"450",-81.47,30.82,53,2001
"451",-85,32.59,48,2001
"452",-85.18,34.29,77,2001
"453",-81.43,31.11,16,2001
"454",-81.29,31.68,24,2001
"455",-83.88,31.96,22,2001
"456",-83.67,32.83,31,2001
"457",-82.13,30.8,16,2001
"458",-84.62,33.35,59,2001
"459",-83.75,33.09,143,2001
"460",-81.12,31.64,237,2001
"461",-81.47,31.47,67,2001
"462",-81.07,32.08,9,2001
"463",-88.97,38.13,1,2001
"464",-86.4,39.02,1,2001
"465",-93.5,32.29,19,2001
"466",-91.12,30.37,35,2001
"467",-92.06,31.51,21,2001
"468",-92.37,31.1,54,2001
"469",-93.11,29.82,11,2001
"470",-92.36,30.11,80,2001
"471",-92.24,32.66,86,2001
"472",-93.71,29.8,5,2001
"473",-92.81,30.06,96,2001
"474",-93.06,31.82,61,2001
"475",-89.92,30.02,12,2001
"476",-89.79,30.25,137,2001
"477",-92.38,30.76,197,2001
"478",-90.47,30.09,42,2001
"479",-93.39,29.85,18,2001
"480",-93.89,32.54,150,2001
"481",-90.09,30.42,156,2001
"482",-90.75,29.82,1,2001
"483",-89.48,29.34,3,2001
"484",-70,41.72,1,2001
"485",-71.43,42.43,1,2001
"486",-70.3,41.7,2,2001
"487",-70.52,41.36,1,2001
"488",-70.09,41.29,5,2001
"489",-70.6,41.87,10,2001
"490",-70.04,41.98,1,2001
"491",-71.67,42.07,1,2001
"492",-75.76,38.03,2,2001
"493",-75.84,38.91,2,2001
"494",-76.64,38.75,1,2001
"495",-76.19,39.14,2,2001
"496",-75.21,38.31,1,2001
"497",-76.42,38.11,4,2001
"498",-75.73,38.33,1,2001
"499",-76.04,38.36,8,2001
"500",-77.33,39.07,1,2001
"501",-76.25,38.75,4,2001
"502",-90.2,36.98,1,2001
"503",-91.57,37.96,1,2001
"504",-90.41,36.77,2,2001
"505",-90.13,34.76,29,2001
"506",-90.58,32.55,4,2001
"507",-89.7,33.81,28,2001
"508",-89.32,31.31,74,2001
"509",-90,32.45,125,2001
"510",-88.74,30.43,59,2001
"511",-88.72,32.47,80,2001
"512",-88.78,33.27,115,2001
"513",-89.5,30.29,117,2001
"514",-90.29,33.34,1,2001
"515",-89.72,34.47,47,2001
"516",-90.91,32.31,1,2001
"517",-90.99,33.1,1,2001
"518",-78.85,35.07,12,2001
"519",-76.08,35.77,37,2001
"520",-75.55,35.78,9,2001
"521",-76.93,35.47,5,2001
"522",-75.61,35.22,14,2001
"523",-79.06,35.91,40,2001
"524",-80.88,35.18,7,2001
"525",-78.89,36.09,56,2001
"526",-78.62,36,35,2001
"527",-81.13,35.26,3,2001
"528",-79.84,36.12,6,2001
"529",-77.24,35.59,4,2001
"530",-82.55,35.34,2,2001
"531",-80.9,35.9,2,2001
"532",-79.04,35.7,139,2001
"533",-75.72,36.03,6,2001
"534",-76.13,35.45,46,2001
"535",-76.71,34.76,54,2001
"536",-77.08,35.05,12,2001
"537",-75.88,35.15,1,2001
"538",-76.65,35.14,36,2001
"539",-80.05,35.12,21,2001
"540",-76.45,35.77,1,2001
"541",-78.66,35.76,21,2001
"542",-77.57,36.4,2,2001
"543",-77.84,35.94,2,2001
"544",-78.82,35.41,24,2001
"545",-78.03,33.94,21,2001
"546",-81.57,35.3,3,2001
"547",-80.87,35.44,20,2001
"548",-79.32,35.22,141,2001
"549",-82.24,35.21,6,2001
"550",-77.98,35.32,76,2001
"551",-77.89,34.14,20,2001
"552",-80.31,36.08,9,2001
"553",-95.88,41.11,0,2001
"554",-74.88,39.01,1,2001
"555",-63.49,44.61,9,2001
"556",-59.93,45.92,1,2001
"557",-61.32,45.6,3,2001
"558",-66.09,43.83,1,2001
"559",-72.33,41.11,1,2001
"560",-73.74,40.69,1,2001
"561",-82.93,39.99,1,2001
"562",-81.95,40.53,1,2001
"563",-94.7,34.06,87,2001
"564",-95.32,35.85,4,2001
"565",-79.61,44.13,1,2001
"566",-86.29,48.71,1,2001
"567",-75.37,39.9,1,2001
"568",-76.36,39.99,2,2001
"569",-76.17,39.82,1,2001
"570",-75.37,40.4,1,2001
"571",-71.56,41.43,0,2001
"572",-80.48,32.61,32,2001
"573",-81.62,33.56,35,2001
"574",-79.7,32.93,44,2001
"575",-80.75,33.76,36,2001
"576",-82.84,34.63,42,2001
"577",-80.92,33.93,45,2001
"578",-80.22,34.5,62,2001
"579",-80.75,32.2,99,2001
"580",-82.33,34,29,2001
"581",-79.09,33.49,26,2001
"582",-80.84,34.35,20,2001
"583",-79.4,33.1,69,2001
"584",-79.74,34.22,8,2001
"585",-80.92,32.35,46,2001
"586",-80.41,33.51,94,2001
"587",-81.95,34.9,20,2001
"588",-81.62,33.2,61,2001
"589",-81.11,34.96,3,2001
"590",-83.83,35.6,4,2001
"591",-85.23,35.1,8,2001
"592",-82.13,36.34,1,2001
"593",-89.42,35.2,7,2001
"594",-84.92,35.37,7,2001
"595",-88.82,35.61,8,2001
"596",-84.08,35.91,1,2001
"597",-89.93,35.15,3,2001
"598",-85.51,35.07,12,2001
"599",-88.17,35.16,1,2001
"600",-97.7,30.18,4,2001
"601",-95.05,29.55,14,2001
"602",-97.25,30.09,41,2001
"603",-94.2,30.77,35,2001
"604",-95.57,29.77,39,2001
"605",-98.28,30.75,2,2001
"606",-94.47,29.55,1,2001
"607",-95.67,29.37,2,2001
"608",-96,33.74,2,2001
"609",-97.58,27.83,6,2001
"610",-98.31,28.49,2,2001
"611",-97.36,31.56,3,2001
"612",-96.32,30.59,2,2001
"613",-95.89,29.96,1,2001
"614",-95.36,29.02,7,2001
"615",-94.83,29.33,1,2001
"616",-96,30.58,52,2001
"617",-94.95,29.75,58,2001
"618",-95.55,30.72,44,2001
"619",-99.42,27.5,1,2001
"620",-94.72,32.38,96,2001
"621",-95.18,29.94,20,2001
"622",-95.92,32.77,2,2001
"623",-94.59,32.8,226,2001
"624",-96.99,33.03,1,2001
"625",-95.98,28.68,18,2001
"626",-94.66,31.53,485,2001
"627",-98.12,29.7,2,2001
"628",-93.91,30.07,118,2001
"629",-94.73,29.88,46,2001
"630",-97.58,29.58,2,2001
"631",-95.77,31.76,3,2001
"632",-97.12,28.07,1,2001
"633",-95.57,28.87,11,2001
"634",-95.44,30.13,148,2001
"635",-93.96,29.73,1,2001
"636",-98.62,29.32,15,2001
"637",-94.32,30.52,112,2001
"638",-94.21,33.28,7,2001
"639",-94.98,30.29,158,2001
"640",-94.42,31.96,130,2001
"641",-95.3,32.28,86,2001
"642",-97.12,32.77,2,2001
"643",-97.08,28.87,20,2001
"644",-76,36.65,15,2001
"645",-80.47,37.22,1,2001
"646",-78.81,36.73,22,2001
"647",-75.94,37.19,17,2001
"648",-77.67,38.29,2,2001
"649",-75.37,37.97,13,2001
"650",-77.19,38.71,1,2001
"651",-77.28,37.37,8,2001
"652",-77.81,38.09,1,2001
"653",-76.1,36.85,20,2001
"654",-76.31,37.44,22,2001
"655",-77.43,38.84,1,2001
"656",-76.4,37.08,11,2001
"657",-76.43,36.85,4,2001
"658",-78.17,39.05,4,2001
"659",-78.46,38.59,7,2001
"660",-77.03,37.68,1,2001
"661",-76.95,38.11,4,2001
"662",-76.7,37.28,7,2001
"663",-75.7,37.67,2,2001
"664",-86.76,33.47,20,2002
"665",-86.88,34.17,3,2002
"666",-88.13,30.34,61,2002
"667",-85.09,31.99,127,2002
"668",-87.9,30.23,47,2002
"669",-87.63,30.32,232,2002
"670",-86.28,34.39,171,2002
"671",-86.38,32.35,35,2002
"672",-87.95,30.75,51,2002
"673",-87.58,33.24,10,2002
"674",-88,34.83,27,2002
"675",-86.88,34.6,22,2002
"676",-93.05,34.13,51,2002
"677",-92.42,35.09,36,2002
"678",-94.17,36.06,1,2002
"679",-94.38,35.38,7,2002
"680",-93.14,35.17,11,2002
"681",-92.97,34.72,61,2002
"682",-91.9,34.75,12,2002
"683",-92.28,34.76,26,2002
"684",-91.32,33.4,27,2002
"685",-93.28,33.27,14,2002
"686",-93.02,35.62,18,2002
"687",-92,34.23,47,2002
"688",-93.92,33.47,13,2002
"689",-90.71,35.16,3,2002
"690",-90.23,35.35,2,2002
"691",-78.67,26.54,7,2002
"692",-77.4,25.05,4,2002
"693",-78.03,25.05,8,2002
"694",-77.92,24.88,12,2002
"695",-64.76,32.31,2,2002
"696",-120.54,34.66,0,2002
"697",-72.1,41.32,1,2002
"698",-77.07,38.87,0,2002
"699",-75.19,38.81,4,2002
"700",-75.63,39.48,2,2002
"701",-75.11,38.6,1,2002
"702",-75.57,38.58,2,2002
"703",-82.58,28.47,30,2002
"704",-85.07,29.67,46,2002
"705",-82.33,27.79,81,2002
"706",-81.32,27.65,260,2002
"707",-82.56,27.5,5,2002
"708",-85.67,30.19,88,2002
"709",-82.32,28.55,61,2002
"710",-86.52,30.45,490,2002
"711",-83.01,29.19,69,2002
"712",-80.7,28.36,21,2002
"713",-82.58,28.87,49,2002
"714",-81.52,26.37,58,2002
"715",-81.12,29.25,61,2002
"716",-80.19,25.84,15,2002
"717",-81.15,28.71,120,2002
"718",-81.85,28.85,27,2002
"719",-82.24,28.31,35,2002
"720",-81.45,26.15,42,2002
"721",-80.22,26.14,26,2002
"722",-81.99,26.56,19,2002
"723",-80.38,27.42,11,2002
"724",-82.31,29.6,122,2002
"725",-82.81,27.5,3,2002
"726",-81.49,30.42,47,2002
"727",-80.15,26.99,65,2002
"728",-80.32,25.68,31,2002
"729",-81.39,28.21,9,2002
"730",-81.85,28.03,17,2002
"731",-81.35,24.67,1,2002
"732",-80.72,25.36,19,2002
"733",-81.34,27.26,450,2002
"734",-81.52,27.89,100,2002
"735",-81.99,29.75,20,2002
"736",-80.68,28.62,9,2002
"737",-82.24,27.23,120,2002
"738",-81.76,26.13,20,2002
"739",-82.74,28.07,300,2002
"740",-82.69,28.26,150,2002
"741",-87.37,30.33,210,2002
"742",-87.15,30.45,143,2002
"743",-81.01,29.06,31,2002
"744",-82.05,26.92,195,2002
"745",-85.3,29.77,125,2002
"746",-81.32,29.93,18,2002
"747",-80.55,27.85,76,2002
"748",-82.16,26.46,1,2002
"749",-84.22,30.15,88,2002
"750",-82.68,27.8,20,2002
"751",-82.5,27.28,57,2002
"752",-80.25,27.18,33,2002
"753",-82.46,28.01,49,2002
"754",-84.24,30.53,115,2002
"755",-81.62,25.95,2,2002
"756",-82.38,27,56,2002
"757",-80.13,26.57,100,2002
"758",-81.37,28.79,110,2002
"759",-81.3,29.05,15,2002
"760",-84.42,31.43,145,2002
"761",-84.18,34.52,29,2002
"762",-83.38,33.93,36,2002
"763",-84.67,33.97,70,2002
"764",-82.02,33.44,15,2002
"765",-84.63,30.88,76,2002
"766",-84.84,32.82,123,2002
"767",-81.47,30.82,23,2002
"768",-85,32.59,60,2002
"769",-85.18,34.29,79,2002
"770",-81.43,31.11,13,2002
"771",-81.29,31.68,71,2002
"772",-83.88,31.96,51,2002
"773",-83.67,32.83,25,2002
"774",-82.13,30.8,8,2002
"775",-84.62,33.35,47,2002
"776",-83.75,33.09,36,2002
"777",-81.12,31.64,230,2002
"778",-81.47,31.47,188,2002
"779",-81.07,32.08,117,2002
"780",-89.65,39.8,1,2002
"781",-88.61,37.41,2,2002
"782",-93.5,32.29,60,2002
"783",-91.12,30.37,85,2002
"784",-92.06,31.51,175,2002
"785",-92.37,31.1,248,2002
"786",-93.11,29.82,50,2002
"787",-92.24,32.66,225,2002
"788",-90.05,29.2,1,2002
"789",-93.71,29.8,3,2002
"790",-92.1,30.19,135,2002
"791",-92.81,30.06,247,2002
"792",-93.06,31.82,61,2002
"793",-91.89,30,79,2002
"794",-89.92,30.02,32,2002
"795",-89.79,30.25,251,2002
"796",-92.38,30.76,301,2002
"797",-90.47,30.09,43,2002
"798",-93.39,29.85,71,2002
"799",-93.89,32.54,158,2002
"800",-90.09,30.42,235,2002
"801",-91.37,32.28,1,2002
"802",-90.75,29.82,14,2002
"803",-89.48,29.34,8,2002
"804",-70.23,42.15,1,2002
"805",-70,41.72,1,2002
"806",-71.43,42.43,1,2002
"807",-70.3,41.7,2,2002
"808",-70.52,41.36,7,2002
"809",-70.09,41.29,8,2002
"810",-70.6,41.87,4,2002
"811",-71.03,41.87,1,2002
"812",-71.67,42.07,1,2002
"813",-76.49,39.27,1,2002
"814",-75.76,38.03,2,2002
"815",-75.84,38.91,3,2002
"816",-76.19,39.14,2,2002
"817",-75.21,38.31,7,2002
"818",-76.42,38.11,4,2002
"819",-76.5,38.34,6,2002
"820",-75.73,38.33,3,2002
"821",-77.33,39.07,2,2002
"822",-76.25,38.75,6,2002
"823",-68.68,44.91,1,2002
"824",-69.66,44.56,1,2002
"825",-91.01,36.96,2,2002
