"","long","lat","counts","Year"
"5172",-93.3251,35.3417,16,2014
"5173",-92.0667,33.15,15,2014
"5174",-91.8957,34.749,3,2014
"5175",-92.2792,34.7582,8,2014
"5176",-93.2832,33.2684,41,2014
"5177",-93.6447,35.167,1,2014
"5178",-93.0167,35.6171,11,2014
"5179",-92.0033,34.2295,10,2014
"5180",-93.9215,33.4725,1,2014
"5181",-91.121,34.3146,4,2014
"5182",-109.1364,31.9009,1,2014
"5183",-110.7295,32.3353,1,2014
"5184",-110.9735,32.3016,2,2014
"5185",-77.2569,26.0418,11,2014
"5186",-78.6739,26.5397,18,2014
"5187",-77.3817,26.741,15,2014
"5188",-77.3968,25.0541,0,2014
"5189",-64.7585,32.3058,0,2014
"5190",-103.033,38.058,1,2014
"5191",-104.5196,38.1753,1,2014
"5192",-72.9323,41.3007,1,2014
"5193",-77.0685,38.8674,1,2014
"5194",-75.4275,38.9595,1,2014
"5195",-75.6347,39.4753,1,2014
"5196",-75.1073,38.6035,1,2014
"5197",-75.5739,38.5845,7,2014
"5198",-75.6399,39.745,1,2014
"5199",-82.5833,28.4667,85,2014
"5200",-85.0737,29.6749,34,2014
"5201",-82.3349,27.792,130,2014
"5202",-81.3167,27.6501,800,2014
"5203",-82.5631,27.501,18,2014
"5204",-85.6719,30.1851,76,2014
"5205",-81.5496,28.3753,64,2014
"5206",-82.3245,28.548,128,2014
"5207",-81.72,26.87,130,2014
"5208",-86.5182,30.4462,100,2014
"5209",-83.0149,29.1942,19,2014
"5210",-81.7651,28.5404,330,2014
"5211",-80.7026,28.3622,35,2014
"5212",-82.5776,28.8712,175,2014
"5213",-81.5217,26.3666,78,2014
"5214",-81.1167,29.25,30,2014
"5215",-80.1883,25.8402,40,2014
"5216",-81.1467,28.7094,68,2014
"5217",-81.8501,28.85,200,2014
"5218",-82.2374,28.3103,150,2014
"5219",-82.7789,27.6025,8,2014
"5220",-81.265,29.497,36,2014
"5221",-81.4535,26.1486,108,2014
"5222",-80.2191,26.136,13,2014
"5223",-81.9906,26.5551,30,2014
"5224",-80.3828,27.4177,10,2014
"5225",-82.3127,29.6027,130,2014
"5226",-82.6785,29.9335,104,2014
"5227",-81.4877,30.4152,30,2014
"5228",-85.1612,30.8916,65,2014
"5229",-80.1469,26.9921,110,2014
"5230",-80.3175,25.6789,110,2014
"5231",-81.3936,28.2062,11,2014
"5232",-81.8507,28.0261,65,2014
"5233",-82.6371,30.1894,95,2014
"5234",-80.7186,25.3568,85,2014
"5235",-81.3441,27.2601,300,2014
"5236",-84.9895,30.6633,100,2014
"5237",-81.5189,27.8939,200,2014
"5238",-81.9929,29.748,200,2014
"5239",-80.6815,28.6171,12,2014
"5240",-82.236,27.233,90,2014
"5241",-81.2827,29.7154,44,2014
"5242",-81.7645,26.1278,129,2014
"5243",-82.7388,28.0672,105,2014
"5244",-82.6949,28.2604,185,2014
"5245",-81.7317,26.651,41,2014
"5246",-87.1548,30.4474,179,2014
"5247",-81.0073,29.0623,25,2014
"5248",-82.0474,26.9243,175,2014
"5249",-85.2986,29.7703,34,2014
"5250",-81.3162,29.9333,28,2014
"5251",-80.55,27.8486,260,2014
"5252",-82.1567,26.4594,1,2014
"5253",-84.2227,30.1536,104,2014
"5254",-80.916,26.516,4,2014
"5255",-82.6794,27.7991,75,2014
"5256",-82.4976,27.2841,37,2014
"5257",-80.2624,27.2121,35,2014
"5258",-82.4595,28.0107,30,2014
"5259",-84.2364,30.5291,107,2014
"5260",-81.62,25.95,20,2014
"5261",-82.3793,27.0048,100,2014
"5262",-82.2944,29.109,116,2014
"5263",-80.127,26.5672,100,2014
"5264",-81.3679,28.7863,150,2014
"5265",-81.3039,29.0543,47,2014
"5266",-81.6062,28.7309,54,2014
"5267",-84.4167,31.4333,241,2014
"5268",-84.182,34.519,7,2014
"5269",-83.3812,33.9305,26,2014
"5270",-84.6667,33.9667,64,2014
"5271",-82.0239,33.4393,16,2014
"5272",-84.6315,30.885,102,2014
"5273",-84.3394,34.8747,4,2014
"5274",-84.8437,32.824,12,2014
"5275",-84.6474,34.8775,2,2014
"5276",-81.4673,30.8151,17,2014
"5277",-84.7917,34.5801,18,2014
"5278",-85.0004,32.5861,33,2014
"5279",-84.9667,34.7667,2,2014
"5280",-82.9239,32.6297,29,2014
"5281",-85.1805,34.2898,14,2014
"5282",-81.4261,31.1128,25,2014
"5283",-81.294,31.6837,101,2014
"5284",-84.3429,33.7833,123,2014
"5285",-83.8839,31.9621,62,2014
"5286",-83.2823,33.612,32,2014
"5287",-83.6663,32.8321,28,2014
"5288",-82.1333,30.8001,49,2014
"5289",-84.6231,33.3468,73,2014
"5290",-83.747,33.0936,119,2014
"5291",-84.3229,34.0335,27,2014
"5292",-81.1226,31.6351,334,2014
"5293",-81.4669,31.4669,202,2014
"5294",-81.0667,32.0842,26,2014
"5295",-86.3984,39.0152,1,2014
"5296",-85.5394,41.5394,0,2014
"5297",-88.1683,36.9367,1,2014
"5298",-91.1194,30.3661,25,2014
"5299",-92.0589,31.508,8,2014
"5300",-92.95,32.78,167,2014
"5301",-92.3667,31.1,17,2014
"5302",-93.1113,29.8159,2,2014
"5303",-92.3619,30.1107,31,2014
"5304",-92.241,32.6583,100,2014
"5305",-93.439,31.334,276,2014
"5306",-90.0458,29.1996,1,2014
"5307",-93.7149,29.801,1,2014
"5308",-92.1042,30.1901,35,2014
"5309",-92.8147,30.0626,84,2014
"5310",-93.0635,31.824,32,2014
"5311",-91.8949,30.0017,10,2014
"5312",-89.9167,30.0236,7,2014
"5313",-89.7933,30.25,39,2014
"5314",-92.3765,30.7643,31,2014
"5315",-90.4711,30.0867,7,2014
"5316",-93.6164,32.3625,3,2014
"5317",-93.3892,29.8545,4,2014
"5318",-93.0875,30.0373,18,2014
"5319",-93.8922,32.5371,138,2014
"5320",-90.0886,30.4211,109,2014
"5321",-89.4767,29.3392,5,2014
"5322",-92.4242,29.8744,24,2014
"5323",-70.6206,41.6517,4,2014
"5324",-69.9968,41.7207,5,2014
"5325",-71.4333,42.4333,1,2014
"5326",-71.0955,42.3973,1,2014
"5327",-70.6537,42.0973,1,2014
"5328",-70.3002,41.7004,3,2014
"5329",-70.5207,41.3571,1,2014
"5330",-70.0901,41.2901,7,2014
"5331",-70.8987,42.7398,0,2014
"5332",-70.6012,41.8733,6,2014
"5333",-70.9333,42.2167,1,2014
"5334",-71.0324,41.8691,4,2014
"5335",-70.0356,41.9847,1,2014
"5336",-75.7577,38.0298,1,2014
"5337",-75.835,38.9055,1,2014
"5338",-76.1921,39.1427,1,2014
"5339",-75.2122,38.3128,4,2014
"5340",-76.4212,38.1061,2,2014
"5341",-75.7333,38.3333,5,2014
"5342",-76.2531,38.7506,1,2014
"5343",-76.9885,39.1605,1,2014
"5344",-91.5698,37.9594,1,2014
"5345",-90.1306,34.7624,14,2014
"5346",-89.1892,31.072,235,2014
"5347",-88.519,34.9391,2,2014
"5348",-90.58,32.5458,17,2014
"5349",-89.7016,33.8051,44,2014
"5350",-89.3166,31.3073,13,2014
"5351",-90.004,32.4476,56,2014
"5352",-88.7119,30.4366,44,2014
"5353",-88.723,32.4676,108,2014
"5354",-88.7837,33.2711,172,2014
"5355",-89.5034,30.2906,41,2014
"5356",-90.2479,33.3624,18,2014
"5357",-89.7222,34.47,27,2014
"5358",-88.7012,34.2276,3,2014
"5359",-90.9068,32.3108,8,2014
"5360",-90.9857,33.097,3,2014
"5361",-64.5754,46.2723,1,2014
"5362",-79.4003,36.0693,1,2014
"5363",-76.08,35.77,29,2014
"5364",-75.5458,35.7824,14,2014
"5365",-76.9344,35.4719,20,2014
"5366",-78.8479,35.1005,27,2014
"5367",-75.6067,35.2188,15,2014
"5368",-79.0558,35.9131,31,2014
"5369",-80.8759,35.1765,17,2014
"5370",-81.3096,35.7918,1,2014
"5371",-78.8907,36.0868,12,2014
"5372",-78.6162,35.9969,27,2014
"5373",-81.1334,35.2609,15,2014
"5374",-79.837,36.1163,14,2014
"5375",-77.2387,35.5885,12,2014
"5376",-82.553,35.343,1,2014
"5377",-77.7313,34.3406,36,2014
"5378",-80.2667,36.3951,1,2014
"5379",-79.0433,35.695,17,2014
"5380",-75.7185,36.031,7,2014
"5381",-78.3,34.6,10,2014
"5382",-77.3512,34.6205,65,2014
"5383",-76.1333,35.45,4,2014
"5384",-76.7094,34.759,46,2014
"5385",-77.0833,35.05,60,2014
"5386",-76.6526,35.1435,2,2014
"5387",-80.05,35.1167,1,2014
"5388",-76.45,35.7667,3,2014
"5389",-78.6593,35.7622,14,2014
"5390",-77.5651,36.4025,1,2014
"5391",-77.8396,35.9385,9,2014
"5392",-79.9381,36.4388,1,2014
"5393",-78.818,35.4095,5,2014
"5394",-78.0265,33.9388,35,2014
"5395",-80.8689,35.4424,25,2014
"5396",-79.3167,35.2167,144,2014
"5397",-81.2204,36.0996,1,2014
"5398",-77.8936,34.1401,45,2014
"5399",-80.3067,36.084,9,2014
"5400",-70.8333,42.9833,1,2014
"5401",-70.9833,43.1667,1,2014
"5402",-71.5194,43.5548,1,2014
"5403",-71.5462,42.8049,0,2014
"5404",-74.8778,39.0123,1,2014
"5405",-74.1451,40.0159,0,2014
"5406",-74.8343,39.4832,3,2014
"5407",-74.9391,39.9422,1,2014
"5408",-74.7391,39.7701,2,2014
"5409",-52.7239,47.5833,1,2014
"5410",-63.7532,44.7246,2,2014
"5411",-63.9144,45.3847,1,2014
"5412",-63.4947,44.6096,8,2014
"5413",-59.9333,45.9167,1,2014
"5414",-61.3167,45.6,2,2014
"5415",-60.75,45.6333,1,2014
"5416",-60.2923,46.1791,0,2014
"5417",-63.3438,45.3625,2,2014
"5418",-64.0823,45.0498,0,2014
"5419",-64.3863,45.0853,1,2014
"5420",-73.2493,40.7038,1,2014
"5421",-73.5938,40.866,1,2014
"5422",-73.7448,40.6932,3,2014
"5423",-72.4524,40.8591,1,2014
"5424",-73.1386,40.9133,1,2014
"5425",-82.9315,39.9851,1,2014
"5426",-81.6288,40.4398,1,2014
"5427",-94.7048,34.0554,6,2014
"5428",-81.3109,42.9536,0,2014
"5429",-75.426,40.1341,2,2014
"5430",-76.1698,39.8172,1,2014
"5431",-63.0363,46.1384,1,2014
"5432",-71.6178,18.3541,9,2014
"5433",-71.6436,41.8475,1,2014
"5434",-80.4813,32.6126,137,2014
"5435",-81.6179,33.5636,47,2014
"5436",-79.7,32.9333,34,2014
"5437",-80.7476,33.7612,45,2014
"5438",-82.8365,34.6346,16,2014
"5439",-80.9214,33.93,20,2014
"5440",-80.2249,34.5041,59,2014
"5441",-80.421,33.2113,88,2014
"5442",-80.75,32.2,91,2014
"5443",-82.9787,34.8137,18,2014
"5444",-82.3333,34,15,2014
"5445",-80.5397,32.3994,31,2014
"5446",-79.0904,33.4908,39,2014
"5447",-81.1712,34.0346,11,2014
"5448",-79.4037,33.1003,48,2014
"5449",-82.3458,35.0097,4,2014
"5450",-79.7379,34.2158,5,2014
"5451",-80.4825,33.7394,8,2014
"5452",-82.6112,34.2603,3,2014
"5453",-80.9232,32.3512,188,2014
"5454",-80.1146,32.6296,32,2014
"5455",-80.408,33.5104,38,2014
"5456",-81.95,34.9,12,2014
"5457",-81.6167,33.2,73,2014
"5458",-79.2292,33.2458,32,2014
"5459",-81.106,34.9565,5,2014
"5460",-87.4573,35.3001,1,2014
"5461",-88.0821,36.3405,2,2014
"5462",-85.2292,35.104,23,2014
"5463",-89.42,35.2,2,2014
"5464",-84.92,35.3655,3,2014
"5465",-88.8205,35.6119,6,2014
"5466",-84.0796,35.9136,4,2014
"5467",-89.9333,35.15,9,2014
"5468",-85.5113,35.0664,6,2014
"5469",-88.1666,35.1632,12,2014
"5470",-96.3667,29.6344,110,2014
"5471",-97.698,30.1834,10,2014
"5472",-95.0489,29.5498,29,2014
"5473",-98.3944,26.2235,1,2014
"5474",-97.2484,30.0866,100,2014
"5475",-94.2,30.7667,64,2014
"5476",-95.5699,29.7715,72,2014
"5477",-94.4668,29.5504,6,2014
"5478",-95.5657,29.1521,8,2014
"5479",-97.45,30.9667,4,2014
"5480",-97.4748,25.9328,0,2014
"5481",-95.6688,29.3734,20,2014
"5482",-96.951,32.5931,1,2014
"5483",-97.2938,27.6584,10,2014
"5484",-98.3082,28.4913,16,2014
"5485",-97.3556,31.556,4,2014
"5486",-96.3175,30.593,6,2014
"5487",-95.89,29.9561,2,2014
"5488",-100.9585,29.4651,1,2014
"5489",-95.3551,29.0172,20,2014
"5490",-96,30.5833,10,2014
"5491",-96.8635,28.533,33,2014
"5492",-97.7395,30.6999,1,2014
"5493",-94.9492,29.7497,32,2014
"5494",-95.552,30.7156,91,2014
"5495",-99.4167,27.5,1,2014
"5496",-94.7162,32.3765,78,2014
"5497",-95.9167,32.7667,1,2014
"5498",-94.5947,32.8001,151,2014
"5499",-97.4397,30.2209,4,2014
"5500",-96.5363,32.9296,1,2014
"5501",-96.9929,33.0301,1,2014
"5502",-95.9833,28.6833,16,2014
"5503",-94.6563,31.5332,162,2014
"5504",-98.1167,29.7,4,2014
"5505",-93.905,30.0741,8,2014
"5506",-94.7263,29.8776,45,2014
"5507",-97.1,27.8502,2,2014
"5508",-94.9459,30.6331,4,2014
"5509",-97.5833,29.5833,4,2014
"5510",-95.7664,31.7624,3,2014
"5511",-96.0728,32.0299,2,2014
"5512",-97.1167,28.0669,2,2014
"5513",-98.1917,26.1492,1,2014
"5514",-95.5667,28.8667,7,2014
"5515",-95.4432,30.1268,21,2014
"5516",-98.608,29.3148,1,2014
"5517",-96.6577,32.6407,2,2014
"5518",-94.3167,30.5168,83,2014
"5519",-94.2082,33.2784,52,2014
"5520",-94.98,30.286,37,2014
"5521",-95.2991,32.2777,61,2014
"5522",-99.7862,29.2096,0,2014
"5523",-97.1167,32.7667,1,2014
"5524",-97.0784,28.8723,1,2014
"5525",-97.0451,31.5194,2,2014
"5526",-76,36.65,3,2014
"5527",-80.469,37.2153,1,2014
"5528",-78.8101,36.7327,0,2014
"5529",-75.941,37.1899,8,2014
"5530",-75.3669,37.9672,5,2014
"5531",-77.1939,38.709,1,2014
"5532",-77.2842,37.367,1,2014
"5533",-76.0994,36.8508,15,2014
"5534",-76.3143,37.4399,7,2014
"5535",-76.3956,37.0799,21,2014
"5536",-76.4333,36.8472,23,2014
"5537",-75.7859,37.4373,2,2014
"5538",-77.0313,37.6809,1,2014
"5539",-76.9478,38.1143,1,2014
"5540",-76.6987,37.2792,7,2014
"5541",-75.6998,37.6707,11,2014
"5542",-88.5825,44.0324,0,2014
"5543",-85.4497,32.586,36,2015
"5544",-86.7583,33.466,3,2015
"5545",-88.1284,30.3385,50,2015
"5546",-85.0886,31.9939,55,2015
"5547",-87.6333,30.3167,146,2015
"5548",-86.2803,34.3883,119,2015
"5549",-86.3831,32.3496,36,2015
"5550",-87.5766,33.239,4,2015
"5551",-88.0002,34.8333,30,2015
"5552",-86.8837,34.6001,19,2015
"5553",-93.05,34.1333,13,2015
"5554",-91.2917,34.872,1,2015
"5555",-93.1425,36.1715,1,2015
"5556",-92.4227,35.0916,30,2015
"5557",-94.1719,36.0566,4,2015
"5558",-94.3766,35.3818,1,2015
"5559",-93.1382,35.166,3,2015
"5560",-92.9667,34.7167,54,2015
"5561",-93.0333,34.4667,22,2015
"5562",-93.3251,35.3417,7,2015
"5563",-92.0667,33.15,21,2015
"5564",-91.8957,34.749,2,2015
"5565",-92.2792,34.7582,10,2015
"5566",-93.2832,33.2684,5,2015
"5567",-93.6447,35.167,2,2015
"5568",-90.6994,34.6529,7,2015
"5569",-93.0167,35.6171,8,2015
"5570",-92.0033,34.2295,21,2015
"5571",-92.1885,36.0367,3,2015
"5572",-93.9215,33.4725,5,2015
"5573",-90.7084,35.1612,1,2015
"5574",-110.9735,32.3016,1,2015
"5575",-77.2569,26.0418,7,2015
"5576",-78.6739,26.5397,7,2015
"5577",-77.3817,26.741,20,2015
"5578",-64.7585,32.3058,4,2015
"5579",-105.2725,40.0256,1,2015
"5580",-84.7667,10.2999,1,2015
"5581",-73.6138,41.0826,0,2015
"5582",-72.1007,41.3236,1,2015
"5583",-73.1411,41.4,1,2015
"5584",-73.358,41.164,1,2015
"5585",-77.0685,38.8674,0,2015
"5586",-75.4275,38.9595,1,2015
"5587",-75.1073,38.6035,1,2015
"5588",-82.5833,28.4667,36,2015
"5589",-85.0737,29.6749,100,2015
"5590",-82.3349,27.792,150,2015
"5591",-81.3167,27.6501,550,2015
"5592",-82.5631,27.501,22,2015
"5593",-85.6719,30.1851,83,2015
"5594",-81.5496,28.3753,58,2015
"5595",-82.3245,28.548,17,2015
"5596",-81.72,26.87,105,2015
"5597",-86.5182,30.4462,280,2015
"5598",-83.0149,29.1942,23,2015
"5599",-81.7651,28.5404,215,2015
"5600",-80.7026,28.3622,55,2015
"5601",-82.5776,28.8712,350,2015
"5602",-81.5217,26.3666,85,2015
"5603",-81.1167,29.25,32,2015
"5604",-80.1883,25.8402,17,2015
"5605",-81.1467,28.7094,116,2015
"5606",-81.8501,28.85,600,2015
"5607",-82.2374,28.3103,200,2015
"5608",-82.7789,27.6025,10,2015
"5609",-81.265,29.497,83,2015
"5610",-81.4535,26.1486,115,2015
"5611",-80.2191,26.136,24,2015
"5612",-81.9906,26.5551,8,2015
"5613",-80.3828,27.4177,28,2015
"5614",-82.3127,29.6027,221,2015
"5615",-82.6785,29.9335,200,2015
"5616",-81.4877,30.4152,46,2015
"5617",-85.1612,30.8916,175,2015
"5618",-80.1469,26.9921,100,2015
"5619",-80.3175,25.6789,67,2015
"5620",-81.3936,28.2062,50,2015
"5621",-81.8507,28.0261,100,2015
"5622",-82.6371,30.1894,300,2015
"5623",-80.7186,25.3568,86,2015
"5624",-81.3441,27.2601,100,2015
"5625",-84.9895,30.6633,130,2015
"5626",-81.5189,27.8939,114,2015
"5627",-81.9929,29.748,150,2015
"5628",-80.6815,28.6171,4,2015
"5629",-82.236,27.233,100,2015
"5630",-81.2827,29.7154,117,2015
"5631",-81.7645,26.1278,34,2015
"5632",-82.7388,28.0672,250,2015
"5633",-82.6949,28.2604,225,2015
"5634",-81.7317,26.651,34,2015
"5635",-87.1548,30.4474,113,2015
"5636",-81.0073,29.0623,82,2015
"5637",-82.0474,26.9243,100,2015
"5638",-85.2986,29.7703,24,2015
"5639",-81.3162,29.9333,51,2015
"5640",-80.55,27.8486,375,2015
"5641",-84.2227,30.1536,124,2015
"5642",-80.916,26.516,5,2015
"5643",-82.6794,27.7991,62,2015
"5644",-82.4976,27.2841,115,2015
"5645",-80.2624,27.2121,300,2015
"5646",-82.4595,28.0107,40,2015
"5647",-84.2364,30.5291,97,2015
"5648",-81.62,25.95,66,2015
"5649",-82.3793,27.0048,100,2015
"5650",-82.2944,29.109,400,2015
"5651",-80.127,26.5672,100,2015
"5652",-81.3679,28.7863,204,2015
"5653",-81.3039,29.0543,75,2015
"5654",-81.6062,28.7309,111,2015
"5655",-84.4167,31.4333,101,2015
"5656",-84.182,34.519,20,2015
"5657",-83.3812,33.9305,24,2015
"5658",-84.6667,33.9667,48,2015
"5659",-82.0239,33.4393,8,2015
"5660",-84.6315,30.885,24,2015
"5661",-84.3394,34.8747,5,2015
"5662",-84.8437,32.824,9,2015
"5663",-84.6474,34.8775,17,2015
"5664",-81.4673,30.8151,26,2015
"5665",-84.7917,34.5801,18,2015
"5666",-85.0004,32.5861,31,2015
"5667",-84.9667,34.7667,3,2015
"5668",-82.9239,32.6297,168,2015
"5669",-85.1805,34.2898,17,2015
"5670",-81.4261,31.1128,33,2015
"5671",-81.294,31.6837,120,2015
"5672",-84.3429,33.7833,81,2015
"5673",-83.8839,31.9621,31,2015
"5674",-83.2823,33.612,56,2015
"5675",-83.6663,32.8321,38,2015
"5676",-82.1333,30.8001,163,2015
"5677",-84.6231,33.3468,16,2015
"5678",-83.747,33.0936,28,2015
"5679",-84.3229,34.0335,39,2015
"5680",-81.1226,31.6351,385,2015
"5681",-81.4669,31.4669,114,2015
"5682",-81.0667,32.0842,64,2015
"5683",-89.0212,37.7196,2,2015
"5684",-89.35,37.7167,0,2015
"5685",-88.9677,38.1324,2,2015
"5686",-86.6062,38.4347,2,2015
"5687",-97.3496,37.6912,1,2015
"5688",-84.0942,37.1354,1,2015
"5689",-85.6284,38.2929,2,2015
"5690",-91.1194,30.3661,31,2015
"5691",-92.0589,31.508,23,2015
"5692",-92.95,32.78,178,2015
"5693",-92.3667,31.1,203,2015
"5694",-93.1113,29.8159,16,2015
"5695",-92.3619,30.1107,70,2015
"5696",-92.241,32.6583,129,2015
"5697",-93.439,31.334,105,2015
"5698",-93.7149,29.801,4,2015
"5699",-92.1042,30.1901,86,2015
"5700",-93.3,30.15,17,2015
"5701",-92.8147,30.0626,296,2015
"5702",-93.0635,31.824,30,2015
"5703",-91.8949,30.0017,70,2015
"5704",-89.9167,30.0236,10,2015
"5705",-89.7933,30.25,72,2015
"5706",-92.3765,30.7643,129,2015
"5707",-90.4711,30.0867,6,2015
"5708",-93.6164,32.3625,55,2015
"5709",-93.3892,29.8545,43,2015
"5710",-93.0875,30.0373,103,2015
"5711",-93.8922,32.5371,46,2015
"5712",-90.0886,30.4211,101,2015
"5713",-90.75,29.8167,19,2015
"5714",-89.4767,29.3392,5,2015
"5715",-92.4242,29.8744,68,2015
"5716",-70.6206,41.6517,17,2015
"5717",-69.9968,41.7207,13,2015
"5718",-71.4333,42.4333,0,2015
"5719",-71.0955,42.3973,1,2015
"5720",-70.3002,41.7004,23,2015
"5721",-70.5207,41.3571,2,2015
"5722",-70.0901,41.2901,31,2015
"5723",-70.6012,41.8733,5,2015
"5724",-70.9333,42.2167,1,2015
"5725",-71.0324,41.8691,3,2015
"5726",-70.0356,41.9847,7,2015
"5727",-75.7577,38.0298,17,2015
"5728",-75.9153,39.2762,2,2015
"5729",-75.9424,39.5333,1,2015
"5730",-76.1921,39.1427,1,2015
"5731",-76.4104,39.3089,1,2015
"5732",-76.4212,38.1061,3,2015
"5733",-77.0333,38.4833,1,2015
"5734",-75.7333,38.3333,4,2015
"5735",-76.2531,38.7506,2,2015
"5736",-70.0268,43.8229,1,2015
"5737",-70.2035,44.1051,1,2015
"5738",-69.1684,44.0815,1,2015
"5739",-90.2,36.9833,3,2015
"5740",-90.1306,34.7624,23,2015
"5741",-89.1892,31.072,205,2015
"5742",-90.9545,33.7769,2,2015
"5743",-89.7016,33.8051,10,2015
"5744",-89.3166,31.3073,37,2015
"5745",-90.004,32.4476,53,2015
"5746",-88.7119,30.4366,26,2015
"5747",-91.3792,31.6167,12,2015
"5748",-88.7837,33.2711,93,2015
"5749",-89.5034,30.2906,71,2015
"5750",-90.2479,33.3624,3,2015
"5751",-89.7222,34.47,47,2015
"5752",-90.9068,32.3108,11,2015
"5753",-90.9857,33.097,7,2015
"5754",-64.7779,46.4874,2,2015
"5755",-66.5832,45.9117,1,2015
"5756",-66.8,44.6833,2,2015
"5757",-65.9189,45.4795,2,2015
"5758",-64.5754,46.2723,1,2015
"5759",-64.3603,45.9042,1,2015
"5760",-76.08,35.77,15,2015
"5761",-75.5458,35.7824,2,2015
"5762",-76.9344,35.4719,4,2015
"5763",-78.8479,35.1005,27,2015
"5764",-75.6067,35.2188,28,2015
"5765",-79.0558,35.9131,66,2015
"5766",-80.8759,35.1765,37,2015
"5767",-81.3096,35.7918,2,2015
"5768",-78.8907,36.0868,14,2015
"5769",-78.6162,35.9969,25,2015
"5770",-81.1334,35.2609,7,2015
"5771",-79.837,36.1163,4,2015
"5772",-77.2387,35.5885,21,2015
"5773",-80.2667,36.3951,5,2015
"5774",-80.8997,35.8967,2,2015
"5775",-79.0433,35.695,55,2015
"5776",-75.7185,36.031,13,2015
"5777",-78.3,34.6,14,2015
"5778",-76.1333,35.45,5,2015
"5779",-76.7094,34.759,7,2015
"5780",-77.0833,35.05,17,2015
"5781",-76.6526,35.1435,32,2015
"5782",-80.05,35.1167,13,2015
"5783",-76.45,35.7667,12,2015
"5784",-78.6593,35.7622,27,2015
"5785",-77.5651,36.4025,5,2015
"5786",-77.8396,35.9385,12,2015
"5787",-79.9381,36.4388,1,2015
"5788",-78.818,35.4095,17,2015
"5789",-78.0265,33.9388,50,2015
"5790",-80.8689,35.4424,21,2015
"5791",-81.0247,36.3447,1,2015
"5792",-79.3167,35.2167,49,2015
"5793",-81.2204,36.0996,1,2015
"5794",-77.8936,34.1401,33,2015
"5795",-80.3067,36.084,13,2015
"5796",-82.2879,35.8782,1,2015
"5797",-71.5462,42.8049,1,2015
"5798",-74.1667,39.6667,4,2015
"5799",-75.2004,39.3325,1,2015
"5800",-74.8778,39.0123,0,2015
"5801",-75.1428,39.5834,1,2015
"5802",-74.4017,40.6983,3,2015
"5803",-74.8343,39.4832,1,2015
"5804",-75.2442,39.7727,1,2015
"5805",-74.9098,40.6365,1,2015
"5806",-74.7391,39.7701,5,2015
"5807",-74.7276,40.1918,1,2015
"5808",-52.7239,47.5833,1,2015
"5809",-61.9143,45.6007,2,2015
"5810",-63.7532,44.7246,1,2015
"5811",-65.6167,43.4834,0,2015
"5812",-59.95,46.1417,1,2015
"5813",-63.4947,44.6096,3,2015
"5814",-64.2583,44.4067,3,2015
"5815",-62.6167,45.6834,1,2015
"5816",-60.2923,46.1791,3,2015
"5817",-63.3438,45.3625,1,2015
"5818",-64.3863,45.0853,1,2015
"5819",-64.7357,43.9659,0,2015
"5820",-72,41.05,4,2015
"5821",-73.7448,40.6932,3,2015
"5822",-74.15,40.5833,1,2015
"5823",-73.5907,40.6298,3,2015
"5824",-73.695,43.0744,1,2015
"5825",-82.9412,40.1905,1,2015
"5826",-81.6288,40.4398,0,2015
"5827",-94.7048,34.0554,2,2015
"5828",-95.3167,35.85,1,2015
"5829",-97.5834,35.5368,1,2015
"5830",-96.65,34.1833,3,2015
"5831",-92.8363,49.7822,0,2015
"5832",-78.7167,44.9168,1,2015
"5833",-79.5,44.5834,1,2015
"5834",-76.3334,45.3338,0,2015
"5835",-79.6875,43.4878,1,2015
"5836",-80.7919,42.6808,1,2015
"5837",-75.3729,39.8992,1,2015
"5838",-77.3667,41.1334,0,2015
"5839",-76.1698,39.8172,1,2015
"5840",-72.71,45.3937,1,2015
"5841",-71.969,45.3241,2,2015
"5842",-71.6178,18.3541,8,2015
"5843",-71.5777,41.2324,2,2015
"5844",-71.5588,41.4295,1,2015
"5845",-80.4813,32.6126,98,2015
"5846",-81.6179,33.5636,35,2015
"5847",-79.7,32.9333,65,2015
"5848",-80.7476,33.7612,104,2015
"5849",-82.8365,34.6346,28,2015
"5850",-80.9214,33.93,28,2015
"5851",-80.2249,34.5041,24,2015
"5852",-80.421,33.2113,76,2015
"5853",-80.75,32.2,126,2015
"5854",-82.9787,34.8137,16,2015
"5855",-82.3333,34,4,2015
"5856",-80.5397,32.3994,42,2015
"5857",-79.0904,33.4908,105,2015
"5858",-81.1712,34.0346,18,2015
"5859",-80.8368,34.3548,35,2015
"5860",-79.4037,33.1003,61,2015
"5861",-82.3458,35.0097,1,2015
"5862",-79.7379,34.2158,18,2015
"5863",-80.4825,33.7394,64,2015
"5864",-82.6112,34.2603,1,2015
"5865",-80.9232,32.3512,123,2015
"5866",-80.1146,32.6296,33,2015
"5867",-80.408,33.5104,90,2015
"5868",-81.95,34.9,16,2015
"5869",-81.6167,33.2,52,2015
"5870",-79.2292,33.2458,28,2015
"5871",-81.106,34.9565,1,2015
"5872",-106.6704,52.0714,1,2015
"5873",-82.0999,36.6058,1,2015
"5874",-88.0821,36.3405,6,2015
"5875",-85.2292,35.104,16,2015
"5876",-87.3833,36.5,1,2015
"5877",-87.9211,35.9474,2,2015
"5878",-89.42,35.2,6,2015
"5879",-84.92,35.3655,2,2015
"5880",-88.8205,35.6119,3,2015
"5881",-82.5167,36.5,0,2015
