"","y1980","y1981","y1982","y1983","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"58",2,0.5,0.5,0,1,0,0,0.5,0,0.5,1,0,2,0,2,0.5,1.5,2,3,0,0.5,2,0,1,1,2,1,0,0.5,2,2.5,0,3,3,4,0
"59",NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,1.5,2,1.5,2,1,0.5,2.5,1.5,1,2,2.5,2,1.5,2,2,2,4,2,1.5,0,4,0,1,0
"60",1.5,0,0,2,2,1,2.5,0,0,2,4,0,1,2,0,3,0,0.5,0.5,1,1,0.5,2,1,1,1.5,3,0.5,2,1.5,2,2,2,2,4,2
"61",1,1.5,0,2,1.5,0,1,2,2,1,2,0,2,0,0,3,1.5,3,3,2,0,2,0,0,0,1.5,0,0,0.5,0,0,0,2,2,4,0
"62",1,1,1,0,2,1.5,1,2,0,2,0,0,3,0,0,1,1.5,0,0,0,2.5,2,0,0,0,1.5,2,1,2,0,0,0,0,2,4,4
"63",0.5,1,1.5,1,1,0,1,1.5,1,2,1,0,2,0,2.5,2,1.5,3,2,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA,0,2,0,0.5,3,2.5,3,0.5,1,3,2,2.5,2,0.5,1.5,1.5,2,1,0,0.5,2.5,3,1.5,0.5,1,0,4,4,4,0
"65",NA,NA,NA,NA,NA,NA,2,1,0,0,2,2,1.5,2,2,2,2.5,0,0,0,2,2,0.5,1.5,2,0,0,1.5,0.5,0,0,0,4,4,4,4
"66",0,1,1,NA,2,2,1.5,0,2.5,0.5,1.5,0.5,2,2,3,0.5,0,1,1,0,0.5,2,1.5,0,1.5,2,0,4,NA,0.5,1,4,2,4,4,2
"67",0,2,0,0,1,2,2,1,0,0,3,2,1.5,2,1,1.5,2,1.5,2,2,0.5,1,0,1,1,0,2,3,1,1,2,2,4,4,4,2
"68",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,1,0.5,1.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.5,0,1,2,0,0,1,0,0,1,2,0.5,1.5,0,0,2,0.5,1,0.5,0.5,0,2,NA,NA,NA,NA,NA,NA,1,0,2,0,2,3,4,4
"70",NA,NA,NA,NA,NA,NA,2,1,0.5,0,1,0.5,1.5,0.5,0,0.5,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,4,2,0,0,4
"71",NA,NA,NA,NA,NA,NA,1,0,0,2,0.5,2.5,0.5,2,0,0,0,0,0,0,0,1,0,0.5,2,0,0.5,2,0,1,0,0,4,4,0,0
"72",2,1,2,0,2,0,0,0.5,0,1,0.5,2,4,0,0,0.5,2,0,0,0,0,0,0,0.5,2,0.5,0,2,1,0,0.5,0,2,4,0,0
"73",0,NA,1,0,1,2,1,1,1,0,0,2.5,1,1,0,1,1,1,0,1,1,2,0,0,0,1,1,1,1,1,0,0,1,2,1,4
"74",NA,NA,NA,NA,2,0,1,0,0,0,1.5,2,0.5,0,0.5,0,1,0,0,0,0,0,0,1.5,1.5,1,2,0,0,2,0,0,2,0,1,0
"75",NA,NA,NA,NA,NA,NA,NA,0,0,1,1.5,1,1.5,1.5,2.5,0,NA,0,1,0,0,0.5,0,0,1.5,0.5,2,1,0,1,2,0,2,0,4,0
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0.5,0,0,0,0,0,0,0,0,2,0,0,1,0.5,0.5,0,0.5,0.5,2,0,0,2,0
"77",NA,NA,NA,NA,0,1,1,2,0,0,1,0,0,0,0,0.5,1,3,1.5,0,0,0,1,0,0,0,0.5,0.5,1,0.5,1,4,0,0,0,4
"78",NA,0.5,0,0,1.5,0,2,3,1,1,1,0,0,1.5,0,0.5,1.5,1.5,0,1.5,0,0,0,0,0,0.5,0.5,0,0,0.5,2,0,4,0,0,0
"79",0,0,0,0,0,0,0.5,2,0,NA,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,1,1,2,1,1,0.5,0,4,2,0,4
"80",NA,NA,NA,NA,NA,0,1,1,1,2,2,0,2,0,0,1.5,0,1.5,0,0,0.5,1.5,1,0,0.5,0.5,1,1,1,1,1.5,2,2,2,0,1
"81",0,0,1.5,0,1,2,2,1,0,0,1.5,0.5,1,0.5,0,0.5,1,0.5,0,1,0,1,0,0,1,1,1,0.5,0,0,0,0,0,0,0,4
"82",0,0,0,0,2,0,1.5,2,1,1,1.5,0.5,0,1,0,0,0.5,2,1,1,0,0,2,0.5,1,1,0,1,1,0.5,2,0,2,2,4,0
"83",2,1.5,0,2,1.5,0,1,1,0,2,2,0,2,0,0,1,2,2,2,2,0,1.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,0.5,1,2,4,4,0,4
"84",0,0,0.5,0.5,0,0,1.5,1,1,0,0,1.5,1,0,0,0.5,0.5,1,0,0,0,3,0,2,0,0.5,0.5,0,1,0.5,1,1,4,0,0,0
"85",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.5,0,NA,NA,NA,1,0,0,0,0,1,1,0,0,1,1.5,0,0.5,0.5,2,2,4,4,0
"86",0,1,0,1,1,0,0,2.5,0,0,0,1,1,0.5,0,NA,1,3,0,2,0,2,1.5,0,1.5,1,0.5,0,0,0,2,NA,4,0,0,0
"87",NA,NA,1,1,0.5,NA,NA,0,0,NA,2,0,1,1,NA,1,NA,3,0,0.5,0.5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA,1.5,1,1,1.5,1,1.5,0.5,0,NA,1,0,0,1,0,1.5,0,2,0,0,2,0,0,NA,1,0,0,NA,NA,4
"89",0,1,1,1,1.5,0,0,0,0,0,1.5,2.5,0.5,1,3,1,0.5,1,0,0.5,0.5,1,2,0,0,0.5,0.5,1,0,0.5,0,2,2,0,0,0
"90",NA,NA,NA,NA,NA,NA,2,2,0.5,4,2,1,2,2,2,2,2,2,1,0,1,1,1,NA,0,0,1,2,2,1,2,4,4,4,4,0
"91",NA,NA,NA,NA,1,2,2,1.5,0,2.5,2,3,2,1,2,1.5,1.5,1.5,2,2.5,1.5,1.5,2,1.5,3,2,0,2,2,2,0.5,0,4,0,4,4
"92",2,2,2,0,1.5,0,0,1.5,0,2.5,3,1,2,0,2,2,0,2,1,2,2,0,2,0,0,0,0.5,2,1,2,1.5,4,4,4,4,3
"93",1,0,0,0,1,1.5,2,2,4,2,3,3,3,2,2,2,NA,0,0,2,3.5,2,2,0.5,0,4,0.5,NA,NA,2,2,0,4,4,2,0
"95",NA,NA,NA,NA,NA,NA,1.5,2,3,2,0,1.5,3,2,0,2,1,1,0.5,4,2,2,0.5,0.5,2,1.5,1,2,NA,2,2,4,NA,4,4,4
"96",2,1,1,0,2.5,1,2,0.5,0,3,2,2,1.5,2,2,3,NA,NA,NA,NA,4,2.5,3,2,1.5,2,2,1.5,2,2,0.5,4,2,4,4,0
"97",NA,NA,NA,NA,1.5,2,3,2,1,2,2,3,1,3,2,3,1.5,1,1,2,2,1,1.5,1,1,2,2,2,1,2,2,0,4,4,NA,4
"99",NA,NA,NA,NA,1,1,1,2,1,2,0.5,0,2,2,2,2,1,0,0,2,2,1,1.5,2,0.5,2,2,2,1,2,2,2,2,4,2,2
"100",NA,NA,NA,NA,NA,NA,2,1.5,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,4,4,4,4
"102",NA,2,2,0,2.5,1,2,2,2,1,2,1,1,3.5,2.5,1,2,2,2,4,2,0,1.5,1,1,1.5,2,2,2,2,2,4,4,4,0,NA
"104",1,2,1.5,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1.5,2,0,2,2,2,3,3,0.5,2,2,2,0.5,4,4,NA,0,4
"105",3,1.5,0.5,2,0,3,2,2,4,2,3,2,3,1,2,2,2,3,3,1,2,1.5,0.5,1,2,1.5,0,0,0.5,3,2,4,4,4,4,4
"106",0.5,0.5,1,2,3,1,2,2,2,3,2,3,2,2,0,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,4,4,3,1,4
"107",0,1.5,0,1,2,2.5,2,1,1.5,4,2.5,3,2,2,3,2,2,2,0,1.5,1,2,2,0,1,2,0,2,1,3,2,0,4,2,1,1
"111",1.5,1,2,2.5,3,2,2.5,2,4,3,2,1.5,2,2,0.5,2,0,2,NA,2,2,1.5,2,2,0,2,1,1,2,2,2,4,4,4,4,4
"113",NA,2,1.5,0,2,1,2,2,0,2,1,2,2,2,2,2,2,1.5,0,1,2,2,2,2,2,2,1.5,2,0,1.5,1,4,4,4,4,4
"115",NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,NA,2,2,1,2,1.5,1,1,1,1.5,1,1,1.5,2,2,2,2.5,1.5,3,4,0,4,4
"116",2,1,2,0,2,NA,2,2,0,4,0.5,0,2,2,2,2,2,2,0,2,2,2,2,2,3,0,2,2,0.5,2,2,0,4,1,4,4
"118",2,3,1,1.5,0.5,2,1,1,1.5,2,1,2,2,2,2,1,2,0.5,1,2,2,1,0.5,2,2,2,1,1,1,2,1,4,0,4,4,4
"120",NA,NA,NA,1,1,1,2,0.5,2,2.5,1,2,2,2,NA,NA,2,NA,NA,1.5,3,0.5,0.5,2,0,1.5,1,1.5,NA,1,2,4,4,1,2,4
"121",NA,NA,NA,NA,NA,NA,NA,0,2,0,1,1,NA,2,0,2.5,2,4,2,2,3,3,2,2,1,0.5,1,2,1.5,2,2,2,0,4,1,4
"123",2,2,1,0,2,1.5,2,2,2,3,2,2,2,2,2,2,2,0,0,2,2,2,2,1.5,0,0,0.5,1.5,1,2,2,4,4,4,0,4
"124",1.5,1.5,1.5,1.5,1.5,1.5,3,3,2,1,2,1,2,2,3,2,2,1,0.5,2,1.5,2,1,2,0.5,2,1,1.5,4,3,1.5,0,2,4,4,4
"126",2,3,0,2,0.5,2.5,2,2,1,0.5,0.5,2,2,2,0,1,1.5,2,0.5,2,2,2,1,0,2,2,2,2,2,2,2,4,4,4,2,1
"127",0,2,2,3,4,2.5,2,0.5,3,3,4,1,2,2,0,2,2,2,0.5,1,2,0.5,1.5,1,0,2,2,1,NA,1,0,2,3,3,3,2
"129",2,4,2,0,0,1,0,2,2.5,0,3,2,0,0,NA,1,2,1.5,2,1,0,0,2,2,0,1,2,0,0,2.5,2,0,1,2,4,4
"130",NA,NA,NA,NA,0.5,2,0,0,2,1,0,1.5,2.5,1,0,0,1.5,1,0.5,0,0,0,1,0,0,1,1,0.5,1.5,1,1,2,2,2,2,2
"131",1.5,0.5,1,2.5,0,1,3,2,2,3,0,1.5,0.5,3,2,0,0,3,0,0,0,2,2,2,2,2,0,0,1,2,2,0,0,0,0,0
"132",0,1,0,0,0,2,2,2,NA,0.5,0,1.5,0,0,2,2,2.5,1,0,0,0,2,2,0,2,2,0,2,0.5,3,2,0,2,3,1,4
"133",NA,NA,NA,NA,NA,NA,NA,1.5,2,4,1,2.5,0.5,0,1,2,2,2,0.5,0.5,1,2,2,2,0,1.5,2,2,2,1,2,2,NA,3,4,2
"134",NA,NA,NA,NA,NA,4,2,0,4,0,0,2,3,1,4,0,1,2,1.5,0,0,0,0.5,2,2.5,2,0,0,1,4,2,0,0,0,4,0
"135",0,0,0,0.5,1,2,2,2,0.5,0,1,0,1,1,0,1,1.5,1,4,1,0,1,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",4,0,1.5,2.5,0,3,4,1,2,1.5,0,0,2.5,4,2.5,2,2,0.5,0,0,0,2.5,2,0.5,2,2,0,2.5,1,2,1.5,4,2,0,4,0
"137",NA,NA,1,0,0,0,0,0,NA,0,1,0.5,NA,0,0,0,2,0,0,0,0,0,1,2,0,1,2,0,0.5,0,2,0,0,0,1,0
"138",0,2,0,1,1,0.5,0,0.5,0.5,2,0,2,1,0.5,0,1.5,1.5,1,0.5,0.5,0,1,0,0.5,0,0.5,1.5,0,0.5,0,1.5,1,0,0,2,0
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,1.5,4,1,1,2.5,1,3.5,NA,4,4,NA,NA,0
"140",1,1,2,0,1,1,1,2,0,1,0,0,0,1,1.5,3,1.5,0,0,1,0,2,1,0,0.5,1.5,0,0.5,2,1,0.5,0,0,0,0,2
"141",3,1,0,1,3,4,3,3,2.5,2,2,2,0,2,4,0,2,0.5,0,0,0,1,2,0,2.5,1.5,1,0.5,0,3,1,3,4,0,3,0
"142",2,2,3,3,4,2,2.5,0,2.5,0,2.5,2.5,2.5,2,4,0,2,1,0,0.5,0.5,1.5,2,2,1.5,2,2,1.5,1,3,2,0,4,2,0,2
"143",0,2,0,3,1.5,0,0.5,2,0.5,0,0.5,0,0,0.5,0,1,0,0,1.5,0.5,0,1,1,2,0,2,2,0,0,0,2.5,4,4,0,4,0
"144",2,2,3,0,4,3,2,2,0.5,1.5,NA,1,0,2.5,1.5,2,2,2,NA,NA,0,2,0.5,2,0,2,2,2,2,2,2,0,4,0,4,4
"145",NA,NA,0,0,2,0,1,1,1,0,1,1,2.5,0,2,1.5,1,2,0,2.5,0,2,1.5,0,1,2,0,0,2,0,2,2,4,0,0,2
"146",2,2,0,1.5,0,3,0,2,NA,0,0,0,0,0,1,0,2,2,0,2,0,0,2,2,0,1.5,0,2,0,2,2,0,2,0,1,0
"147",NA,NA,NA,NA,NA,NA,NA,2,3,2,0,2,0,3,2.5,2.5,0.5,1.5,3,0,2,2,2,1.5,2,2,2,2,1.5,2,2,1,2,0,3,1
"148",1.5,2,2.5,2,1,2,2,1,1,2,3,1.5,2,NA,1,NA,NA,1.5,2,0.5,1,NA,2,NA,1,2,0,1.5,1.5,NA,2,NA,NA,3,2,4
"149",1,2,0,2,2,1,1,0,0,0,0,NA,2,0,0,0.5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0
"150",NA,NA,NA,NA,NA,NA,NA,0.5,1,0,2,1.5,3,0,0.5,0,1.5,2,0,2,0,2,0.5,0,0,2,0,1.5,1.5,0.5,1.5,0,2,0,4,0
"151",NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,1,2.5,2,2,2,2,1.5,2,1.5,2.5,2,2,2,2.5,0.5,2,1,4,2.5,3,2,0,2,4
"152",3,3,2,3,0,3,3,3,2.5,2,0,2,0,4,2,1.5,2,1.5,3.5,2,0.5,NA,1.5,1,2,1.5,1,2.5,1.5,0.5,1.5,0,0,0,4,0
"153",NA,NA,NA,2,2,2,3,1,0,0,2,3,1,0,1,2,1.5,2,0.5,1,2,0.5,2,2,1.5,1.5,2,2,2,2,2,0,4,0,2,2
"154",1,2,2,2,0,0,2,1,1.5,0.5,NA,2,0.5,0,1,1,1.5,0,2,0,0,1,2,1.5,0,2,0.5,1,1.5,0.5,2,0,2,0,0,2
"155",4,1,1.5,1,0,1,2,0,2.5,1.5,0,3,NA,1.5,2,2,2,1.5,0,0,1,1,2,0,1,1,0.5,1.5,1,1,1.5,0,2,4,1,2
"156",NA,NA,NA,NA,NA,2.5,0,1,1.5,0,0,1,1.5,1.5,1,1,2,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",0,2,0,0,0,0.5,2,2,0.5,0,NA,0.5,2,NA,0,0,3,3,2,1,0,1,NA,NA,0,0,0.5,0,1,0,NA,0,1,2,2,0
"158",1,1,0,0,1,1,1,1,0.5,0.5,2,1.5,0,0,0.5,0,1,1,0,0,0.5,0.5,0.5,1,0.5,1.5,0.5,1,1.5,0.5,0,0,2,2,2,0
"159",1.5,2,0,0,0,2,0,2,1,2,2.5,2.5,1,0,0,1,0,0,2,1,0,2,1.5,0,2,2,1,1,1,1,0,0,4,0,2,2
"160",1.5,NA,0,0,0,2.5,1.5,2,0,0,0,1.5,0,0,0,0,1,0,0,0,2,3,0.5,1,1,2,0,0,2,0,2,0,0,0,0,0
"161",NA,NA,NA,NA,NA,NA,1,0,0,0,0,1.5,1.5,0,0.5,1,1,0,0,0,0,2,0.5,0,2,0,0,2,1,0,2,0,0,0,4,0
"162",2.5,0,1,2,1,2.5,2.5,NA,2,2,1,1,NA,0,3,0,1.5,1.5,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2,1,3,3,2.5,3,2.5,0,2,2.5,1.5,0.5,1,1,1.5,0,1.5,0,0,0,0,4,1.5,0,2,1,1.5,1,0,1.5,0,1,1,0,1,4
"164",1,2,2,0,1,0,1,0,2.5,0,0.5,0,0.5,0.5,0,0.5,2,1,0.5,0,0,0,0.5,0,0,1,1.5,0,0,1,2,1,2,0,2,0
"165",NA,2,0,1,1,2,1.5,1,0.5,0,0,0,0,1.5,0,0.5,2,0.5,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2,1,1,4,2,3,1.5,2,0.5,0,2,2,3,0,1.5,2,0,1,2,0,1,2,2.5,0,0,0.5,1.5,1.5,2,2,2,0,4,0,4,4
"167",2,2,1,1,0.5,4,3,NA,1.5,1.5,0,1,2,0,1,3,1.5,1.5,1.5,0,1.5,3,1,2,2,2,0,0.5,0,2,0.5,0,0,0,3,4
"168",NA,NA,NA,NA,NA,NA,NA,1,0,0.5,0,1,0.5,1,1,1,1,1.5,0,0,0,0,1,1.5,0,1.5,1,0,0.5,1,2,0,2,0,0,0
"169",0,1,1,3,2,4,2.5,2.5,2.5,2,2,3,0,2,0.5,NA,2,1,2,0,3.5,0,1,0,3.5,2,2,0,3,0,2,3,2,0,4,4
"170",3,1,0,0,2,2,2.5,2,1,0,0,2,4,2.5,2,4,3,3,3,NA,0,2,1.5,0,2,1.5,0,2,2,1.5,2.5,2,3,0,0,0
"171",0,0,0,0,0,2.5,3,2,0,2,0.5,0,2,1,1,0,2,2,0,2,0.5,2,0.5,2,1,2,0,0,1.5,0,2,0,0,0,0,2
"172",0,1,2,2,1.5,2.5,3,0,2,0,1.5,0,2,0,0,0.5,0.5,1,1.5,0,0,1.5,2,2,2,2,1,0.5,0.5,2,2.5,4,2,3,3,3
"173",0,1,3,0,4,2,1,1,0.5,0,0,0,1.5,NA,0,1,2,2.5,3,NA,0,NA,2,0,0,0.5,4,2.5,1,2.5,1,0,0,0,0,0
"174",0,2,1,0,1,0,0,2,0.5,0,0,1.5,2,4,2,3,2,0.5,1.5,0.5,1.5,2,2,1,2,2,2,2,0,2,0.5,4,2,4,4,2
"175",0,3,0,2,0,1,0,1.5,1,2,0,1,1,0,0,1.5,1,0,0,0,0.5,2,1,2,2,1,0.5,1.5,0,2,0.5,3,1,1,1,0
"176",0,1,2,0,1,0,1,0,1,0,1,2,0,1,0,0,2,0.5,1,0,0,0,1.5,1,0,1,1,0,0,0,2,0,0,0,4,4
"177",NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,1,0,2,4,1,2,0,1,0.5,1.5,2,1,0,3,0.5,1,0,4,1,0,2,0,4,1
"178",NA,NA,NA,1,2,3,1,0,0,NA,1.5,NA,NA,1,1,1,NA,NA,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",1.5,2,0,1.5,0,0.5,1,0,NA,NA,0,0.5,0.5,0,0,0,1.5,0.5,1.5,0,0,0,1.5,2,0,1.5,0,0,0.5,0,2,2,3,0,2,1
"180",NA,1,2,1,2,1,0,0.5,0.5,0.5,0,0,2,2,3,1,1.5,0.5,0,0,0,0,1.5,2,0,1.5,2,0,0.5,1,2,4,2,0,2,2
"181",3,1,1.5,2,0,2.5,2.5,2.5,1,0,1.5,0.5,2,0,4,0.5,2,0,2,0,0,1.5,2,1,0.5,3,0,1,2,1.5,2,3,0,2,2,2
"182",3,0.5,0,0,0,2,2,0,0,0,0,1.5,0,0,1.5,1.5,2.5,1.5,2,1,2,2,2,1,1.5,2,0,1,0.5,1,1.5,4,0,1,0,2
"183",0.5,2.5,2,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,1,2.5,2.5,1,1,1,1,1,1.5,0.5,1.5,1.5,0.5,2,1,2,4,0,0,4,4
"184",2.5,3,4,4,0,4,2,2,2.5,1.5,NA,1,1.5,2,1.5,3,0,1.5,NA,NA,0,1.5,0,1,0,2.5,0.5,1,NA,NA,NA,2,2,0,4,4
"185",2,1,2,2,0,2,1,0.5,2,0,0,0,0,1.5,2,2,4,0,0,0,0,0,1.5,1,1,1.5,0,0,0.5,1,0.5,0,1,2,3,1
"186",1,0,1,1,0,0,2,2.5,2.5,1.5,0,0.5,1.5,0,1.5,2.5,3,0,0,1.5,0,2,1.5,1,3,2,0,2,2,2,2,2,4,0,4,4
"187",4,2,2,4,0,4,4,1.5,2,4,0,3.5,3,2,2,0,1,0,2,0,0,1,2,0,2,2,0,0,2,2,2,0,4,0,3,4
"188",NA,NA,NA,NA,NA,NA,NA,2,0.5,0,0.5,2,0.5,0,2,1,2,1.5,0,0,0,1,1,1,1.5,0.5,0,1,0.5,0,1,0,NA,NA,NA,NA
"189",3,0,0,1,1,2,0,0.5,0,0,0,0,0,2,0,1,2.5,0,0,0,3.5,1.5,1,1,2,3,2,0,0,1,1,2,4,1,0,0
"190",0,2,0,2,2,0.5,0.5,0,1,0,0,0,0,0.5,0,0.5,2,0,2,0,0,0,0.5,2,0,2,2,0,0,0,2,4,0,0,2,2
"191",2.5,1,2,2,0,4,3,2,2,4,1,2,0,0.5,3,3,2,2,4,0,0.5,2,2,2,0.5,2,0,2,2,2,2,0,4,0,2,2
"192",2,2,1,0,3,2,0,2,0,0,0.5,1.5,2,0,3,1.5,1,0,1.5,0,0,1.5,0,0,2,2,NA,NA,NA,4,2,0,1,0,0,4
"193",2.5,1.5,1,2,0,4,0,2,0,0,0,1,2,3,0.5,0,2,0,0.5,0,1,2,2,2,0.5,2,1,2,2,2,2,0,2,1,2,4
"194",1,0.5,0,3,1,0,1,2,1.5,1,1,0,0.5,0.5,0,0.5,1.5,0.5,1.5,0.5,0,0,1,1,0,1.5,2,0.5,0.5,0,1.5,4,2,0,4,0
"195",2.5,4,0,0,1,2,0,0,1.5,0,2.5,0,0.5,1.5,0,NA,1,2,2,2,2,1.5,1,1,1,1,0,2,1.5,1,1,3,3,2,3,2
"196",0,2,2,0,0,1,1,0.5,NA,0,0,0,0,1.5,0,0,2,NA,1,0,0.5,0,1.5,0,0,1,2,0.5,0.5,1,2,0,4,2,2,0
"197",0.5,1,1,0,1,2,1,1.5,1.5,0,0,1.5,0.5,0,0.5,0,1,1,0,0,0.5,0.5,0,0,2,1.5,0,2,0.5,0,1,3,0,2,3,0
"198",1,1,0,0,0.5,0,0,0,1.5,0.5,1,1,0,1,0,0.5,NA,NA,0.5,1,0.5,0.5,2,2,0,2,1.5,0.5,0.5,1,2,0,1,0,4,4
"199",NA,NA,NA,1.5,4,3,1,2,2,0,0,2,2,0,0.5,2.5,2,1.5,2,0,0,2,2,1,0,1,0,0.5,1.5,2.5,2,2,0,2,0,0
"200",2,2,0,0,0,1,NA,0,0.5,0.5,1,1,2.5,0,0.5,0,1.5,0,2,0,0,1.5,0.5,2,2,0,1,0,0,2,1,0,2,0,2,2
"201",2,0,2,NA,NA,2,NA,0,0,0,0,0,1,1,1,0,1,0.5,0,0,0,0,0,0,NA,NA,NA,NA,0.5,0,2,2,2,2,0,0
"203",1.5,1,2,3,0.5,2,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1.5,0,1.5,0,0,1,2,0,0.5,2,1,1.5,1.5,1.5,2,0,1,0,2,4
"204",1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,1,NA,0,0.5,0,1,0,0,1,0,2,1,1.5,0,4,4,2,4,4
"205",3,0,1,2.5,4,2,3,3,0.5,4,0,1,2.5,1.5,2,0,2,NA,2,2.5,2,2,1.5,0,1.5,NA,0,1,0.5,3,1,2,4,0,0,0
"206",4,2,0,0,0,2,2,1,2,0,0.5,NA,1,0,1,2,1,0,0.5,0,0,1.5,1,0,1.5,1.5,2,0,0,1.5,1,0,2,2,4,0
"207",3,2,3,3,2,2,2.5,3,2.5,0,1,4,0,NA,2,NA,0,NA,NA,0,0,2,2,2,0,1.5,2,0,1.5,0.5,2,0,4,0,4,0
"208",4,4,2,2.5,4,4,4,2.5,1,2.5,1,3.5,2,4,4,2.5,1.5,0,1,0,0,2,2,0,3,2,0,1.5,2,1.5,1.5,0,4,0,0,4
"209",0,0,0,0,1.5,0,0,0,0.5,0,0,2,0,0,0,2,1,0,0.5,0,1,0,2,0,0,1,0,1,1,0.5,0,0,0,0,0,0
"210",4,2,2,1,1.5,2,1.5,1.5,0,2,1.5,2,0,NA,2.5,0,1,0,2,0,1.5,1.5,2,0,3,2,0,4,2,2,2,4,4,0,4,3
"211",0,0,0,1.5,1.5,2,0,0,0,0,0.5,2,0,2,0,1,1,0,0,0,0,0,0,2,0,1.5,1.5,0,0,1,1,0,0,2,0,0
"212",NA,NA,1,4,4,1,2,2,2,0,0,1.5,1,2,2.5,NA,2,2,0,2,1,2,0.5,1,1,1.5,1,2,1.5,2,2,2,2,0,1,2
"213",1,0,0,2.5,1,1,1,2,1,0,0,2,1.5,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,0,2,2
"214",NA,NA,NA,NA,NA,0,2,2,1,2.5,0,1.5,4,0,2,0,1,1.5,0,1,0,1,2,2,0,2,2,2,1,1,2,0,4,0,2,2
"215",1.5,3,0,2,2,1,2,1.5,NA,0,1.5,2,2,0,2,0,2,2,3,1.5,1.5,2,2,1,0,2,2,2,0.5,2,1.5,0,0,1,1,NA
"216",2,NA,0,1,2,1.5,2,2,1,0.5,0,1,2,1.5,2,0.5,NA,1,2,0,0.5,1,1,1,0,2,2,1,0,1,0,0,2,0,0,2
"217",1.5,0,0.5,0,1,2,1,2,1,1.5,0,2,0,3,3,0,3,0,3,1,0,2,0.5,2,2,2,1.5,1,3,0,1.5,3,0,0,0,2
"218",0,2,1,0,0,0,2,1,0.5,1,0,1,1,0,0,0,0,2,2,2,0,0,2,1.5,0.5,2,0,0,1,0,0.5,0,0,0,4,4
"219",0,2,0,2,1,0,0,1,2,1,NA,0.5,2.5,0,1.5,0,1,2,1.5,1.5,1,1,1,1,0,1.5,2,0.5,2,0,2,2,0,0,4,0
"220",1,0.5,0,4,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0.5,0.5,NA,2,0.5,2,0,NA,2,2,1,1,0,0,0,4,0
"221",NA,0.5,0,1,0,2,2,2,0,1,1.5,0,0,1,2,1,1,1.5,1,1,1,2,1,1,2,0.5,NA,1,1,1,0.5,2,2,4,2,0
"222",2,1,NA,1,0,0,0,0.5,0,1,1,0,1,0,0,2,2.5,1.5,3,1,1.5,0.5,1.5,1,1,2,1,1,1.5,0.5,1,0,4,0,4,2
"223",0,1,0,3,0,2,1,1,0,2,0,0,0,0,0,0.5,1,2,2,0,0.5,0.5,0,1,0,2,0,0.5,1,1,0.5,0,4,0,1,0
"224",1.5,1,2,1,2,2,2,1.5,1,2,0,0,2,2,0.5,NA,3,1.5,1.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,0,1,0,1,0,0,0,0,0,0,0.5,1,1,1.5,1,0.5,0.5,1,1,1,1,2,1,1,1.5,1,2,1,1,2,0,0,2,0
