"","y1980","y1981","y1982","y1983","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"226",0,1.5,2,2,0.5,0,0,1,0,1.5,0,0,0,0,1,1,2,0.5,2,0.5,0.5,1,0.5,1.5,0,2,0.5,0,1,1,1,0,4,0,4,2
"227",0,1.5,2,1.5,1,2,1,1,0,0.5,1.5,0.5,2,0,0,2,1.5,3,2,1.5,0,0,0,NA,NA,NA,2,1,1.5,0,0.5,0,4,0,0,2
"228",NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0.5,0.5,1,0,2,2,0.5,1.5,0.5,1,2,1.5,1,0,0.5,0.5,0,1,0.5,1,0,2,4,2,0
"229",0,1,2,0,0.5,0,1,0,0,1,0.5,1,0,1.5,0,3,0.5,1,1.5,1,1,0,1,1,0,1,1.5,0,0,0,1,0,2,0,4,0
"230",0.5,1,0,1,2,0,0,2,1,0,0,0,0,0,0,2,2,1,2,1,0,0,0.5,0.5,0.5,2,1,1.5,2,0.5,1,0,0,2,0,0
"231",1,2,0,1.5,1,0,1,2,1,2,2.5,0.5,2.5,0.5,0,2,1.5,1,2,2,1,0,1,0,0,1,1,1,1,1,2,0,4,2,2,2
"232",0.5,NA,0,2,2,0.5,0,0,0,1,NA,0,1.5,1,1,1,0.5,1,1,0,2,1,1.5,0.5,2,0.5,1,0,0,1,2,2,0,0,2,0
"233",0,2,2,1,0,2,2,1,0,2,1,0,0,0,0,2,2,0,2,2,0.5,0,0,0,0,0.5,1,0,0,0.5,2,0,1,0,2,2
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1.5,0.5,1.5,2,0,2,2,1,1.5,0,2,0,0.5,1,1.5,1,0.5,1.5,1,0.5,2,2,1,4,0
"235",0,2,0,1.5,0,2,0,2,0.5,0,0,2,0.5,0.5,2,2,0,2.5,2,1.5,1,0,1,2,2,1,1.5,1,1,1,0.5,0,0,2,0,0
"236",1.5,2,1,3,3,2,0,1,0.5,2,1,0,4,0,0,2,2,1,2,1.5,1,0.5,1,2,0.5,2,1,0,1,0.5,0.5,2,0,2,2,2
"237",0,2,0,0,1,0.5,0,2,1.5,0,1.5,0,3,1,0.5,1.5,2,0,0.5,0.5,0,1,1,2,0.5,1.5,2,2,2,2,0.5,0,4,2,0,2
"238",1,2,0.5,1,0.5,0.5,1,1.5,1.5,0.5,2,2.5,1,1,0.5,1.5,1,1,1,1,1,1,0,0.5,0.5,0,1.5,1,1.5,1,1,2,0,2,2,2
"239",NA,NA,NA,NA,NA,0,1,3,0,2,1,0,0,0.5,0,1,2,1.5,1,0.5,0.5,0,1,0.5,0,2,2,0,0,0.5,0,0,2,2,2,0
"240",0,2,0,NA,NA,NA,2,0,0,0,0,1,0,0,0,1,0.5,0,2,1,0.5,2,1,1,1.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",1,1.5,0,2,0,0,1,1,1,2.5,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
"242",2,2,0,1,3,0.5,0,0,1,1,2,2,2,0.5,2,0,2,1,0.5,0,0,0,0,0,0.5,0.5,0.5,1,1,0,1,0,2,0,2,2
"243",NA,NA,NA,NA,NA,NA,NA,1,0.5,1,0.5,0.5,0,0.5,2.5,2,1,2,0.5,1.5,0.5,4,1,1,0.5,0.5,1,0.5,1,2,1,1,2,4,2,2
"244",0.5,1.5,0,1,1,0,2,1,0,2,0,0,0,1.5,0.5,1,2,0,1,2,1,2,0.5,2,0.5,2,2,0.5,NA,0.5,2,0,4,0,NA,0
"245",1.5,1,1,2,1.5,2,1,1.5,0,1.5,0.5,0,1.5,1,0.5,0.5,1.5,1,2,1.5,1,0.5,0,0,0,2,1,0,2,0,0,0,2,0,4,2
"246",0,1,1.5,1,1,0,1,0,0,0,2,0,0,0,0.5,1,1,1,0,1,0.5,1,0,0,1,1,2,0,0,0,1,0,0,0,2,0
"247",2,2,1,2.5,0,2,0,1,0.5,0.5,1.5,0,1,0,0,2,2,2.5,2,1.5,0,0.5,1,0,0.5,0.5,1,1,1.5,0,1.5,4,1,0,3,0
"248",NA,NA,NA,NA,NA,0,2,0,1,2,3,1.5,0,1.5,0,2,0.5,1,0.5,2,2,1,1,2,2,2.5,2,2,2.5,1.5,2,1,4,0,4,4
"249",NA,NA,NA,NA,NA,NA,1,1,2,2,4,0,0,NA,0,0,2,1,0,2,0,2,0,3,NA,3,0,1,0,2,4,0,2,4,4,0
"250",0,0,2,1,2,2,0,2,0,0,0,0,2.5,2,0.5,0,2,0,2,1.5,2,1,2,2,2,1.5,1,1,1,2,1,2,4,1,4,0
"251",0.5,0,0,0.5,0,1,1,0,0,2,3,0,0.5,1,1,0,2,2,2,0,2,1,0.5,0,0,0,1.5,1,1,2,1,2,0,4,0,2
"252",NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1.5,2,0,1,1,1,1,1,3,1,1,2,2,1,1,4,1,2,1,2,4,1,1,2
"253",0,1,1,2,1.5,1,0,3,0,0,0.5,0.5,1,2,1,1.5,2,0,1,0.5,2,1,2,2,1.5,0,1,2,2,2,1,2,2,4,4,1
"254",0,0.5,0,0,2,1,2,2,2,0.5,2.5,3,2,1,NA,1.5,0,1,2,0.5,2,1,2,1,0.5,1,0,1,2,2,0,2,2,4,4,2
"255",1,0,0,0,0,0,0.5,0.5,2,2,4,0,0,0,1,0.5,2.5,1,1,1.5,0,1.5,2,1.5,1,1.5,2.5,1.5,0,2,1,4,4,2,1,0
"256",2,2,2,2,2,1.5,1,1.5,2,4,4,2,2,1,0,1,3,0,1.5,2,1,2,2,1.5,1.5,1,0,0.5,3,1.5,2.5,0,1,4,4,0
"257",0,0,1,2,2,1,1,3,1,0.5,1,0.5,4,3,2,1,1,0,2,0.5,2,0,0.5,2,1.5,1.5,1.5,1,0,NA,1,0,4,0,4,4
"258",0,0,2,1,1,2,0,3,1,0,1.5,0,1,2,1.5,1,0.5,0,1,1,2,0,1,2,0,1,2,0.5,1,1.5,0.5,0,3,4,4,2
"259",NA,NA,NA,NA,NA,1,0,0.5,2,1,1.5,0.5,1,1,0.5,1,3,1,0.5,2,2,1,1,2,1,2,1.5,1.5,3,3,2,4,4,4,4,4
"260",0,1,2,1,2,1,1,3,0,0,2,0.5,2,2,0.5,0.5,0.5,0,2,0,2,0.5,1,1.5,1.5,1.5,1,2.5,1,2.5,1.5,0,4,4,4,2
"261",0,0,0,0,4,2,0,3,2,0.5,3,3,1.5,1,1.5,2,0,1.5,1.5,0,1.5,1,2,1.5,1,0,1,1,2,2,1,0,0,4,4,2
"262",0,3,2,0.5,2,1,0,3,0.5,0,0.5,0.5,4,2,0.5,0,1,0,2,0,2,0,0.5,2,2,0.5,0.5,2,2,1.5,1,0,4,4,4,0
"263",0,0,0,0,1.5,1,0,0,0,0,3,3,0.5,1,4,2,0,1,2,2,2.5,0.5,2,2,2,1,0,1,2,2,1,2,2,4,0,2
"264",0,0,0,0,2,1,0,2,1,0,2,2,2,1,2,0.5,0,1,1.5,1,2,0,1.5,1,1,0,0,2,2,1,1.5,4,4,4,4,0
"265",0,3,2,2,2,1.5,1,1,2,0,0,0,1,1,2,0,3,0,1,0.5,0.5,1,1,1,2,1.5,0,3.5,0.5,0,0.5,1,4,2,4,0
"266",1.5,0,2.5,0,0,1,2,1,2,0.5,2,0,2,2.5,2.5,2,2.5,1,2,0.5,2,0.5,0.5,1.5,1.5,0.5,0,2,2,2,3,0,0,4,4,0
"267",1.5,0,2,2,1.5,4,1,1.5,4,4,2,2.5,2,2,0,0.5,1,0,NA,1,1.5,2.5,0,2.5,3,1,0.5,2,1.5,1,1.5,4,4,4,0,4
"268",1,0,1,1,1,0,1,0.5,0,1,3,0.5,0.5,0.5,0.5,0,0.5,0.5,1.5,0,2,0.5,0,0.5,0,2,1,2,3,2,0.5,0,4,0,4,0
"269",NA,NA,NA,1,2.5,2,2,0,1,0,2,2,0.5,0.5,0,0,0,2,2,0.5,2,0.5,2,0,0,0,0,0,0,2,0.5,2,0,0,4,1
"270",0,2,0,0,3,1,2,2,1,0,2,2,0,1,0.5,1.5,2,2,2,0.5,1,0,1,2,3,0,1,0.5,1,1,1,4,0,0,0,0
"271",NA,NA,0,1,0,1,1,1,1,2,0,1,0,0,1.5,0.5,0,0,1,2,1,1,2,0,2,1.5,0,0,2,0.5,1,2,0,0,2,1
"272",0,1,1,0,2,2,0,1,2.5,1,2.5,0,0,2,1.5,1.5,0,0.5,1.5,1.5,0,0.5,0,2,0,2.5,1.5,2.5,1,0.5,2,1,2,4,4,0
"273",4,2,2,1,1,2,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,2,0,0.5,NA,1,0,1,0.5,2,2,1,0.5,0.5,2,2,2,2,2
"274",2,0,0,2,1,2,0,0.5,2,3,2,1,2,2,2,2,2.5,2,3,1,0,1,0,0,1,2,3,1,2,2,1.5,2,4,3,0,2
"275",NA,NA,0,2,2.5,0,0,2,0,1,2,0,1,2,0,2,1,1.5,2,2,0,1,0,0,0,0,0,0.5,1,3,0,0,4,0,0,2
"276",2,2,1,0,1,1,1,1,0,0.5,0.5,0,2,2,0.5,NA,0.5,0.5,1,1,0.5,0,0,0,1,1,1,0.5,1,1,2,2,2,4,2,4
"277",0,2,3,0,1,3,0,1,0,0,0,2,1,3,2.5,1,0,0,2,1,2,0.5,1,1,1,0.5,1.5,0.5,0.5,0.5,1,0,4,4,0,0
"278",0,2,0,1,0,0,0,0,0,0,0.5,1,0,0.5,2,2,1,0,0,2,1,1,1.5,0.5,0.5,2,2,1,0,1,2,2,4,2,3,2
"279",NA,NA,NA,NA,NA,NA,NA,2,2,0,2.5,1.5,2,0,0,1.5,2,1,0.5,0.5,2,1,0,0,0,2.5,0.5,1.5,0.5,0,0.5,1,2,2,3,2
"280",1,0,0,1.5,1,1.5,2.5,2,1,2.5,0.5,0,0.5,0,3,2,4,0,1.5,1.5,0.5,0.5,1,0,1.5,2,2,2,2,1,1.5,2,0,2,2,2
"281",0,0,0,1,1,1,1,1.5,0.5,2,0,0,0.5,1,1,0,1.5,1,1,1,1,1,1,0,1.5,1,2,1,1,1.5,2,2,0,2,0,4
"282",NA,NA,NA,1.5,0.5,1.5,1,2,0,0,1,1.5,1,2.5,2.5,3,2.5,1,1,1,1,1,1,1,2,1,1,2,2,1.5,2.5,4,3,3,4,1
"283",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,0.5,0,4,2.5,0.5,0.5,1,1,0,0,0,1.5,1,1,0,0,0.5,0,2,2,2,1
"284",0.5,0.5,0,2,2,4,1,1.5,0,0.5,0,0.5,1,1,2,0.5,1,0.5,0.5,0.5,1,1,1,1,1.5,1.5,2,2,0,0.5,2,0,0,4,0,0
"285",1.5,0,0,2.5,0,1,2,0.5,0,2.5,0,0,2,0,0,0,2,2,0,0,0,1.5,0,2,0.5,2,2.5,0.5,1,0,0,0,0,0,0,1
"286",2,1,1,0.5,1,1.5,1,0.5,0,2.5,0,1,NA,NA,NA,2,0,2,1,1,1,0.5,1,2,0,0.5,2,0.5,1,0.5,1.5,0,0,2,0,2
"287",2,0,0.5,2,3,0,1,1,0,1,2,2,2.5,3,3,1,2.5,1,3,2.5,0.5,1,2,2,1,1.5,1,1,0.5,1,2,0,4,4,0,0
"288",NA,NA,0,1,0,1,2,1,1,0.5,0,1,4,0,0,0,0,2,1,2,1,1,0,0,0.5,0.5,0,0,0.5,0.5,0,4,4,NA,NA,NA
"289",2,2,3,0,2,1,3,NA,NA,0,2.5,3,2.5,2.5,2,2.5,2,NA,1,0.5,2,0.5,0,0,1,2,0.5,1.5,1,1,1,0,NA,NA,NA,NA
"290",2,4,0,0,0,2,2,0,0,0,4,3,2,0,0.5,4,2,1,1.5,0,0,0.5,0,0,1.5,2,0.5,2,1.5,0.5,1.5,1,4,4,2,0
"291",0,0,2,1,2,1,1,2,0.5,0.5,1,1,1,1,1.5,1.5,0,1,1,0,1,0,0.5,0,1,1,2,2,1,2,0.5,2,2,4,2,4
"292",0,2,1,1,1,4,1,1,2.5,0,1,2.5,2.5,1,2.5,2,2.5,1,1.5,2,0,0,1,0,0,0.5,1,1,0,1,1,0,2,4,0,4
"293",0,1,0,1.5,1,1,2.5,1,0,1.5,1,2.5,2,2.5,2.5,0,2,1,1.5,2,0,1,1.5,0,0.5,2,2,1,0.5,1,1.5,0,4,3,0,0
"295",NA,NA,NA,NA,NA,NA,NA,2.5,0.5,1,2.5,2.5,0.5,0,1,1,3,1,4,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,2,2
"296",0,0,1,2,2,0,2,0,2,0,0,2.5,2.5,2,1,1.5,0.5,1,2,0,0,2.5,0,0,0,1,0.5,1.5,0.5,1.5,1,0,0,3,1,3
"297",0,2,2,0.5,1,0,1,0,0,1.5,1,0.5,0,0.5,1,NA,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,3,2,0,1
"298",1,0,0,1,1,1,1,0.5,2,3,0,0,2.5,1,0,1.5,0,0,2.5,1,3,1,0.5,0.5,0,2.5,0,0,1,1,2,0,2,2,4,2
"299",2,2,1,2,0,1,1,1,0,0,0,1,0,1.5,1,2,0,1,0,2,0.5,1.5,1,0,0.5,0,0,1,1,2,0.5,0,4,4,4,4
"300",0.5,3,0,1,0,NA,1,0,0,2,0,4,2,0,3,1,1,1,1,2,0,0,2,0,0,2,1.5,1.5,1,2,1.5,2,1,0,3,4
"301",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,2.5,2.5,0.5,2,0,2,0.5,1,1.5,2.5,0.5,0,1,1.5,0.5,0.5,0.5,0.5,2,2,2,2,2
"302",2,4,3,0,1,2,0,2,2.5,0,2,2,2,0,0,0,4,0,2,0,0,0.5,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2,0,0.5,2,4,0,0,2,0,0,2.5,0.5,3,1,1,3,0,0,1.5,1.5,1.5,0.5,2,0,0,2,0,1.5,2.5,1,1,2,2,2,4,1
"304",NA,NA,NA,NA,NA,NA,NA,0.5,0,1,0.5,1,1.5,1,3.5,1.5,2,0,1,0,0.5,1,1,2,1.5,0,1,0.5,0,0,2.5,4,4,4,4,4
"305",NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,2,0,0.5,2,1,0,1,2,0.5,1.5,1.5,1,1.5,0,1.5,2,2,0,0,2
"306",1,1,2,2.5,1,2,0,0,3,1.5,3,1.5,1.5,1,1,0.5,3.5,NA,1,0,2,0,0,0.5,0,2,0,1,1,1,0,2,0,4,0,0
"307",1,4,2,2,1.5,2,1,0.5,2,2,0.5,2.5,2.5,0.5,2.5,0.5,1,0.5,2,2,2.5,2.5,1,1,1,2,1,0.5,2,1,1,4,4,4,0,4
"309",0,2,0,2,1,0,2,2,0,1,0.5,1,2,2.5,1,2.5,0.5,2,1,2,1.5,2.5,0.5,0,0,2,0.5,3,3,1,3,4,2,2,4,0
"310",0,1,0,2,2,2,1,0,0.5,1.5,0,0,0.5,0,4,0,2.5,0.5,2,2,1,0,1.5,0,1,2,3,1,2.5,1.5,1.5,0,2,2,2,0
"311",2,1,0,1,2,0.5,1,1,2.5,1,0,0,1,0,2.5,0,1.5,0.5,1.5,2,0,1,0.5,2,0,2,0,1,0,2,0.5,2,2,4,2,4
"312",0.5,0,1,2,2,0,4,1,0,0.5,1,2,0,1,0,0.5,0,0.5,2,2,0,1,0,0,0.5,0.5,2,2,1,0,0.5,2,0,4,4,4
"313",4,2,2,0,0,4,0,1,0.5,0,0.5,1,1,1.5,2,1,2.5,0.5,1.5,0.5,0.5,0,2,1.5,1,0.5,1,0,1,0,1,0,4,1,4,4
"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1.5,0,1.5,2,2.5,2.5,0,0,1,1,2,1.5,0.5,1,3,1,2,2,2,1.5,3,0,4,2,4
"315",0.5,0,0,1,0,0,2,0,0,0,0.5,0,0,0,2,2,2,0,0,2,2,0,2,0,2,1,2,0.5,0,0,0.5,4,0,4,0,0
"316",2,2,0,2,1,2,0,0,0,1,0,0,0,0.5,0,2,0,0.5,2,0,0,0,1,0,0,1,2,1,0.5,0.5,1,0,2,1,2,3
"317",1,2,0.5,1,1,1,1,0.5,1,2,1.5,1.5,1,0.5,4,0,2,0.5,2,2,1,1,0,0,0.5,2,1.5,0.5,1,1.5,1.5,3,4,0,0,2
"318",1,0,0,3,3,0,2.5,0,0,1.5,0,0,3,0,0,NA,NA,NA,2,0.5,1,0,NA,0,0,1,0.5,0.5,0,2,0,0,0,2,0,2
"320",0,1.5,2,2,2,2,2,1.5,3,1,1.5,2.5,1.5,2.5,2,1,2.5,1,2,1,0,0,0,1,1,2,1,1.5,1,0.5,2,0,2,2,4,4
"321",0,0,2,0,0,0,0,0,0,0,3,2,1,3,2,2,1.5,0,1.5,1.5,4,0,1.5,2,0,1.5,0,2,2,1,2,2,4,4,4,0
"322",1,0,2,0,1,1,3,1.5,0,2,1.5,0,1.5,1,2,3,1,1.5,4,2,2,2,2,0,1.5,1,1,2,1.5,2,0.5,2,4,4,2,0
"323",0.5,3,1.5,1,1,1,1,2,2,3,3,0,3,0,0,0,1,3,1.5,0,1.5,0.5,0,0,0,2,0,2,3,1,2,0,4,4,4,0
"324",NA,2,2,2,2,2,NA,2,0,2,2.5,2.5,0.5,2,0.5,0,2,1.5,2.5,0,0,0.5,2,1,0.5,0,0,0.5,0.5,0.5,0,0,0,4,3,4
"325",0,3,3,0,2.5,3,1,2,0,0,2.5,2,3,4,2,1,1.5,4,1,2.5,0,0.5,0,2,1,0,2,2,4,0,1,4,NA,4,4,0
"326",0.5,3,3,0.5,0.5,2,2,3,0,2,1,0,3,0.5,0.5,2,1,3,2.5,2,1,1,NA,2,2.5,0,1,1.5,1,1.5,0.5,0,4,4,4,0
"328",1.5,2,2.5,1,1,1,1,1,1.5,4,3,2.5,3,1,3,3,0,1,1,1,1.5,1,2,2,0,1,2.5,1.5,2,1,2,2,2,4,4,0
"329",0.5,0,2,1,0,2,1,0,0,0,3,2,1,3,3,1,0,0.5,2,2,1,1,NA,1,1,1,1,1.5,2,1.5,1.5,2,4,0,4,1
"330",0,2,2,0,2,2,2,2,2,1,4,3,1.5,3,3,2.5,2.5,0.5,2,1,1,0.5,1,0.5,0,1,2,1,2,1,1,2,2,4,2,2
"331",0,1,NA,2,0,2,1,1,1,0.5,2.5,3,3,0.5,1.5,0,1,1,0,1,2,0.5,2,0,0,0,2.5,2.5,0.5,2,2,0,2,2,1,4
"332",1.5,0,0,1,0,2,0,1,0,2.5,3,2.5,3,2.5,2.5,1,1,0,1,1.5,4,1.5,2,1,0,2,0,3,1.5,3,2,0,0,4,4,0
"333",1,NA,NA,1,2,1.5,0,0.5,1,1.5,4,1.5,1.5,3,1,1,2.5,1,0,1,1,1,1,0.5,0,1,1,2.5,2.5,2,0,0,4,4,4,4
"334",NA,NA,1,1,2,2,0,1,0,0,2.5,1.5,2,2.5,3,2,3,0,2,1,2,0,0,0,0,0,0,2,2,2,2,4,2,4,4,0
"335",NA,NA,NA,NA,NA,NA,2,2,0,1,1,0.5,3,2,0.5,3,1,2,1.5,1,1,2,0.5,0,0,0.5,0,1,1.5,4,0,0,4,0,2,0
"336",NA,NA,NA,NA,NA,NA,NA,0,0,2,2.5,1.5,3.5,0,2.5,2.5,0,0,0.5,2,3,1,1,2,0,2,1.5,1.5,1.5,1.5,3.5,2,4,4,0,0
"337",0,0.5,2,2,2,1,0,1,2.5,1,2.5,4,3,3,3,3,2.5,0.5,0,NA,0.5,1.5,1,2,1,0,2,0.5,3,2,2.5,2,4,4,4,4
"339",0,0.5,0.5,2,3,2,1,3,1.5,1,2,0,2,2,0.5,0,2,0,1.5,0,2,2,0.5,0,1,1,3,2,2,2,0,0,4,4,NA,NA
"340",NA,NA,NA,NA,NA,1.5,1,0,0.5,3,0,3,NA,2,0.5,2,3,0.5,2,2,1,1,2,2,1,1.5,2,2,3,0.5,1,4,4,4,3,0
"341",2,2,2,2,2,2,1,2,1,1.5,1,1,2,2,1,0,1,0,1,0,2,2,0,0,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,2,0,2,2,2,0,1,2,1,1,1,1.5,0,0,1,0,2,2,2,2,0.5,2,4,2,4,0
"343",1,1.5,2,0,1,1,0,0,1,0.5,2,0,1,0,1,2,1,2,2,2,1,2,0.5,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
"344",0,2,0.5,1,1,2,2,0,3,2,2,2,2,2,1,2,2,2,1,1,1.5,0,2,2,0,2,0,0,1,2,2,4,4,4,4,4
"345",0,0,0,0,3,2,2,2,1,1.5,2,0,1.5,2,0,0,2.5,1,1,0,0,0,0,1,1.5,0,2,2,2,2,0,0,2,4,4,0
"346",1,1,2,0,2,1,0,0.5,0,0.5,2,0,0,1.5,1.5,1.5,2,2,2,2,0,2,1.5,2,0.5,0,2,1,2,2,0.5,0,4,4,4,2
"347",2,0,1,1,3,1,1,0,0.5,3,1,3,1,0,0,2,3,0,1,1.5,0,2,0,2,2,2,3,4,2,0,2.5,0,2,0,2,3
"348",0,0,2,1,4,1,2.5,0,2,1,2,3,0,1,0,1.5,3,0.5,0.5,0,0,2,0,0,2,2,2,2,2,0,2,0,0,4,4,4
"349",0,1.5,0,0,4,0.5,2,0,1,3,2,2.5,2,1.5,2,2,4,0,2,0,2,2,4,2,1.5,2,2,2,2,0,0.5,4,0,0,4,0
"350",0.5,0,0,2,3,2,2,3,1,2,2,0.5,0,1,1,1.5,2,2,2,2,2,2,2,2,0.5,0.5,1,2,2,2,0.5,0,4,4,4,0
"351",NA,NA,NA,NA,NA,NA,1,0,2.5,2,1,3,1.5,1,2,2,3,2,1.5,0,2,1,0.5,2,0,0,0,2,0.5,2,0.5,0,0,4,0,4
"352",1,1.5,2,0.5,0.5,0,2,1.5,1,3,2,3,0,2,0,2,4,2,1,0,2,2,1,2,2,2,0.5,2,0,2,2,2,4,4,4,4
"353",2,NA,1,1,1,0.5,1,0,0.5,2,2,3,3,1,2,0,3.5,3,1.5,0,1,1,1,2,2,2,2,3,0,0,0.5,0,0,0,4,0
"354",1,1.5,1,0,2,0,2,0,2,1,2,0.5,2,1,2,1.5,1,2,2,2,0,0,1,2,0,0,2,2,0,2,2,4,4,4,4,4
"355",0.5,1,2,1.5,3,1,2,0,2,0.5,2,1,0.5,2,0.5,2,1,1,2,2,2,1,1,0.5,1,0,1,1,2,2,0.5,3,0,0,4,4
"356",2,0,0.5,1.5,2,2,2,NA,1,0,1.5,2,2,2,2,0,2,0,0,2.5,0.5,2,0.5,1,2,1,2,2,2,4,1,1,4,0,2,0
"357",1,2,NA,1,3,2.5,0,3,1,2,NA,4,0.5,2,1,3,2,0.5,0.5,3.5,0.5,2,0.5,2,1,0,2,1,2,2,0,2,4,4,4,4
"358",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,2,2,2,2,3,0.5,2,1,2,1,0,1,0.5,2,2,2,2,0,0,0,4
"359",0,2,3,2,1.5,2,0,0,2,2,2,2.5,2,1,1,0.5,3,2,1,0.5,2,0,0,2,2,0,2,2,1,2,2,0,2,4,4,3
"360",1,1.5,1,1.5,2,0,4,0,0,2.5,0,0,2,0,1,0,2,0.5,2,1.5,0.5,2,1.5,1,0,1,2,1.5,1.5,2,1,0,0,0,0,4
"361",2.5,1,1,1,1.5,2.5,3,0,0,0,1,0.5,1,1,0,0,2,1,0,1,1,1,1.5,1,2,1.5,NA,1.5,2,1,2,2,2,2,2,4
"362",NA,NA,NA,NA,1,4,NA,2.5,1,0.5,3,1,1,1.5,0,3,1.5,2,0,1,2,1,2,1,NA,NA,2,2,0.5,1,2,2,2,2,0,0
"363",1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,0,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",0,0.5,0.5,1.5,2,2,0,2,0.5,2,NA,1.5,2,1.5,1,2,1.5,2,0.5,1.5,2,0,2,1,2,2,1.5,1.5,2,1,2,0,4,2,1,4
"365",4,2,2,2,1,0,0,1.5,0,0,2,1,2,0,1.5,1.5,3,0,1,2,2,2,2,1,2,2,1,2,0.5,2,2,2,2,4,4,3
"366",2.5,2.5,1,NA,NA,2.5,1,2.5,1,2,1.5,0.5,NA,NA,2.5,2.5,NA,2.5,NA,2,1.5,1.5,3,1.5,1,1,1,2,2,2,1.5,1,1,0,0,0
"367",2,2,2,0,2,2,1,3,0,2,1,0.5,2,2,2,1.5,2,1,0,2,2,0,2,2,2,2,0,1.5,2,2,2,0,4,4,2,4
"368",2,2,3,3,1.5,3,3,0,3,2,0.5,0.5,1.5,1.5,3,0,0.5,2,0.5,4,3,4,1.5,1,2,1,0.5,0.5,0.5,2,3,2,4,2,4,4
"369",1,2,1,2,2,0,0,1,0,0,0,0,0.5,2,0,2,2,0,1.5,1,1.5,1,1.5,1.5,2,0,0,0.5,2,1.5,2,0,4,0,0,4
"370",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,2,2,2,0,0,2,0,0.5,1,2,2,0,0,0,0,0,2,0
"371",2,2,1.5,2,1,1,1,0,2,0.5,2,0,1,1,2,2,1.5,1.5,1.5,2.5,1.5,2,2,2.5,1,0,2,2,2,2,2,4,4,4,3,4
"372",0,3,2.5,1.5,1,1,1,2,2,0,0.5,0.5,1,2.5,0,1.5,2,0,1,0.5,0,0.5,1,0,2.5,1.5,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"373",1,1.5,1,2,1,1.5,0,1,0,1.5,2,1,1,1.5,1,0,1,2,2,1.5,2,1,2,1.5,1,0,0.5,2,1.5,2,2,0,4,2,4,4
"374",NA,NA,NA,NA,NA,NA,NA,1.5,2.5,2.5,0.5,2,4,2,4,2,NA,3,0,1,2,0.5,2,2,0,0,0,1.5,2,4,1,4,4,4,2,2
"375",NA,NA,NA,NA,0,2.5,2,1,NA,2,0.5,1,2,1.5,0,2,0.5,2,0,1,0,1.5,1.5,0,0,2,1.5,2,1.5,1,0.5,0,2,0,0,4
"376",1,1,0,3,1,4,2,0,0,1.5,2,0,0.5,1,0,2,2,1.5,1.5,1,0,1,2.5,1,1.5,2,0.5,1,2,0,1,2,2,2,4,4
"377",1.5,2,2,0,2,0.5,3,1,1.5,0.5,2,1.5,1,2,1.5,2,3,2,2,1,2,2,1,2,2,0,1,0.5,0,3,2,0,4,2,4,4
"378",0,NA,1,NA,1,4,1,2,2,0,1,1,2,1,0,0,2,2,2,2,2,2,4,0,0.5,1.5,2,2,2,2,2,2,4,NA,4,0
"379",NA,NA,NA,NA,NA,NA,1,1,1,0.5,2,0.5,2,2,2,0,3,2,2,1.5,1.5,3,1,2,1,1,1.5,2,2,2,0.5,4,4,4,4,0
"380",1,1,1,1.5,0,1,1,2,0.5,0,2,1,0,1,2,2,4,0,1,0.5,2,2,0.5,1.5,0,1,1,1.5,2,2,2,2,0,NA,4,4
"381",0,0,1,1,3,2,0,2,1.5,0,1.5,0,1.5,2,2,2,2,1.5,1.5,0.5,1.5,3,2.5,0,1,0,2,2,1.5,1.5,1,4,1,4,0,1
"382",NA,NA,NA,NA,NA,NA,NA,3,4,2,3,2,3,2,1,0.5,1,2.5,2,1.5,1.5,2.5,1,1.5,2.5,1.5,1.5,1.5,2,NA,NA,4,3,2,NA,0
